plate,compound,well,site,mean_C1,std_C1,median_C1,mad_C1,mean_C2,std_C2,median_C2,mad_C2,mean_C3,std_C3,median_C3,mad_C3,mean_C4,std_C4,median_C4,mad_C4,mean_C5,std_C5,median_C5,mad_C5
P015098,CBK308276,C02,s5,0.11666666666666666852,143.12034900428633932,-8.0,27.0,-2.4886192558299038424,542.781190945697972,-20.0,83.0,0.031865997942386828368,340.77835170418950383,-12.0,64.0,0.0876000943072702265,378.4865941448523472,-13.0,62.0,0.19902756344307270808,370.14494552320041976,-14.0,47.0
P015098,CBK308276,C02,s6,0.102175282921810703374,144.66705458220667424,-8.0,26.0,-2.5759585048010973374,542.2581926636978551,-23.0,89.0,0.0732829646776406024,330.79475307877891055,-14.0,66.0,0.11125557270233196738,388.9525589554961016,-14.0,64.0,0.18381730109739369272,379.4482545660667938,-16.0,48.0
P015098,CBK308276,C02,s8,0.084368569958847741685,139.72570816518629044,-7.0,26.0,-0.48681219993141289226,484.28560129925102729,-19.0,77.0,0.056328446502057614997,317.07658407344575835,-12.0,59.0,0.07193437071330589794,385.50830510515334026,-13.0,58.0,0.14146412037037037202,378.35428880491036807,-14.0,44.0
P015098,CBK308276,C02,all,0.10297728052126199627,142.27430748753599232,-7.0,26.0,-1.9575829046639232622,532.0998026050453973,-21.0,82.0,0.05505049725651577769,322.33124193792349388,-13.0,63.0,0.09356108539094649956,377.75083875929999522,-14.0,61.0,0.18278579389574758918,369.17011350455072716,-15.0,46.0
P015098,CBK308276,H13,s2,0.09900334362139917577,155.14627912376519703,-7.0,26.0,-0.319086934156378621,531.53503805829279827,-22.0,91.0,0.031123328189300410868,272.82365048096562532,-11.0,57.0,0.0674266975308641936,328.4295197036137779,-13.0,55.0,0.15685849622770919876,373.40217502759537638,-15.0,44.0
P015098,CBK308276,H13,s4,0.06774026920438958044,125.54049395631813013,-5.0,23.0,-0.340514617626886118,435.50530078340301543,-17.0,79.0,0.0411179698216735251,253.72582168876837727,-10.0,49.0,0.06191679526748971457,303.86223797180014117,-11.0,49.0,0.110272848079561044954,294.17384864587700122,-11.0,38.0
P015098,CBK308276,H13,s5,0.13548075274348422847,164.05633127410123961,-8.0,28.0,-0.92335669581618651236,621.2147749476024501,-24.0,101.0,0.10873799725651576986,318.2738050145880493,-14.0,69.0,0.16422389403292181331,371.71154379460284645,-15.0,64.0,0.23962727194787381002,412.12627430425408193,-17.0,51.0
P015098,CBK308276,H13,s6,0.082045181755829907355,136.63855791691318586,-6.0,24.0,-1.6861689814814815325,556.7216891442942597,-22.0,84.0,0.06876907578875171567,284.1636640330864907,-11.0,53.0,0.101771476337448554816,323.45138097499727792,-12.0,51.0,0.18500793038408780422,346.1162795274731252,-14.0,41.0
P015098,CBK308276,H13,s8,0.14082347393689986781,165.03072215863068095,-9.0,28.0,-0.7136824845679012874,583.2318966684027828,-29.0,112.0,0.1331502914951989136,334.38715591644307779,-17.0,82.0,0.18925432956104251692,403.37619473378208568,-20.0,72.0,0.30337705761316874353,384.98216807177880128,-20.0,57.0
P015098,CBK308276,H13,all,0.10501860425240054642,150.10030133108759287,-7.0,26.0,-0.79656194272976676984,549.217970403820118,-22.0,92.0,0.07657973251028805939,294.16713529249176418,-12.0,60.0,0.116918638545953357255,348.05196289503510343,-14.0,57.0,0.19902872085048012307,364.3688446033692685,-15.0,45.0
P015098,CBK308276,I05,s2,0.07925840192043895338,116.258849747876510605,-5.0,23.0,-1.0868619255829903292,493.73304957226349643,-17.0,73.0,0.046724537037037036646,256.62752117026815313,-10.0,49.0,0.075406378600823040226,274.2325091286463703,-10.0,48.0,0.16067751200274349443,285.7193584478946491,-11.0,36.0
P015098,CBK308276,I05,s4,0.09520468964334705131,126.52216182618100504,-5.0,24.0,-0.5580234053497942215,422.86558587662983655,-15.0,72.0,0.07493955761316872799,246.86636947733725833,-8.0,49.0,0.12138631687242798507,299.31946815368002035,-10.0,50.0,0.18961741255144032303,317.84409938678004437,-10.0,38.0
P015098,CBK308276,I05,s5,0.10761059670781893127,125.815538976171367835,-5.0,23.0,0.20962577160493828243,435.18263758049062062,-16.0,71.0,0.086786051097393693277,223.20747699511485962,-8.0,47.0,0.15343728566529493684,264.91470791887320502,-10.0,48.0,0.21452760631001371872,292.71895123634806168,-10.0,37.0
P015098,CBK308276,I05,s6,0.109832818930041153926,131.7839989631008848,-7.0,25.0,-1.6258187585733883118,449.15621651428284622,-22.0,88.0,0.052783564814814817878,278.75154668731454422,-13.0,61.0,0.08098872599451302501,325.79657913500466293,-14.0,59.0,0.15555234053497943303,356.70865496138122808,-17.0,47.0
P015098,CBK308276,I05,s8,0.109467378257887520965,123.7411669668502725,-5.0,23.0,-0.91941808127572011156,474.19485887469306817,-16.0,71.0,0.083041623799725655664,239.95396508213084985,-8.0,48.0,0.14299039780521261012,281.571415237619874,-10.0,48.0,0.18421639231824415983,301.86491178658201306,-10.0,37.0
P015098,CBK308276,I05,all,0.10027477709190672772,124.925919574811942425,-5.0,24.0,-0.7960992798353909716,455.7577170771317583,-17.0,75.0,0.068855066872427983515,249.76092498037246514,-9.0,50.0,0.11484182098765431668,289.9659612549007761,-11.0,50.0,0.18091825274348422026,311.99624981118353162,-12.0,39.0
P015098,CBK308276,all,all,0.10275688728852308551,139.49738877398326053,-7.0,25.0,-1.1834147090763602606,513.9671113433641949,-20.0,82.0,0.06682843221307727122,290.29424893971884103,-11.0,57.0,0.10844051497485139579,340.54668014735074166,-13.0,56.0,0.18757758916323730158,349.47240602482844452,-14.0,43.0
P015098,CBK308359,I02,s2,0.016379458161865569077,47.53691569233993164,0.0,18.0,-1.6793893604252401186,446.291979762506287,-5.0,47.0,0.02470936213991769409,183.15943955754988792,-2.0,30.0,0.025648148148148149084,175.92758734768671047,-2.0,31.0,0.049023491083676269675,140.28181144982019646,-2.0,21.0
P015098,CBK308359,I02,s4,0.018816658093278464808,66.653735103056433786,-1.0,19.0,-0.37800475823045265322,506.6812168473547331,-10.0,52.0,0.027710905349794239666,243.65736452825365177,-5.0,36.0,0.026485339506172839857,233.14315836110907298,-5.0,37.0,0.054212534293552813724,222.87084652148584496,-5.0,25.0
P015098,CBK308359,I02,s5,0.04007180212620027604,64.30160249908925607,-2.0,19.0,0.025418381344307270503,457.75689161577014374,-11.0,54.0,0.047822573731138545705,247.31030192783310895,-5.0,36.0,0.0609383573388203037,242.8916491661220789,-6.0,37.0,0.08730902777777778401,207.22974440428330922,-6.0,26.0
P015098,CBK308359,I02,s6,0.08148341049382716583,92.17657409916965605,-1.0,19.0,-2.4279290980795611432,565.0196204567314453,-13.0,58.0,0.1183605538408779162,278.42316857974395816,-6.0,36.0,0.18196437757201647245,275.09904716077807052,-7.0,37.0,0.20671617798353908446,243.30944025720100399,-6.0,26.0
P015098,CBK308359,I02,s8,0.031359310699588478777,52.040715196861455638,-1.0,18.0,-0.5080294067215364029,391.2533890838759021,-7.0,49.0,0.047114840534979426923,194.83091714445509979,-3.0,32.0,0.059487525720164607934,188.95263626244218358,-3.0,33.0,0.08401577503429355498,165.48236716602323781,-4.0,23.0
P015098,CBK308359,I02,all,0.037622127914951987437,66.39568429570002195,-1.0,19.0,-0.9935868484224965602,477.02711143911932368,-9.0,52.0,0.053143647119341566598,232.18838467085600996,-4.0,34.0,0.0709047496570644753,226.1350050746302145,-5.0,35.0,0.096255401234567897206,199.4384525668495769,-4.0,24.0
P015098,CBK308359,J04,s2,0.020135245198902605723,57.60726839738472904,-1.0,18.0,-0.9180534122085047821,392.5729311394621277,-7.0,50.0,0.00677404835390946463,187.43596521839106117,-3.0,32.0,0.018090492112482852577,186.34421651603022951,-4.0,33.0,0.044219178669410150184,160.72912614320441094,-3.0,23.0
P015098,CBK308359,J04,s4,0.039783521947873802527,63.835284345319990962,-1.0,19.0,0.14324588477366254069,504.60924884201881468,-9.0,51.0,0.12463777434842249203,218.05297443921804756,-5.0,33.0,0.15906507201646091776,223.44544815319702025,-5.0,34.0,0.18198623971193414461,185.9404034258171805,-4.0,24.0
P015098,CBK308359,J04,s5,0.022568801440329216978,59.47498964367548524,-1.0,18.0,0.08692751200274348444,413.6146046472270541,-6.0,46.0,0.040779106652949245748,178.0006695120855511,-2.0,30.0,0.04846043381344307399,176.644578944017411,-3.0,32.0,0.0701108110425240072,142.5293048564258811,-3.0,22.0
P015098,CBK308359,J04,s6,0.03033414780521262108,52.22509656827321578,-1.0,18.0,-2.4012167781207134354,468.47383762050424139,-8.0,51.0,0.057668467078189303288,205.36629593425985263,-4.0,32.0,0.069690929355281205915,188.65665057215812794,-4.0,34.0,0.10343192729766803595,174.82536592776662587,-5.0,23.0
P015098,CBK308359,J04,s8,0.04171810699588477528,57.01489472940912151,-1.0,18.0,0.112562157064471882184,451.22918254233781,-9.0,51.0,0.065693372770919064574,233.7102314416720219,-4.0,33.0,0.09690522119341564433,224.73630638078648758,-5.0,35.0,0.12892039609053498883,181.31943867497537326,-5.0,24.0
P015098,CBK308359,J04,all,0.03090796467764060293,58.153202159782807712,-1.0,18.0,-0.5953069272976679871,447.8619051970987357,-8.0,50.0,0.059110553840877912146,205.50395337674001439,-4.0,32.0,0.078442429698216728506,200.97417409541492361,-4.0,33.0,0.10573371056241426258,169.80161788590061178,-4.0,23.0
P015098,CBK308359,O13,s2,0.03234246399176955028,92.39632458843330198,-1.0,19.0,-0.3345747599451303067,447.70963035867504232,-9.0,55.0,0.055450960219478741264,212.2363166335247513,-4.0,34.0,0.062678326474622764186,214.34796722486095177,-4.0,35.0,0.094577546296296291506,201.03115630077371634,-5.0,24.0
P015098,CBK308359,O13,s4,0.025262774348422497445,88.521103618453025774,-2.0,20.0,-0.20422668038408778313,494.91190099525312007,-14.0,62.0,-0.022452632030178325262,241.09543588156483906,-6.0,39.0,-0.0028838734567901234268,228.56287092057777954,-7.0,40.0,0.032267875514403292214,238.32579563529429834,-7.0,28.0
P015098,CBK308359,O13,s5,0.020710733882030176595,55.350262023630349972,-1.0,19.0,-0.54556562928669405377,370.1753930118701419,-8.0,52.0,0.010338863168724279559,159.6876391963739934,-4.0,34.0,0.021754115226337449734,148.9710359055036406,-4.0,35.0,0.055065586419753086156,149.15820702934720998,-4.0,23.0
P015098,CBK308359,O13,s6,0.014033779149519890958,38.71248489660987957,0.0,18.0,-1.091893432784636575,235.07126227736239343,-3.0,47.0,0.013384987997256516182,85.2086637973181098,-1.0,29.0,0.014692644032921810607,83.10531816101654101,-1.0,31.0,0.04428155006858710413,70.903851337723267534,-2.0,20.0
P015098,CBK308359,O13,s8,0.03840299211248285327,67.55665455735177716,-1.0,19.0,-0.06534465020576131489,309.26568401653975116,-8.0,55.0,0.04843535665294924214,165.92898517908966483,-4.0,35.0,0.060119813100137177442,169.62317692255390966,-4.0,36.0,0.085268132716049382935,139.02192422021332163,-4.0,24.0
P015098,CBK308359,O13,all,0.026150548696844994057,71.41327119921341193,-1.0,19.0,-0.44832103052126198728,382.96629850351598634,-8.0,54.0,0.021031507201646090083,180.81169979988965224,-4.0,34.0,0.031272205075445813627,176.6674423655009889,-4.0,35.0,0.06229213820301783555,169.59677814763915649,-4.0,24.0
P015098,CBK308359,all,all,0.03156021376314586263,65.549058434273604234,-1.0,19.0,-0.67907160208047556704,437.7207999605342934,-8.0,52.0,0.044428569387288521786,207.2327133525750753,-4.0,33.0,0.060206461476909008124,202.26965965332988162,-4.0,34.0,0.088093749999999998446,180.15859123884715132,-4.0,24.0
P015098,CBK308484,F21,s2,0.037261874142661181863,39.01570227232995336,0.0,18.0,-1.6194658779149520011,267.29356779814685297,-4.0,57.0,0.04208569101508916055,85.27352207832035447,-1.0,29.0,0.05821116255144032775,72.481474435332799544,-1.0,30.0,0.08500257201646090055,78.200200820735148,-3.0,20.0
P015098,CBK308484,F21,s4,0.03431755829903977706,50.915243714084823523,-1.0,19.0,0.0855949931412894327,370.98795742054295488,-8.0,65.0,0.031416109396433473944,107.36945878355213324,-3.0,32.0,0.04558534807956104301,113.30282138877497289,-3.0,32.0,0.09521433470507544017,142.48500958435855068,-3.0,22.0
P015098,CBK308484,F21,s5,0.020395447530864196928,56.429302856736981653,-1.0,18.0,0.029203960905349792693,305.8310926996721264,-5.0,59.0,0.018886959876543211317,102.73771213845103034,-2.0,30.0,0.024036136831275721482,101.54362494696907504,-2.0,31.0,0.04361732681755829677,113.029385648504998585,-2.0,21.0
P015098,CBK308484,F21,s6,0.018593321330589850093,44.288315548614747286,-1.0,18.0,-1.5867963391632373682,355.46184557832691553,-6.0,60.0,0.02650763031550068538,95.898201882242702254,-2.0,30.0,0.037547367969821672518,87.97324645959159284,-2.0,31.0,0.08652692043895747476,99.55562318409550926,-3.0,21.0
P015098,CBK308484,F21,s8,0.036892146776406037345,60.078469478297684248,-2.0,19.0,-0.28166559499314131054,336.37128593471101112,-12.0,70.0,0.031237354252400550275,118.27569755976900012,-4.0,36.0,0.035466177983539091956,126.085481839878227106,-4.0,35.0,0.060156678669410150462,134.45548251485809033,-5.0,25.0
P015098,CBK308484,F21,all,0.029492069615912209352,50.73407339461636667,-1.0,18.0,-0.67462577160493830686,329.27565697098157216,-7.0,62.0,0.030026748971193416293,102.508943791206661444,-2.0,31.0,0.040169238683127571343,102.01866760977232218,-2.0,32.0,0.07410356652949245948,115.91591099864760395,-3.0,22.0
P015098,CBK308484,G05,s2,0.042728480795610424003,50.67101377581396804,-1.0,19.0,-3.9248368912894378013,531.63985031332185827,-7.0,47.0,0.05208183299039780695,143.66195344636562936,-3.0,31.0,0.07888695987654320563,118.27347675977313202,-3.0,32.0,0.09627829218106995213,138.17685077228253476,-4.0,23.0
P015098,CBK308484,G05,s4,0.024526105967078187797,55.596290815092075377,-1.0,19.0,-0.013595679012345679437,356.69018599330138386,-6.0,47.0,0.0149764231824417014954,124.12858267106520316,-3.0,31.0,0.017931241426611798512,133.34165926441997385,-3.0,32.0,0.038684842249657062918,165.9871390325410232,-3.0,23.0
P015098,CBK308484,G05,s5,0.028614111796982168862,48.590563695243730535,-1.0,19.0,-1.0349003343621399065,385.40130826120315533,-6.0,44.0,0.015497899519890260059,115.44852857251051148,-2.0,30.0,0.023009687928669409623,113.3921128301556962,-2.0,31.0,0.053935828189300413782,154.21703122415704001,-3.0,22.0
P015098,CBK308484,G05,s6,0.04871699245541838419,51.893166400581861808,-1.0,19.0,-1.1067888374485597147,416.6971300210963136,-7.0,47.0,0.0558264746227709191,151.74046791287648261,-3.0,31.0,0.08199095507544582051,137.76458322302855208,-3.0,32.0,0.10282836076817558624,143.56227275487583483,-4.0,23.0
P015098,CBK308484,G05,s8,0.03751929012345679021,62.326623152413830553,-2.0,20.0,-0.71507608882030182507,460.87317768049479128,-9.0,50.0,0.044676568930041155037,138.52269432163564034,-4.0,33.0,0.054665423525377232483,135.9909497397285918,-4.0,34.0,0.09885909636488340868,176.68691999177491425,-4.0,24.0
P015098,CBK308484,G05,all,0.03642099622770918893,54.03156695357511552,-1.0,19.0,-1.3590395661865568577,434.61535836489707663,-7.0,47.0,0.03661183984910836714,135.34306977876300948,-3.0,31.0,0.05129685356652949335,128.13977296842284659,-3.0,32.0,0.07811728395061728891,156.36870690511921111,-3.0,23.0
P015098,CBK308484,L07,s2,0.026417395404663923664,51.639225731248025397,-1.0,19.0,-2.9947650891632373593,478.39388488761881035,-8.0,49.0,0.028417352537722907757,128.68740802484887809,-3.0,32.0,0.040207261659807959353,123.590476251827880105,-3.0,33.0,0.072385330932784638924,139.35219581507462294,-4.0,23.0
P015098,CBK308484,L07,s4,0.047175497256515777633,55.092820549999096613,-1.0,20.0,-0.4233974194101509103,417.4354548640077951,-8.0,51.0,0.04516932441700960421,123.83021153314075491,-3.0,33.0,0.060115312071330591348,132.04212188540364536,-4.0,34.0,0.07777842078189300956,153.1455748727572086,-4.0,24.0
P015098,CBK308484,L07,s5,0.020393732853223593693,60.183982214749732975,-1.0,19.0,-0.07529642489711933784,439.90125395177358314,-6.0,45.0,0.015423096707818929191,116.66486625062231042,-2.0,31.0,0.017510502400548695612,133.23587276865620765,-2.0,32.0,0.03245991941015088922,156.99561107321125064,-3.0,22.0
P015098,CBK308484,L07,s6,0.016601294581618655094,39.557177591749336898,0.0,19.0,-0.6211546210562414183,279.3710432346382504,-4.0,45.0,0.011330589849108367237,87.82201303144461235,-1.0,30.0,0.012860082304526749414,93.65964264788894411,-1.0,31.0,0.04146969307270233218,99.89948748087972774,-3.0,21.0
P015098,CBK308484,L07,s8,0.030427812071330589266,49.23597929242985316,-1.0,19.0,-0.66208311899862826166,407.12505470297674037,-5.0,46.0,0.040063228737997259865,103.77880215471707004,-2.0,30.0,0.054811385459533609743,102.02591599888910423,-2.0,32.0,0.081029020919067218376,104.91822572009957071,-2.0,22.0
P015098,CBK308484,L07,all,0.02820314643347050787,51.600179739579502325,-1.0,19.0,-0.95533933470507548247,409.9830693189142039,-6.0,47.0,0.028080718449931412611,113.12630809451914615,-2.0,31.0,0.037100908779149517625,118.01944211501754012,-2.0,32.0,0.061024477023319617652,133.04733531724738782,-3.0,22.0
P015098,CBK308484,all,all,0.031372070759030638853,52.14062720419315866,-1.0,19.0,-0.9963348908321901787,393.86940384788198344,-7.0,51.0,0.031573102423411068818,117.789914279033538946,-2.0,31.0,0.042855667009602194106,116.556422368847407256,-3.0,32.0,0.071081775834476446096,136.12404210549061645,-3.0,22.0
P015098,CBK308613,B20,s2,0.072752914951989031134,83.91256489877430624,-3.0,21.0,-1.2984295696159122713,548.86458077161591973,-21.0,90.0,0.038140646433470509757,207.29538996796139827,-8.0,52.0,0.068896390603566531885,233.6538795933284689,-10.0,45.0,0.11888610253772290137,247.12779586189827796,-10.0,37.0
P015098,CBK308613,B20,s4,0.08101058813443072493,93.10752354396858266,-5.0,23.0,0.05603030692729767115,456.19395612861325162,-27.0,97.0,0.07143625685871056452,249.83101588501784818,-13.0,67.0,0.139097865226337436,260.15108432784148818,-14.0,52.0,0.2635266632373113871,241.0429083331842719,-14.0,44.0
P015098,CBK308613,B20,s5,0.067687971536351171364,93.36644957700647751,-4.0,23.0,-1.078713991769547409,414.5789567238256268,-27.0,101.0,0.0330667009602194778,218.81138870368994276,-13.0,70.0,0.06492669753086419138,244.97842731386697324,-14.0,52.0,0.11832626028806583762,245.05646737594804563,-14.0,46.0
P015098,CBK308613,B20,s6,0.040199545610425241327,82.294467123523915575,-3.0,21.0,-1.5089304698216734479,375.54536596998843834,-20.0,86.0,0.0102934242112482851605,193.0826720644862462,-10.0,54.0,0.0155274777091906728,207.5148522346405855,-10.0,44.0,0.044705289780521260956,222.60599670793257587,-11.0,37.0
P015098,CBK308613,B20,s8,0.07368334190672153061,93.39123497022920617,-4.0,22.0,-1.1683335476680383191,449.96459564609688186,-25.0,96.0,0.07762517146776405641,225.99544201321435821,-12.0,67.0,0.12741748113854595159,257.14467737284354598,-14.0,52.0,0.20736239711934156826,268.9538458634334006,-14.0,45.0
P015098,CBK308613,B20,all,0.0670668724279835371,89.35538761178305833,-4.0,22.0,-0.9996754543895747247,452.71291609992118765,-24.0,94.0,0.046112439986282581506,219.8272959572491061,-11.0,61.0,0.08317318244170096575,241.44273075510548665,-12.0,49.0,0.15056134259259260078,245.40421086720155586,-13.0,42.0
P015098,CBK308613,D16,s2,0.049041709533607681648,84.33474488547636838,-3.0,21.0,-0.3711601937585733979,406.92942038672686067,-19.0,78.0,0.0493383487654320968,200.29203554811289223,-10.0,55.0,0.071511059670781890185,216.1448336899995013,-10.0,46.0,0.14070923353909464693,226.16995483630034869,-11.0,38.0
P015098,CBK308613,D16,s4,0.061914008916323731713,95.25705340409876953,-4.0,23.0,0.15118227023319616431,495.05108989814152665,-32.0,102.0,0.07095979080932784955,261.8780535992952423,-15.0,82.0,0.122265089163237306025,289.95643595113369884,-18.0,59.0,0.2114178240740740844,298.47690882409904134,-18.0,53.0
P015098,CBK308613,D16,s5,0.06485682441700960088,102.83271018084138859,-5.0,24.0,-0.749807527434842247,543.111776521208526,-35.0,107.0,-0.0015895061728395062407,304.98602249693692556,-17.0,90.0,0.028646476337448559257,304.43945697638554293,-18.0,61.0,0.08209747942386831643,316.12444780594876192,-19.0,56.0
P015098,CBK308613,D16,s6,0.04511552640603566644,63.111157102789469775,-2.0,19.0,-0.74474772805212619,364.92558729975672804,-12.0,69.0,0.07340556412894376492,169.10765975525436033,-7.0,45.0,0.08890817901234568388,178.02351757054171344,-6.0,40.0,0.12710198045267490086,190.8180163934911775,-7.0,33.0
P015098,CBK308613,D16,s8,0.061022376543209876087,91.956243753699041577,-3.0,22.0,-0.02573431069958847725,421.12158598393813236,-22.0,85.0,0.07383359053497942637,238.96587063278798269,-11.0,62.0,0.11712405692729767337,253.26314284324760706,-12.0,50.0,0.22310185185185185675,272.26799444193056843,-13.0,43.0
P015098,CBK308613,D16,all,0.056390089163237309966,88.54353835453413524,-3.0,22.0,-0.3480534979423868247,450.8108879487598415,-23.0,86.0,0.05318955761316872255,239.75636819931585819,-11.0,63.0,0.08569097222222221699,252.70983556894751132,-12.0,50.0,0.1568856738683127583,264.8461328211228647,-13.0,43.0
P015098,CBK308613,E18,s2,0.09578360768175582518,81.70268781193681207,-3.0,20.0,0.12945644718792867489,543.67654651362647655,-20.0,85.0,0.08380358367626886129,204.21858660253914763,-8.0,51.0,0.15450402949245542472,238.39387133282500031,-10.0,44.0,0.2296917866941015074,243.20865558955327401,-10.0,35.0
P015098,CBK308613,E18,s4,0.074425797325102877045,99.32825064554185701,-5.0,24.0,-1.7627192644032920743,552.77319410710072134,-38.0,116.0,-0.005390517832647462315,267.08792365386250367,-18.0,93.0,0.04799682784636488675,321.9353904274256024,-21.0,64.0,0.10690436385459534119,311.22917781168058582,-20.0,56.0
P015098,CBK308613,E18,s5,0.07314193244170096031,91.236448900848131416,-5.0,23.0,-1.6758494084362138832,629.27501004123587336,-34.0,103.0,0.039141160836762688147,251.98474120393694875,-17.0,75.0,0.06461741255144032303,266.6239839741134574,-17.0,55.0,0.13758744855967078302,265.44563571900715715,-17.0,47.0
P015098,CBK308613,E18,s6,0.05797582304526748692,79.86026512965544555,-3.0,21.0,-0.49828553669410152738,501.25570122161354902,-29.0,100.0,0.06740119170096021961,210.78877598679653715,-12.0,66.0,0.1037530006858710524,248.31573917938911222,-14.0,51.0,0.18118141289437586505,260.3217034919777575,-14.0,43.0
P015098,CBK308613,E18,s8,0.10513803155006858081,120.026783119769135055,-8.0,27.0,0.04949995713305898465,603.55342928965308147,-57.0,145.0,0.038517232510288067215,312.17129748074199824,-28.0,123.0,0.13693587105624141498,356.9650404687430978,-30.0,76.0,0.21663258744855967697,369.81688309656033198,-30.0,73.0
P015098,CBK308613,E18,all,0.08129303840877914744,95.55062765771661759,-5.0,23.0,-0.75157956104252399143,567.9202071450896483,-34.0,108.0,0.04469453017832647479,252.35702151915427294,-15.0,77.0,0.101561428326474620376,290.05073247970113925,-17.0,57.0,0.17439951989026061807,293.60087327071403251,-17.0,49.0
P015098,CBK308613,all,all,0.06825000000000000511,91.203556649460750805,-4.0,22.0,-0.69976950445816188395,493.5291342680702087,-27.0,95.0,0.047998842592592592948,237.69113185943109556,-12.0,66.0,0.09014186099679927233,262.2252726447646296,-14.0,52.0,0.16061551211705532571,268.6808353618645242,-14.0,44.0
P015098,CBK308631,D14,s2,0.09197980967078189796,135.71800304305079976,-8.0,27.0,-0.8397755915637860058,636.15279410764298973,-37.0,109.0,0.059927983539094648036,271.0312286124540151,-17.0,78.0,0.09419753086419753452,326.6209532393884274,-21.0,62.0,0.18414137517146775269,305.51375345802227912,-19.0,49.0
P015098,CBK308631,D14,s4,0.10895811899862825611,125.05730741180678933,-7.0,25.0,-0.3089600480109739311,520.3990634708743528,-27.0,90.0,0.034510245198902604613,258.4557962215360476,-12.0,64.0,0.08182870370370370905,314.64473686682282505,-16.0,56.0,0.14939407578875171789,271.3010214934805049,-14.0,43.0
P015098,CBK308631,D14,s5,0.15002443415637858881,154.35148673379333673,-11.0,30.0,-1.9057977537722907702,685.85898309932724715,-51.0,132.0,0.09374785665294924075,315.704669131827643,-23.0,107.0,0.17413344478737996512,370.16715713746066285,-28.0,75.0,0.2659274262688614554,348.03082292062629222,-26.0,61.0
P015098,CBK308631,D14,s6,0.0953146433470507537,120.867003567378347384,-6.0,24.0,-0.26696352023319613878,527.9358588195575521,-28.0,89.0,0.062805212620027431325,242.30951826452005093,-12.0,59.0,0.11446180555555555969,282.3977287300934904,-15.0,51.0,0.20021519204389573443,275.04227729817500858,-15.0,40.0
P015098,CBK308631,D14,s8,0.16896862139917695478,177.42281739869051194,-17.0,38.0,-0.17508551954732509692,656.21651761490716126,-70.0,167.0,0.05835305212620027493,347.6615987263378429,-30.0,154.0,0.15016460905349793276,418.59003580445164516,-41.0,102.0,0.22897912379972565344,372.51984675075806308,-40.0,86.0
P015098,CBK308631,D14,all,0.12304912551440329305,144.20179014073485746,-10.0,28.0,-0.69931648662551437745,609.13817577543204607,-40.0,113.0,0.061868870027434845482,289.65816240921969893,-17.0,86.0,0.12295721879286694578,345.73758342818149458,-22.0,66.0,0.20573143861454046277,317.01345393404432116,-21.0,53.0
P015098,CBK308631,H08,s2,0.06884216392318244504,104.60049056159243719,-4.0,22.0,-0.073538451646090532976,519.93755960892053736,-21.0,82.0,0.077030821330589846485,251.13119503101083296,-10.0,54.0,0.10773276748971193084,353.2935792538204396,-12.0,52.0,0.14037830075445817402,249.11062442252864457,-11.0,39.0
P015098,CBK308631,H08,s4,0.16548225308641975606,165.91122586708456765,-15.0,35.0,0.036170481824417011207,753.76094288763988516,-74.0,172.0,0.14657578875171467514,426.9299573546143165,-35.0,160.0,0.25569594478737994736,581.0442353830800357,-49.0,119.0,0.28945644718792867822,393.08510879953792028,-39.0,85.0
P015098,CBK308631,H08,s5,0.12792995541838134144,144.51807401828074262,-10.0,29.0,-1.0297462277091906646,657.5991525441305612,-45.0,125.0,0.07147955246913580141,347.5308592028000021,-22.0,102.0,0.15405821330589850038,476.96302899767556482,-29.0,82.0,0.19738833161865568244,316.69911278246001984,-23.0,60.0
P015098,CBK308631,H08,s6,0.18314493312757201826,151.23379324359672182,-12.0,31.0,-0.21662315672153634183,626.0467162300608379,-48.0,134.0,0.18262152777777776458,354.31763711445131548,-20.0,110.0,0.33316872427983540428,492.31051357566974502,-31.0,92.0,0.34191379458161863525,349.36435078856845848,-26.0,67.0
P015098,CBK308631,H08,s8,0.22553433641975309532,180.90292452536047563,-25.0,47.0,-1.1289379715363512258,918.07976519288138206,-103.0,217.0,0.11470186042524005421,465.7657950131675193,-45.0,209.0,0.24046960733882030703,670.339622677339662,-78.0,176.0,0.29557248799725649446,451.91092158434378234,-61.0,120.0
P015098,CBK308631,H08,all,0.15418672839506172845,151.62507283654551316,-12.0,31.0,-0.48253506515775035357,707.91714781031271286,-51.0,139.0,0.118481910150891628364,376.45518626308131616,-22.0,117.0,0.21822505144032922075,525.6704995696162541,-33.0,95.0,0.25294187242798354953,358.6500499010513181,-27.0,69.0
P015098,CBK308631,M10,s2,0.10876821844993141142,145.32065279381944833,-10.0,30.0,-1.1751258144718792487,590.68004837234025217,-42.0,116.0,-0.004704003772290809432,313.8275477187248157,-18.0,100.0,0.03766525205761316747,365.57979225753007313,-25.0,74.0,0.12927340534979422926,349.0402047482362491,-25.0,62.0
P015098,CBK308631,M10,s4,0.09154813957475994857,104.18768073690340259,-4.0,22.0,-0.17200060013717421992,498.81630257167182663,-18.0,70.0,0.067324459876543216175,218.61406190768053648,-8.0,48.0,0.12514253257887517079,269.66732488473257945,-10.0,46.0,0.15546296296296296946,232.35688307874937664,-9.0,34.0
