plate,well,site,bf_site,nuclei_count
P015085,G10,s6,s4,53
P015085,G10,s8,s5,64
P015085,G14,s2,s1,81
P015085,G14,s4,s2,66
P015085,G14,s5,s3,104
P015085,G14,s6,s4,74
P015085,G14,s8,s5,91
P015085,G16,s2,s1,235
P015085,G16,s4,s2,208
P015085,G16,s5,s3,208
P015085,G16,s6,s4,175
P015085,G16,s8,s5,225
P015085,G22,s2,s1,32
P015085,G22,s4,s2,39
P015085,G22,s5,s3,24
P015085,G22,s6,s4,18
P015085,G22,s8,s5,47
P015085,G23,s2,s1,37
P015085,G23,s4,s2,52
P015085,G23,s5,s3,51
P015085,G23,s6,s4,27
P015085,G23,s8,s5,40
P015085,H02,s2,s1,0
P015085,H02,s4,s2,17
P015085,H02,s5,s3,2
P015085,H02,s6,s4,31
P015085,H02,s8,s5,21
P015085,H05,s2,s1,20
P015085,H05,s4,s2,26
P015085,H05,s5,s3,16
P015085,H05,s6,s4,23
P015085,H05,s8,s5,23
P015085,H21,s2,s1,108
P015085,H21,s4,s2,147
P015085,H21,s5,s3,115
P015085,H21,s6,s4,85
P015085,H21,s8,s5,114
P015085,I04,s2,s1,55
P015085,I04,s4,s2,74
P015085,I04,s5,s3,63
P015085,I04,s6,s4,45
P015085,I04,s8,s5,75
P015085,I07,s2,s1,195
P015085,I07,s4,s2,172
P015085,I07,s5,s3,161
P015085,I07,s6,s4,155
P015085,I07,s8,s5,198
P015085,I11,s2,s1,136
P015085,I11,s4,s2,203
P015085,I11,s5,s3,192
P015085,I11,s6,s4,163
P015085,I11,s8,s5,168
P015085,I14,s2,s1,0
P015085,I14,s4,s2,0
P015085,I14,s5,s3,0
P015085,I14,s6,s4,0
P015085,I14,s8,s5,0
P015085,I20,s2,s1,51
P015085,I20,s4,s2,83
P015085,I20,s5,s3,57
P015085,I20,s6,s4,54
P015085,I20,s8,s5,77
P015085,I23,s2,s1,0
P015085,I23,s4,s2,30
P015085,I23,s5,s3,24
P015085,I23,s6,s4,24
P015085,I23,s8,s5,8
P015085,J03,s2,s1,169
P015085,J03,s4,s2,108
P015085,J03,s5,s3,119
P015085,J03,s6,s4,238
P015085,J03,s8,s5,124
P015085,J07,s2,s1,101
P015085,J07,s4,s2,260
P015085,J07,s5,s3,212
P015085,J07,s6,s4,99
P015085,J07,s8,s5,229
P015085,J08,s2,s1,176
P015085,J08,s4,s2,238
P015085,J08,s5,s3,200
P015085,J08,s6,s4,176
P015085,J08,s8,s5,182
P015085,J15,s2,s1,176
P015085,J15,s4,s2,134
P015085,J15,s5,s3,152
P015085,J15,s6,s4,221
P015085,J15,s8,s5,179
P015085,J19,s2,s1,80
P015085,J19,s4,s2,244
P015085,J19,s5,s3,168
P015085,J19,s6,s4,121
P015085,J19,s8,s5,204
P015085,J20,s2,s1,62
P015085,J20,s4,s2,79
P015085,J20,s5,s3,76
P015085,J20,s6,s4,64
P015085,J20,s8,s5,65
P015085,K02,s2,s1,50
P015085,K02,s4,s2,57
P015085,K02,s5,s3,57
P015085,K02,s6,s4,50
P015085,K02,s8,s5,53
P015085,K05,s2,s1,82
P015085,K05,s4,s2,67
P015085,K05,s5,s3,75
P015085,K05,s6,s4,86
P015085,K05,s8,s5,63
P015085,K15,s2,s1,232
P015085,K15,s4,s2,194
P015085,K15,s5,s3,190
P015085,K15,s6,s4,195
P015085,K15,s8,s5,164
P015085,K18,s2,s1,44
P015085,K18,s4,s2,84
P015085,K18,s5,s3,81
P015085,K18,s6,s4,38
P015085,K18,s8,s5,88
P015085,K23,s2,s1,120
P015085,K23,s4,s2,193
P015085,K23,s5,s3,158
P015085,K23,s6,s4,137
P015085,K23,s8,s5,115
P015085,L04,s2,s1,0
P015085,L04,s4,s2,5
P015085,L04,s5,s3,0
P015085,L04,s6,s4,1
P015085,L04,s8,s5,0
P015085,L08,s2,s1,17
P015085,L08,s4,s2,23
P015085,L08,s5,s3,20
P015085,L08,s6,s4,32
P015085,L08,s8,s5,1
P015085,L11,s2,s1,148
P015085,L11,s4,s2,131
P015085,L11,s5,s3,126
P015085,L11,s6,s4,132
P015085,L11,s8,s5,119
P015085,L12,s2,s1,178
P015085,L12,s4,s2,185
P015085,L12,s5,s3,214
P015085,L12,s6,s4,224
P015085,L12,s8,s5,206
P015085,L19,s2,s1,71
P015085,L19,s4,s2,66
P015085,L19,s5,s3,40
P015085,L19,s6,s4,45
P015085,L19,s8,s5,44
P015085,M03,s2,s1,81
P015085,M03,s4,s2,73
P015085,M03,s5,s3,60
P015085,M03,s6,s4,51
P015085,M03,s8,s5,49
P015085,M05,s2,s1,257
P015085,M05,s4,s2,156
P015085,M05,s5,s3,173
P015085,M05,s6,s4,193
P015085,M05,s8,s5,150
P015085,M06,s2,s1,154
P015085,M06,s4,s2,144
P015085,M06,s5,s3,109
P015085,M06,s6,s4,128
P015085,M06,s8,s5,105
P015085,M08,s2,s1,229
P015085,M08,s4,s2,171
P015085,M08,s5,s3,144
P015085,M08,s6,s4,100
P015085,M08,s8,s5,120
P015085,M09,s2,s1,0
P015085,M09,s4,s2,16
P015085,M09,s5,s3,3
P015085,M09,s6,s4,26
P015085,M09,s8,s5,0
P015085,M21,s2,s1,64
P015085,M21,s4,s2,75
P015085,M21,s5,s3,41
P015085,M21,s6,s4,39
P015085,M21,s8,s5,33
P015085,M23,s2,s1,70
P015085,M23,s4,s2,63
P015085,M23,s5,s3,80
P015085,M23,s6,s4,62
P015085,M23,s8,s5,56
P015085,N08,s2,s1,161
P015085,N08,s4,s2,109
P015085,N08,s5,s3,113
P015085,N08,s6,s4,90
P015085,N08,s8,s5,81
P015085,N12,s2,s1,239
P015085,N12,s4,s2,87
P015085,N12,s5,s3,107
P015085,N12,s6,s4,119
P015085,N12,s8,s5,84
P015085,N13,s2,s1,184
P015085,N13,s4,s2,70
P015085,N13,s5,s3,70
P015085,N13,s6,s4,108
P015085,N13,s8,s5,65
P015085,N15,s2,s1,90
P015085,N15,s4,s2,31
P015085,N15,s5,s3,36
P015085,N15,s6,s4,34
P015085,N15,s8,s5,31
P015085,N17,s2,s1,244
P015085,N17,s4,s2,120
P015085,N17,s5,s3,104
P015085,N17,s6,s4,116
P015085,N17,s8,s5,64
P015085,N21,s2,s1,139
P015085,N21,s4,s2,171
P015085,N21,s5,s3,111
P015085,N21,s6,s4,73
P015085,N21,s8,s5,105
P015085,O03,s2,s1,0
P015085,O03,s4,s2,0
P015085,O03,s5,s3,0
P015085,O03,s6,s4,0
P015085,O03,s8,s5,0
P015085,O05,s2,s1,192
P015085,O05,s4,s2,92
P015085,O05,s5,s3,45
P015085,O05,s6,s4,129
P015085,O05,s8,s5,109
P015085,O10,s2,s1,0
P015085,O10,s4,s2,0
P015085,O10,s5,s3,1
P015085,O10,s6,s4,0
P015085,O10,s8,s5,0
P015085,O22,s2,s1,122
P015085,O22,s4,s2,134
P015085,O22,s5,s3,62
P015085,O22,s6,s4,37
P015085,O22,s8,s5,44
P015085,C20,s2,s1,90
P015085,C20,s4,s2,188
P015085,C20,s5,s3,92
P015085,C20,s6,s4,110
P015085,C20,s8,s5,210
P015085,H03,s2,s1,134
P015085,H03,s4,s2,105
P015085,H03,s5,s3,117
P015085,H03,s6,s4,208
P015085,H03,s8,s5,95
P015085,K22,s2,s1,157
P015085,K22,s4,s2,250
P015085,K22,s5,s3,140
P015085,K22,s6,s4,82
P015085,K22,s8,s5,116
P015085,L15,s2,s1,182
P015085,L15,s4,s2,135
P015085,L15,s5,s3,89
P015085,L15,s6,s4,128
P015085,L15,s8,s5,113
P015085,N09,s2,s1,265
P015085,N09,s4,s2,105
P015085,N09,s5,s3,131
P015085,N09,s6,s4,120
P015085,N09,s8,s5,70
P015085,B07,s2,s1,0
P015085,B07,s4,s2,0
P015085,B07,s5,s3,0
P015085,B07,s6,s4,0
P015085,B07,s8,s5,4
P015085,B14,s2,s1,102
P015085,B14,s4,s2,76
P015085,B14,s5,s3,159
P015085,B14,s6,s4,118
P015085,B14,s8,s5,316
P015085,B17,s2,s1,0
P015085,B17,s4,s2,0
P015085,B17,s5,s3,0
P015085,B17,s6,s4,0
P015085,B17,s8,s5,0
P015085,B20,s2,s1,41
P015085,B20,s4,s2,89
P015085,B20,s5,s3,77
P015085,B20,s6,s4,51
P015085,B20,s8,s5,135
P015085,C05,s2,s1,0
P015085,C05,s4,s2,1
P015085,C05,s5,s3,0
P015085,C05,s6,s4,0
P015085,C05,s8,s5,0
P015085,C12,s2,s1,144
P015085,C12,s4,s2,304
P015085,C12,s5,s3,153
P015085,C12,s6,s4,64
P015085,C12,s8,s5,289
P015085,D04,s2,s1,64
P015085,D04,s4,s2,68
P015085,D04,s5,s3,88
P015085,D04,s6,s4,72
P015085,D04,s8,s5,102
P015085,E03,s2,s1,94
P015085,E03,s4,s2,135
P015085,E03,s5,s3,112
P015085,E03,s6,s4,108
P015085,E03,s8,s5,112
P015085,E15,s2,s1,0
P015085,E15,s4,s2,37
P015085,E15,s5,s3,41
P015085,E15,s6,s4,98
P015085,E15,s8,s5,176
P015085,G19,s2,s1,0
P015085,G19,s4,s2,0
P015085,G19,s5,s3,0
P015085,G19,s6,s4,0
P015085,G19,s8,s5,0
P015085,H04,s2,s1,24
P015085,H04,s4,s2,112
P015085,H04,s5,s3,121
P015085,H04,s6,s4,121
P015085,H04,s8,s5,97
P015085,H08,s2,s1,0
P015085,H08,s4,s2,0
P015085,H08,s5,s3,0
P015085,H08,s6,s4,0
P015085,H08,s8,s5,0
P015085,H15,s2,s1,195
P015085,H15,s4,s2,166
P015085,H15,s5,s3,267
P015085,H15,s6,s4,226
P015085,H15,s8,s5,212
P015085,H18,s2,s1,0
P015085,H18,s4,s2,0
P015085,H18,s5,s3,0
P015085,H18,s6,s4,0
P015085,H18,s8,s5,0
P015085,J18,s2,s1,229
P015085,J18,s4,s2,210
P015085,J18,s5,s3,190
P015085,J18,s6,s4,232
P015085,J18,s8,s5,231
P015085,N10,s2,s1,135
P015085,N10,s4,s2,45
P015085,N10,s5,s3,55
P015085,N10,s6,s4,64
P015085,N10,s8,s5,73
P015085,O14,s2,s1,0
P015085,O14,s4,s2,67
P015085,O14,s5,s3,1
P015085,O14,s6,s4,55
P015085,O14,s8,s5,60
P015085,O23,s2,s1,126
P015085,O23,s4,s2,144
P015085,O23,s5,s3,99
P015085,O23,s6,s4,83
P015085,O23,s8,s5,89
P015085,F12,s2,s1,179
P015085,F12,s4,s2,235
P015085,F12,s5,s3,213
P015085,F12,s6,s4,171
P015085,F12,s8,s5,278
P015085,B13,s2,s1,58
P015085,B13,s4,s2,124
P015085,B13,s5,s3,88
P015085,B13,s6,s4,111
P015085,B13,s8,s5,330
P015085,C23,s2,s1,40
P015085,C23,s4,s2,43
P015085,C23,s5,s3,41
P015085,C23,s6,s4,41
P015085,C23,s8,s5,55
P015085,D21,s2,s1,102
P015085,D21,s4,s2,212
P015085,D21,s5,s3,146
P015085,D21,s6,s4,137
P015085,D21,s8,s5,206
P015085,E06,s2,s1,134
P015085,E06,s4,s2,149
P015085,E06,s5,s3,141
P015085,E06,s6,s4,121
P015085,E06,s8,s5,259
P015085,E20,s2,s1,111
P015085,E20,s4,s2,155
P015085,E20,s5,s3,172
P015085,E20,s6,s4,76
P015085,E20,s8,s5,182
P015085,F02,s2,s1,61
P015085,F02,s4,s2,125
P015085,F02,s5,s3,113
P015085,F02,s6,s4,136
P015085,F02,s8,s5,119
P015085,G04,s2,s1,95
P015085,G04,s4,s2,106
P015085,G04,s5,s3,114
P015085,G04,s6,s4,169
P015085,G04,s8,s5,112
P015085,G07,s2,s1,37
P015085,G07,s4,s2,38
P015085,G07,s5,s3,53
P015085,G07,s6,s4,54
P015085,G07,s8,s5,60
P015085,H20,s2,s1,136
P015085,H20,s4,s2,231
P015085,H20,s5,s3,163
P015085,H20,s6,s4,114
P015085,H20,s8,s5,186
P015085,I03,s2,s1,66
P015085,I03,s4,s2,40
P015085,I03,s5,s3,45
P015085,I03,s6,s4,94
P015085,I03,s8,s5,46
P015085,I15,s2,s1,179
P015085,I15,s4,s2,181
P015085,I15,s5,s3,217
P015085,I15,s6,s4,222
P015085,I15,s8,s5,181
P015085,J09,s2,s1,76
P015085,J09,s4,s2,133
P015085,J09,s5,s3,127
P015085,J09,s6,s4,61
P015085,J09,s8,s5,201
P015085,K09,s2,s1,101
P015085,K09,s4,s2,57
P015085,K09,s5,s3,63
P015085,K09,s6,s4,57
P015085,K09,s8,s5,37
P015085,K11,s2,s1,132
P015085,K11,s4,s2,161
P015085,K11,s5,s3,146
P015085,K11,s6,s4,131
P015085,K11,s8,s5,130
P015085,K14,s2,s1,235
P015085,K14,s4,s2,242
P015085,K14,s5,s3,249
P015085,K14,s6,s4,168
P015085,K14,s8,s5,188
P015085,K20,s2,s1,66
P015085,K20,s4,s2,75
P015085,K20,s5,s3,50
P015085,K20,s6,s4,34
P015085,K20,s8,s5,48
P015085,L06,s2,s1,280
P015085,L06,s4,s2,174
P015085,L06,s5,s3,194
P015085,L06,s6,s4,198
P015085,L06,s8,s5,156
P015085,L22,s2,s1,212
P015085,L22,s4,s2,219
P015085,L22,s5,s3,129
P015085,L22,s6,s4,82
P015085,L22,s8,s5,99
P015085,M16,s2,s1,170
P015085,M16,s4,s2,119
P015085,M16,s5,s3,133
P015085,M16,s6,s4,109
P015085,M16,s8,s5,118
P015085,N19,s2,s1,114
P015085,N19,s4,s2,68
P015085,N19,s5,s3,28
P015085,N19,s6,s4,50
P015085,N19,s8,s5,37
P015085,O02,s2,s1,94
P015085,O02,s4,s2,176
P015085,O02,s5,s3,119
P015085,O02,s6,s4,132
P015085,O02,s8,s5,108
P015085,G05,s2,s1,166
P015085,G05,s4,s2,135
P015085,G05,s5,s3,160
P015085,G05,s6,s4,217
P015085,G05,s8,s5,224
P015085,I13,s2,s1,166
P015085,I13,s4,s2,161
P015085,I13,s5,s3,160
P015085,I13,s6,s4,205
P015085,I13,s8,s5,193
P015090,B06,s2,s1,2
P015090,B06,s4,s2,3
P015090,B06,s5,s3,0
P015090,B06,s6,s4,0
P015090,B06,s8,s5,0
P015090,B09,s2,s1,13
P015090,B09,s4,s2,2
P015090,B09,s5,s3,0
P015090,B09,s6,s4,0
P015090,B09,s8,s5,9
P015090,B11,s2,s1,3
P015090,B11,s4,s2,29
P015090,B11,s5,s3,31
P015090,B11,s6,s4,0
P015090,B11,s8,s5,15
P015090,B12,s2,s1,45
P015090,B12,s4,s2,47
P015090,B12,s5,s3,52
P015090,B12,s6,s4,62
P015090,B12,s8,s5,77
P015090,B13,s2,s1,53
P015090,B13,s4,s2,65
P015090,B13,s5,s3,61
P015090,B13,s6,s4,48
P015090,B13,s8,s5,84
P015090,B17,s2,s1,82
P015090,B17,s4,s2,77
P015090,B17,s5,s3,75
P015090,B17,s6,s4,64
P015090,B17,s8,s5,90
P015090,C04,s2,s1,40
P015090,C04,s4,s2,52
P015090,C04,s5,s3,66
P015090,C04,s6,s4,88
P015090,C04,s8,s5,69
P015090,C08,s2,s1,0
P015090,C08,s4,s2,11
P015090,C08,s5,s3,1
P015090,C08,s6,s4,9
P015090,C08,s8,s5,2
P015090,C10,s2,s1,0
P015090,C10,s4,s2,1
P015090,C10,s5,s3,0
P015090,C10,s6,s4,0
P015090,C10,s8,s5,6
P015090,C12,s2,s1,54
P015090,C12,s4,s2,63
P015090,C12,s5,s3,85
P015090,C12,s6,s4,51
P015090,C12,s8,s5,86
P015090,C14,s2,s1,90
P015090,C14,s4,s2,82
P015090,C14,s5,s3,113
P015090,C14,s6,s4,80
P015090,C14,s8,s5,113
P015090,C17,s2,s1,0
P015090,C17,s4,s2,10
P015090,C17,s5,s3,5
P015090,C17,s6,s4,0
P015090,C17,s8,s5,1
P015090,C18,s2,s1,0
P015090,C18,s4,s2,0
P015090,C18,s5,s3,0
P015090,C18,s6,s4,1
P015090,C18,s8,s5,0
P015090,D05,s2,s1,112
P015090,D05,s4,s2,110
P015090,D05,s5,s3,112
P015090,D05,s6,s4,86
P015090,D05,s8,s5,177
P015090,D09,s2,s1,61
P015090,D09,s4,s2,101
P015090,D09,s5,s3,54
P015090,D09,s6,s4,76
P015090,D09,s8,s5,103
P015090,D13,s2,s1,1
P015090,D13,s4,s2,39
P015090,D13,s5,s3,35
P015090,D13,s6,s4,41
P015090,D13,s8,s5,36
P015090,D14,s2,s1,38
P015090,D14,s4,s2,46
P015090,D14,s5,s3,51
P015090,D14,s6,s4,37
P015090,D14,s8,s5,54
P015090,D18,s2,s1,84
P015090,D18,s4,s2,98
P015090,D18,s5,s3,110
P015090,D18,s6,s4,98
P015090,D18,s8,s5,147
P015090,D19,s2,s1,12
P015090,D19,s4,s2,51
P015090,D19,s5,s3,27
P015090,D19,s6,s4,38
P015090,D19,s8,s5,55
P015090,D21,s2,s1,0
P015090,D21,s4,s2,0
P015090,D21,s5,s3,0
P015090,D21,s6,s4,0
P015090,D21,s8,s5,0
P015090,D22,s2,s1,62
P015090,D22,s4,s2,108
P015090,D22,s5,s3,72
P015090,D22,s6,s4,44
P015090,D22,s8,s5,107
P015090,E02,s2,s1,0
P015090,E02,s4,s2,29
P015090,E02,s5,s3,33
P015090,E02,s6,s4,42
P015090,E02,s8,s5,29
P015090,E03,s2,s1,2
P015090,E03,s4,s2,0
P015090,E03,s5,s3,1
P015090,E03,s6,s4,1
P015090,E03,s8,s5,0
P015090,E04,s2,s1,40
P015090,E04,s4,s2,42
P015090,E04,s5,s3,46
P015090,E04,s6,s4,60
P015090,E04,s8,s5,60
P015090,E07,s2,s1,32
P015090,E07,s4,s2,42
P015090,E07,s5,s3,43
P015090,E07,s6,s4,27
P015090,E07,s8,s5,40
P015090,E10,s2,s1,0
P015090,E10,s4,s2,19
P015090,E10,s5,s3,0
P015090,E10,s6,s4,0
P015090,E10,s8,s5,30
P015090,E12,s2,s1,24
P015090,E12,s4,s2,32
P015090,E12,s5,s3,37
P015090,E12,s6,s4,11
P015090,E12,s8,s5,39
P015090,E13,s2,s1,81
P015090,E13,s4,s2,87
P015090,E13,s5,s3,104
P015090,E13,s6,s4,57
P015090,E13,s8,s5,95
P015090,E15,s2,s1,112
P015090,E15,s4,s2,109
P015090,E15,s5,s3,143
P015090,E15,s6,s4,105
P015090,E15,s8,s5,139
P015090,E18,s2,s1,82
P015090,E18,s4,s2,89
P015090,E18,s5,s3,86
P015090,E18,s6,s4,94
P015090,E18,s8,s5,103
P015090,E20,s2,s1,0
P015090,E20,s4,s2,21
P015090,E20,s5,s3,7
P015090,E20,s6,s4,0
P015090,E20,s8,s5,19
P015090,E22,s2,s1,17
P015090,E22,s4,s2,48
P015090,E22,s5,s3,24
P015090,E22,s6,s4,19
P015090,E22,s8,s5,40
P015090,F03,s2,s1,14
P015090,F03,s4,s2,23
P015090,F03,s5,s3,42
P015090,F03,s6,s4,46
P015090,F03,s8,s5,33
P015090,F05,s2,s1,48
P015090,F05,s4,s2,36
P015090,F05,s5,s3,58
P015090,F05,s6,s4,35
P015090,F05,s8,s5,66
P015090,F08,s2,s1,64
P015090,F08,s4,s2,38
P015090,F08,s5,s3,70
P015090,F08,s6,s4,54
P015090,F08,s8,s5,64
P015090,F18,s2,s1,155
P015090,F18,s4,s2,145
P015090,F18,s5,s3,140
P015090,F18,s6,s4,96
P015090,F18,s8,s5,134
P015090,F19,s2,s1,67
P015090,F19,s4,s2,130
P015090,F19,s5,s3,91
P015090,F19,s6,s4,88
P015090,F19,s8,s5,137
P015090,F20,s2,s1,84
P015090,F20,s4,s2,145
P015090,F20,s5,s3,99
P015090,F20,s6,s4,69
P015090,F20,s8,s5,181
P015090,F21,s2,s1,17
P015090,F21,s4,s2,27
P015090,F21,s5,s3,46
P015090,F21,s6,s4,1
P015090,F21,s8,s5,40
P015090,G03,s2,s1,0
P015090,G03,s4,s2,0
P015090,G03,s5,s3,18
P015090,G03,s6,s4,22
P015090,G03,s8,s5,0
P015090,G04,s2,s1,35
P015090,G04,s4,s2,13
P015090,G04,s5,s3,35
P015090,G04,s6,s4,39
P015090,G04,s8,s5,19
P015090,G05,s2,s1,4
P015090,G05,s4,s2,0
P015090,G05,s5,s3,0
P015090,G05,s6,s4,0
P015090,G05,s8,s5,0
P015090,G06,s2,s1,121
P015090,G06,s4,s2,88
P015090,G06,s5,s3,151
P015090,G06,s6,s4,113
P015090,G06,s8,s5,158
P015090,G10,s2,s1,110
P015090,G10,s4,s2,74
P015090,G10,s5,s3,73
P015090,G10,s6,s4,73
P015090,G10,s8,s5,106
P015090,G11,s2,s1,0
P015090,G11,s4,s2,0
P015090,G11,s5,s3,5
P015090,G11,s6,s4,3
P015090,G11,s8,s5,0
P015090,G12,s2,s1,0
P015090,G12,s4,s2,0
P015090,G12,s5,s3,0
P015090,G12,s6,s4,0
P015090,G12,s8,s5,23
P015090,G15,s2,s1,111
P015090,G15,s4,s2,127
P015090,G15,s5,s3,143
P015090,G15,s6,s4,51
P015090,G15,s8,s5,155
P015090,G17,s2,s1,39
P015090,G17,s4,s2,70
P015090,G17,s5,s3,38
P015090,G17,s6,s4,39
P015090,G17,s8,s5,63
P015090,G19,s2,s1,42
P015090,G19,s4,s2,54
P015090,G19,s5,s3,43
P015090,G19,s6,s4,35
P015090,G19,s8,s5,28
P015090,G20,s2,s1,1
P015090,G20,s4,s2,0
P015090,G20,s5,s3,0
P015090,G20,s6,s4,9
P015090,G20,s8,s5,0
P015090,G22,s2,s1,9
P015090,G22,s4,s2,0
P015090,G22,s5,s3,1
P015090,G22,s6,s4,0
P015090,G22,s8,s5,0
P015090,H05,s2,s1,137
P015090,H05,s4,s2,126
P015090,H05,s5,s3,117
P015090,H05,s6,s4,100
P015090,H05,s8,s5,113
P015090,H06,s2,s1,141
P015090,H06,s4,s2,73
P015090,H06,s5,s3,86
P015090,H06,s6,s4,116
P015090,H06,s8,s5,100
P015090,H07,s2,s1,20
P015090,H07,s4,s2,1
P015090,H07,s5,s3,9
P015090,H07,s6,s4,19
P015090,H07,s8,s5,24
P015090,H09,s2,s1,36
P015090,H09,s4,s2,34
P015090,H09,s5,s3,37
P015090,H09,s6,s4,32
P015090,H09,s8,s5,22
P015090,H10,s2,s1,47
P015090,H10,s4,s2,63
P015090,H10,s5,s3,67
P015090,H10,s6,s4,24
P015090,H10,s8,s5,37
P015090,H11,s2,s1,42
P015090,H11,s4,s2,48
P015090,H11,s5,s3,13
P015090,H11,s6,s4,28
P015090,H11,s8,s5,0
P015090,H13,s2,s1,246
P015090,H13,s4,s2,154
P015090,H13,s5,s3,178
P015090,H13,s6,s4,192
P015090,H13,s8,s5,122
P015090,H14,s2,s1,75
P015090,H14,s4,s2,58
P015090,H14,s5,s3,59
P015090,H14,s6,s4,45
P015090,H14,s8,s5,26
P015090,H15,s2,s1,59
P015090,H15,s4,s2,57
P015090,H15,s5,s3,39
P015090,H15,s6,s4,48
P015090,H15,s8,s5,2
P015090,H16,s2,s1,117
P015090,H16,s4,s2,178
P015090,H16,s5,s3,133
P015090,H16,s6,s4,89
P015090,H16,s8,s5,57
P015090,H18,s2,s1,2
P015090,H18,s4,s2,1
P015090,H18,s5,s3,0
P015090,H18,s6,s4,0
P015090,H18,s8,s5,0
P015090,H19,s2,s1,48
P015090,H19,s4,s2,85
P015090,H19,s5,s3,58
P015090,H19,s6,s4,47
P015090,H19,s8,s5,25
P015090,H22,s2,s1,40
P015090,H22,s4,s2,57
P015090,H22,s5,s3,54
P015090,H22,s6,s4,45
P015090,H22,s8,s5,19
P015090,I02,s2,s1,79
P015090,I02,s4,s2,103
P015090,I02,s5,s3,101
P015090,I02,s6,s4,142
P015090,I02,s8,s5,103
P015090,I03,s2,s1,0
P015090,I03,s4,s2,0
P015090,I03,s5,s3,0
P015090,I03,s6,s4,0
P015090,I03,s8,s5,3
P015090,I05,s2,s1,119
P015090,I05,s4,s2,106
P015090,I05,s5,s3,117
P015090,I05,s6,s4,129
P015090,I05,s8,s5,151
P015090,I06,s2,s1,138
P015090,I06,s4,s2,134
P015090,I06,s5,s3,127
P015090,I06,s6,s4,155
P015090,I06,s8,s5,105
P015090,I10,s2,s1,20
P015090,I10,s4,s2,26
P015090,I10,s5,s3,26
P015090,I10,s6,s4,25
P015090,I10,s8,s5,26
P015090,I11,s2,s1,71
P015090,I11,s4,s2,86
P015090,I11,s5,s3,145
P015090,I11,s6,s4,55
P015090,I11,s8,s5,65
P015090,I12,s2,s1,111
P015090,I12,s4,s2,113
P015090,I12,s5,s3,93
P015090,I12,s6,s4,104
P015090,I12,s8,s5,74
P015090,I14,s2,s1,136
P015090,I14,s4,s2,119
P015090,I14,s5,s3,116
P015090,I14,s6,s4,104
P015090,I14,s8,s5,134
P015090,I16,s2,s1,101
P015090,I16,s4,s2,127
P015090,I16,s5,s3,93
P015090,I16,s6,s4,79
P015090,I16,s8,s5,102
P015090,I19,s2,s1,108
P015090,I19,s4,s2,204
P015090,I19,s5,s3,132
P015090,I19,s6,s4,106
P015090,I19,s8,s5,193
P015090,I20,s2,s1,20
P015090,I20,s4,s2,34
P015090,I20,s5,s3,26
P015090,I20,s6,s4,0
P015090,I20,s8,s5,34
P015090,J03,s2,s1,84
P015090,J03,s4,s2,93
P015090,J03,s5,s3,106
P015090,J03,s6,s4,173
P015090,J03,s8,s5,99
P015090,J04,s2,s1,115
P015090,J04,s4,s2,94
P015090,J04,s5,s3,124
P015090,J04,s6,s4,176
P015090,J04,s8,s5,107
P015090,J06,s2,s1,160
P015090,J06,s4,s2,95
P015090,J06,s5,s3,104
P015090,J06,s6,s4,96
P015090,J06,s8,s5,112
P015090,J07,s2,s1,182
P015090,J07,s4,s2,137
P015090,J07,s5,s3,136
P015090,J07,s6,s4,169
P015090,J07,s8,s5,126
P015090,J08,s2,s1,136
P015090,J08,s4,s2,125
P015090,J08,s5,s3,153
P015090,J08,s6,s4,170
P015090,J08,s8,s5,161
P015090,J10,s2,s1,140
P015090,J10,s4,s2,93
P015090,J10,s5,s3,140
P015090,J10,s6,s4,117
P015090,J10,s8,s5,125
P015090,J12,s2,s1,44
P015090,J12,s4,s2,22
P015090,J12,s5,s3,42
P015090,J12,s6,s4,31
P015090,J12,s8,s5,17
P015090,J15,s2,s1,70
P015090,J15,s4,s2,68
P015090,J15,s5,s3,40
P015090,J15,s6,s4,35
P015090,J15,s8,s5,48
P015090,J17,s2,s1,125
P015090,J17,s4,s2,170
P015090,J17,s5,s3,171
P015090,J17,s6,s4,141
P015090,J17,s8,s5,135
P015090,J18,s2,s1,35
P015090,J18,s4,s2,34
P015090,J18,s5,s3,41
P015090,J18,s6,s4,35
P015090,J18,s8,s5,36
P015090,J20,s2,s1,48
P015090,J20,s4,s2,68
P015090,J20,s5,s3,41
P015090,J20,s6,s4,39
P015090,J20,s8,s5,42
P015090,J21,s2,s1,0
P015090,J21,s4,s2,15
P015090,J21,s5,s3,0
P015090,J21,s6,s4,0
P015090,J21,s8,s5,1
P015090,K02,s2,s1,94
P015090,K02,s4,s2,85
P015090,K02,s5,s3,80
P015090,K02,s6,s4,115
P015090,K02,s8,s5,51
P015090,K03,s2,s1,34
P015090,K03,s4,s2,1
P015090,K03,s5,s3,31
P015090,K03,s6,s4,33
P015090,K03,s8,s5,28
P015090,K05,s2,s1,42
P015090,K05,s4,s2,26
P015090,K05,s5,s3,16
P015090,K05,s6,s4,24
P015090,K05,s8,s5,2
P015090,K07,s2,s1,145
P015090,K07,s4,s2,105
P015090,K07,s5,s3,72
P015090,K07,s6,s4,79
P015090,K07,s8,s5,104
P015090,K09,s2,s1,100
P015090,K09,s4,s2,96
P015090,K09,s5,s3,133
P015090,K09,s6,s4,98
P015090,K09,s8,s5,91
P015090,K11,s2,s1,30
P015090,K11,s4,s2,29
P015090,K11,s5,s3,7
P015090,K11,s6,s4,0
P015090,K11,s8,s5,18
