plate,well,site,bf_site,nuclei_count
P015097,H07,s8,s5,151
P015097,H15,s2,s1,209
P015097,H15,s4,s2,236
P015097,H15,s5,s3,217
P015097,H15,s6,s4,143
P015097,H15,s8,s5,234
P015097,I03,s2,s1,95
P015097,I03,s4,s2,103
P015097,I03,s5,s3,142
P015097,I03,s6,s4,218
P015097,I03,s8,s5,117
P015097,I08,s2,s1,235
P015097,I08,s4,s2,129
P015097,I08,s5,s3,151
P015097,I08,s6,s4,222
P015097,I08,s8,s5,136
P015097,I18,s2,s1,37
P015097,I18,s4,s2,36
P015097,I18,s5,s3,36
P015097,I18,s6,s4,37
P015097,I18,s8,s5,40
P015097,I23,s2,s1,148
P015097,I23,s4,s2,153
P015097,I23,s5,s3,107
P015097,I23,s6,s4,96
P015097,I23,s8,s5,109
P015097,K05,s2,s1,224
P015097,K05,s4,s2,195
P015097,K05,s5,s3,183
P015097,K05,s6,s4,236
P015097,K05,s8,s5,113
P015097,L03,s2,s1,105
P015097,L03,s4,s2,62
P015097,L03,s5,s3,53
P015097,L03,s6,s4,105
P015097,L03,s8,s5,56
P015097,L06,s2,s1,186
P015097,L06,s4,s2,65
P015097,L06,s5,s3,122
P015097,L06,s6,s4,141
P015097,L06,s8,s5,92
P015097,L10,s2,s1,120
P015097,L10,s4,s2,94
P015097,L10,s5,s3,92
P015097,L10,s6,s4,123
P015097,L10,s8,s5,86
P015097,L15,s2,s1,167
P015097,L15,s4,s2,124
P015097,L15,s5,s3,146
P015097,L15,s6,s4,85
P015097,L15,s8,s5,104
P015097,L18,s2,s1,214
P015097,L18,s4,s2,157
P015097,L18,s5,s3,83
P015097,L18,s6,s4,76
P015097,L18,s8,s5,95
P015097,L20,s2,s1,215
P015097,L20,s4,s2,155
P015097,L20,s5,s3,108
P015097,L20,s6,s4,86
P015097,L20,s8,s5,72
P015097,M13,s2,s1,226
P015097,M13,s4,s2,133
P015097,M13,s5,s3,126
P015097,M13,s6,s4,96
P015097,M13,s8,s5,110
P015097,M21,s2,s1,163
P015097,M21,s4,s2,153
P015097,M21,s5,s3,122
P015097,M21,s6,s4,79
P015097,M21,s8,s5,60
P015097,N02,s2,s1,117
P015097,N02,s4,s2,106
P015097,N02,s5,s3,69
P015097,N02,s6,s4,145
P015097,N02,s8,s5,78
P015097,N14,s2,s1,175
P015097,N14,s4,s2,137
P015097,N14,s5,s3,157
P015097,N14,s6,s4,136
P015097,N14,s8,s5,156
P015097,N16,s2,s1,196
P015097,N16,s4,s2,198
P015097,N16,s5,s3,128
P015097,N16,s6,s4,83
P015097,N16,s8,s5,146
P015097,N19,s2,s1,148
P015097,N19,s4,s2,162
P015097,N19,s5,s3,115
P015097,N19,s6,s4,115
P015097,N19,s8,s5,122
P015097,N20,s2,s1,180
P015097,N20,s4,s2,130
P015097,N20,s5,s3,119
P015097,N20,s6,s4,68
P015097,N20,s8,s5,124
P015097,O04,s2,s1,195
P015097,O04,s4,s2,92
P015097,O04,s5,s3,118
P015097,O04,s6,s4,96
P015097,O04,s8,s5,119
P015097,O17,s2,s1,173
P015097,O17,s4,s2,130
P015097,O17,s5,s3,80
P015097,O17,s6,s4,79
P015097,O17,s8,s5,168
P015097,O20,s2,s1,134
P015097,O20,s4,s2,167
P015097,O20,s5,s3,84
P015097,O20,s6,s4,42
P015097,O20,s8,s5,127
P015097,F17,s2,s1,96
P015097,F17,s4,s2,244
P015097,F17,s5,s3,223
P015097,F17,s6,s4,134
P015097,F17,s8,s5,258
P015097,G23,s2,s1,117
P015097,G23,s4,s2,146
P015097,G23,s5,s3,152
P015097,G23,s6,s4,83
P015097,G23,s8,s5,135
P015097,I19,s2,s1,192
P015097,I19,s4,s2,261
P015097,I19,s5,s3,225
P015097,I19,s6,s4,158
P015097,I19,s8,s5,171
P015097,J12,s2,s1,254
P015097,J12,s4,s2,127
P015097,J12,s5,s3,133
P015097,J12,s6,s4,125
P015097,J12,s8,s5,119
P015097,K08,s2,s1,178
P015097,K08,s4,s2,142
P015097,K08,s5,s3,174
P015097,K08,s6,s4,203
P015097,K08,s8,s5,79
P015097,D06,s2,s1,0
P015097,D06,s4,s2,0
P015097,D06,s5,s3,0
P015097,D06,s6,s4,0
P015097,D06,s8,s5,28
P015097,E05,s2,s1,1
P015097,E05,s4,s2,3
P015097,E05,s5,s3,0
P015097,E05,s6,s4,26
P015097,E05,s8,s5,25
P015097,E18,s2,s1,0
P015097,E18,s4,s2,0
P015097,E18,s5,s3,29
P015097,E18,s6,s4,27
P015097,E18,s8,s5,34
P015097,H05,s2,s1,135
P015097,H05,s4,s2,97
P015097,H05,s5,s3,146
P015097,H05,s6,s4,202
P015097,H05,s8,s5,155
P015097,H16,s2,s1,5
P015097,H16,s4,s2,0
P015097,H16,s5,s3,0
P015097,H16,s6,s4,0
P015097,H16,s8,s5,4
P015097,I05,s2,s1,0
P015097,I05,s4,s2,0
P015097,I05,s5,s3,0
P015097,I05,s6,s4,19
P015097,I05,s8,s5,0
P015097,K09,s2,s1,211
P015097,K09,s4,s2,133
P015097,K09,s5,s3,141
P015097,K09,s6,s4,140
P015097,K09,s8,s5,103
P015097,K16,s2,s1,20
P015097,K16,s4,s2,0
P015097,K16,s5,s3,10
P015097,K16,s6,s4,0
P015097,K16,s8,s5,0
P015097,M05,s2,s1,18
P015097,M05,s4,s2,0
P015097,M05,s5,s3,0
P015097,M05,s6,s4,0
P015097,M05,s8,s5,0
P015097,N09,s2,s1,2
P015097,N09,s4,s2,0
P015097,N09,s5,s3,0
P015097,N09,s6,s4,1
P015097,N09,s8,s5,0
P015097,N15,s2,s1,261
P015097,N15,s4,s2,179
P015097,N15,s5,s3,158
P015097,N15,s6,s4,99
P015097,N15,s8,s5,189
P015097,O18,s2,s1,0
P015097,O18,s4,s2,0
P015097,O18,s5,s3,0
P015097,O18,s6,s4,0
P015097,O18,s8,s5,1
P015097,D10,s2,s1,80
P015097,D10,s4,s2,100
P015097,D10,s5,s3,112
P015097,D10,s6,s4,166
P015097,D10,s8,s5,225
P015097,C06,s2,s1,69
P015097,C06,s4,s2,79
P015097,C06,s5,s3,93
P015097,C06,s6,s4,132
P015097,C06,s8,s5,188
P015097,E02,s2,s1,53
P015097,E02,s4,s2,127
P015097,E02,s5,s3,99
P015097,E02,s6,s4,117
P015097,E02,s8,s5,106
P015097,F13,s2,s1,41
P015097,F13,s4,s2,46
P015097,F13,s5,s3,57
P015097,F13,s6,s4,57
P015097,F13,s8,s5,78
P015097,G04,s2,s1,44
P015097,G04,s4,s2,44
P015097,G04,s5,s3,67
P015097,G04,s6,s4,95
P015097,G04,s8,s5,60
P015097,H17,s2,s1,202
P015097,H17,s4,s2,231
P015097,H17,s5,s3,212
P015097,H17,s6,s4,120
P015097,H17,s8,s5,182
P015097,H23,s2,s1,163
P015097,H23,s4,s2,201
P015097,H23,s5,s3,92
P015097,H23,s6,s4,70
P015097,H23,s8,s5,57
P015097,K14,s2,s1,258
P015097,K14,s4,s2,198
P015097,K14,s5,s3,191
P015097,K14,s6,s4,212
P015097,K14,s8,s5,143
P015097,N06,s2,s1,62
P015097,N06,s4,s2,32
P015097,N06,s5,s3,30
P015097,N06,s6,s4,51
P015097,N06,s8,s5,27
P015097,O19,s2,s1,155
P015097,O19,s4,s2,148
P015097,O19,s5,s3,84
P015097,O19,s6,s4,70
P015097,O19,s8,s5,179
P015097,C20,s2,s1,112
P015097,C20,s4,s2,299
P015097,C20,s5,s3,165
P015097,C20,s6,s4,84
P015097,C20,s8,s5,221
P015097,L11,s2,s1,165
P015097,L11,s4,s2,59
P015097,L11,s5,s3,85
P015097,L11,s6,s4,104
P015097,L11,s8,s5,74
P015098,B03,s2,s1,127
P015098,B03,s4,s2,160
P015098,B03,s5,s3,138
P015098,B03,s6,s4,145
P015098,B03,s8,s5,159
P015098,B06,s2,s1,0
P015098,B06,s4,s2,0
P015098,B06,s5,s3,1
P015098,B06,s6,s4,0
P015098,B06,s8,s5,1
P015098,B09,s2,s1,87
P015098,B09,s4,s2,140
P015098,B09,s5,s3,111
P015098,B09,s6,s4,123
P015098,B09,s8,s5,180
P015098,B10,s2,s1,0
P015098,B10,s4,s2,1
P015098,B10,s5,s3,0
P015098,B10,s6,s4,0
P015098,B10,s8,s5,19
P015098,B11,s2,s1,46
P015098,B11,s4,s2,48
P015098,B11,s5,s3,58
P015098,B11,s6,s4,43
P015098,B11,s8,s5,56
P015098,B12,s2,s1,46
P015098,B12,s4,s2,60
P015098,B12,s5,s3,78
P015098,B12,s6,s4,45
P015098,B12,s8,s5,100
P015098,B15,s2,s1,20
P015098,B15,s4,s2,26
P015098,B15,s5,s3,22
P015098,B15,s6,s4,11
P015098,B15,s8,s5,26
P015098,B17,s2,s1,72
P015098,B17,s4,s2,154
P015098,B17,s5,s3,125
P015098,B17,s6,s4,118
P015098,B17,s8,s5,196
P015098,B20,s2,s1,57
P015098,B20,s4,s2,71
P015098,B20,s5,s3,68
P015098,B20,s6,s4,46
P015098,B20,s8,s5,66
P015098,B21,s2,s1,95
P015098,B21,s4,s2,154
P015098,B21,s5,s3,196
P015098,B21,s6,s4,100
P015098,B21,s8,s5,172
P015098,B22,s2,s1,122
P015098,B22,s4,s2,145
P015098,B22,s5,s3,127
P015098,B22,s6,s4,125
P015098,B22,s8,s5,106
P015098,C04,s2,s1,7
P015098,C04,s4,s2,2
P015098,C04,s5,s3,1
P015098,C04,s6,s4,3
P015098,C04,s8,s5,1
P015098,C07,s2,s1,22
P015098,C07,s4,s2,39
P015098,C07,s5,s3,28
P015098,C07,s6,s4,30
P015098,C07,s8,s5,45
P015098,C10,s2,s1,29
P015098,C10,s4,s2,65
P015098,C10,s5,s3,54
P015098,C10,s6,s4,27
P015098,C10,s8,s5,71
P015098,C18,s2,s1,23
P015098,C18,s4,s2,62
P015098,C18,s5,s3,52
P015098,C18,s6,s4,11
P015098,C18,s8,s5,73
P015098,C20,s2,s1,32
P015098,C20,s4,s2,44
P015098,C20,s5,s3,30
P015098,C20,s6,s4,20
P015098,C20,s8,s5,45
P015098,C22,s2,s1,86
P015098,C22,s4,s2,117
P015098,C22,s5,s3,85
P015098,C22,s6,s4,84
P015098,C22,s8,s5,101
P015098,D04,s2,s1,0
P015098,D04,s4,s2,19
P015098,D04,s5,s3,5
P015098,D04,s6,s4,8
P015098,D04,s8,s5,1
P015098,D08,s2,s1,30
P015098,D08,s4,s2,34
P015098,D08,s5,s3,30
P015098,D08,s6,s4,40
P015098,D08,s8,s5,72
P015098,D09,s2,s1,52
P015098,D09,s4,s2,65
P015098,D09,s5,s3,78
P015098,D09,s6,s4,59
P015098,D09,s8,s5,105
P015098,D10,s2,s1,29
P015098,D10,s4,s2,5
P015098,D10,s5,s3,28
P015098,D10,s6,s4,47
P015098,D10,s8,s5,43
P015098,D13,s2,s1,64
P015098,D13,s4,s2,183
P015098,D13,s5,s3,165
P015098,D13,s6,s4,75
P015098,D13,s8,s5,194
P015098,D16,s2,s1,49
P015098,D16,s4,s2,65
P015098,D16,s5,s3,85
P015098,D16,s6,s4,28
P015098,D16,s8,s5,57
P015098,D20,s2,s1,61
P015098,D20,s4,s2,160
P015098,D20,s5,s3,78
P015098,D20,s6,s4,69
P015098,D20,s8,s5,190
P015098,D21,s2,s1,98
P015098,D21,s4,s2,167
P015098,D21,s5,s3,117
P015098,D21,s6,s4,113
P015098,D21,s8,s5,180
P015098,D22,s2,s1,2
P015098,D22,s4,s2,28
P015098,D22,s5,s3,32
P015098,D22,s6,s4,31
P015098,D22,s8,s5,30
P015098,E04,s2,s1,50
P015098,E04,s4,s2,96
P015098,E04,s5,s3,55
P015098,E04,s6,s4,107
P015098,E04,s8,s5,109
P015098,E07,s2,s1,152
P015098,E07,s4,s2,111
P015098,E07,s5,s3,155
P015098,E07,s6,s4,145
P015098,E07,s8,s5,151
P015098,E08,s2,s1,39
P015098,E08,s4,s2,57
P015098,E08,s5,s3,64
P015098,E08,s6,s4,35
P015098,E08,s8,s5,70
P015098,E11,s2,s1,105
P015098,E11,s4,s2,106
P015098,E11,s5,s3,141
P015098,E11,s6,s4,101
P015098,E11,s8,s5,161
P015098,E12,s2,s1,12
P015098,E12,s4,s2,18
P015098,E12,s5,s3,24
P015098,E12,s6,s4,18
P015098,E12,s8,s5,17
P015098,E13,s2,s1,87
P015098,E13,s4,s2,134
P015098,E13,s5,s3,136
P015098,E13,s6,s4,98
P015098,E13,s8,s5,188
P015098,E15,s2,s1,120
P015098,E15,s4,s2,87
P015098,E15,s5,s3,152
P015098,E15,s6,s4,150
P015098,E15,s8,s5,170
P015098,E16,s2,s1,0
P015098,E16,s4,s2,0
P015098,E16,s5,s3,24
P015098,E16,s6,s4,0
P015098,E16,s8,s5,20
P015098,E17,s2,s1,130
P015098,E17,s4,s2,199
P015098,E17,s5,s3,142
P015098,E17,s6,s4,113
P015098,E17,s8,s5,158
P015098,E18,s2,s1,53
P015098,E18,s4,s2,81
P015098,E18,s5,s3,72
P015098,E18,s6,s4,55
P015098,E18,s8,s5,112
P015098,E22,s2,s1,19
P015098,E22,s4,s2,23
P015098,E22,s5,s3,32
P015098,E22,s6,s4,17
P015098,E22,s8,s5,41
P015098,F02,s2,s1,19
P015098,F02,s4,s2,18
P015098,F02,s5,s3,27
P015098,F02,s6,s4,25
P015098,F02,s8,s5,23
P015098,F07,s2,s1,125
P015098,F07,s4,s2,111
P015098,F07,s5,s3,129
P015098,F07,s6,s4,154
P015098,F07,s8,s5,184
P015098,F09,s2,s1,42
P015098,F09,s4,s2,31
P015098,F09,s5,s3,57
P015098,F09,s6,s4,49
P015098,F09,s8,s5,47
P015098,F12,s2,s1,139
P015098,F12,s4,s2,147
P015098,F12,s5,s3,162
P015098,F12,s6,s4,155
P015098,F12,s8,s5,216
P015098,F20,s2,s1,58
P015098,F20,s4,s2,65
P015098,F20,s5,s3,44
P015098,F20,s6,s4,43
P015098,F20,s8,s5,50
P015098,F21,s2,s1,1
P015098,F21,s4,s2,23
P015098,F21,s5,s3,6
P015098,F21,s6,s4,5
P015098,F21,s8,s5,37
P015098,F22,s2,s1,21
P015098,F22,s4,s2,43
P015098,F22,s5,s3,20
P015098,F22,s6,s4,29
P015098,F22,s8,s5,23
P015098,G04,s2,s1,126
P015098,G04,s4,s2,83
P015098,G04,s5,s3,156
P015098,G04,s6,s4,127
P015098,G04,s8,s5,149
P015098,G05,s2,s1,22
P015098,G05,s4,s2,23
P015098,G05,s5,s3,16
P015098,G05,s6,s4,19
P015098,G05,s8,s5,35
P015098,G10,s2,s1,24
P015098,G10,s4,s2,0
P015098,G10,s5,s3,20
P015098,G10,s6,s4,16
P015098,G10,s8,s5,6
P015098,G12,s2,s1,113
P015098,G12,s4,s2,65
P015098,G12,s5,s3,80
P015098,G12,s6,s4,112
P015098,G12,s8,s5,111
P015098,G13,s2,s1,5
P015098,G13,s4,s2,2
P015098,G13,s5,s3,4
P015098,G13,s6,s4,2
P015098,G13,s8,s5,2
P015098,G14,s2,s1,132
P015098,G14,s4,s2,79
P015098,G14,s5,s3,145
P015098,G14,s6,s4,135
P015098,G14,s8,s5,94
P015098,G16,s2,s1,38
P015098,G16,s4,s2,47
P015098,G16,s5,s3,34
P015098,G16,s6,s4,41
P015098,G16,s8,s5,37
P015098,G17,s2,s1,107
P015098,G17,s4,s2,144
P015098,G17,s5,s3,136
P015098,G17,s6,s4,108
P015098,G17,s8,s5,150
P015098,G18,s2,s1,150
P015098,G18,s4,s2,166
P015098,G18,s5,s3,131
P015098,G18,s6,s4,100
P015098,G18,s8,s5,100
P015098,G19,s2,s1,128
P015098,G19,s4,s2,236
P015098,G19,s5,s3,186
P015098,G19,s6,s4,145
P015098,G19,s8,s5,89
P015098,G20,s2,s1,56
P015098,G20,s4,s2,98
P015098,G20,s5,s3,170
P015098,G20,s6,s4,160
P015098,G20,s8,s5,166
P015098,G23,s2,s1,169
P015098,G23,s4,s2,183
P015098,G23,s5,s3,131
P015098,G23,s6,s4,91
P015098,G23,s8,s5,108
P015098,H03,s2,s1,50
P015098,H03,s4,s2,29
P015098,H03,s5,s3,27
P015098,H03,s6,s4,36
P015098,H03,s8,s5,37
P015098,H04,s2,s1,136
P015098,H04,s4,s2,142
P015098,H04,s5,s3,122
P015098,H04,s6,s4,123
P015098,H04,s8,s5,127
P015098,H06,s2,s1,32
P015098,H06,s4,s2,66
P015098,H06,s5,s3,51
P015098,H06,s6,s4,48
P015098,H06,s8,s5,54
P015098,H07,s2,s1,25
P015098,H07,s4,s2,25
P015098,H07,s5,s3,35
P015098,H07,s6,s4,37
P015098,H07,s8,s5,30
P015098,H10,s2,s1,2
P015098,H10,s4,s2,14
P015098,H10,s5,s3,20
P015098,H10,s6,s4,0
P015098,H10,s8,s5,7
P015098,H16,s2,s1,42
P015098,H16,s4,s2,29
P015098,H16,s5,s3,29
P015098,H16,s6,s4,39
P015098,H16,s8,s5,22
P015098,H18,s2,s1,80
P015098,H18,s4,s2,199
P015098,H18,s5,s3,143
P015098,H18,s6,s4,100
P015098,H18,s8,s5,96
P015098,H19,s2,s1,80
P015098,H19,s4,s2,179
P015098,H19,s5,s3,124
P015098,H19,s6,s4,99
P015098,H19,s8,s5,162
P015098,H22,s2,s1,68
P015098,H22,s4,s2,89
P015098,H22,s5,s3,79
P015098,H22,s6,s4,51
P015098,H22,s8,s5,96
P015098,H23,s2,s1,23
P015098,H23,s4,s2,36
P015098,H23,s5,s3,28
P015098,H23,s6,s4,28
P015098,H23,s8,s5,26
P015098,I03,s2,s1,151
P015098,I03,s4,s2,137
P015098,I03,s5,s3,149
P015098,I03,s6,s4,169
P015098,I03,s8,s5,93
P015098,I09,s2,s1,0
P015098,I09,s4,s2,17
P015098,I09,s5,s3,0
P015098,I09,s6,s4,0
P015098,I09,s8,s5,1
P015098,I12,s2,s1,139
P015098,I12,s4,s2,94
P015098,I12,s5,s3,145
P015098,I12,s6,s4,114
P015098,I12,s8,s5,133
P015098,I13,s2,s1,34
P015098,I13,s4,s2,19
P015098,I13,s5,s3,23
P015098,I13,s6,s4,19
P015098,I13,s8,s5,27
P015098,I14,s2,s1,78
P015098,I14,s4,s2,79
P015098,I14,s5,s3,71
P015098,I14,s6,s4,54
P015098,I14,s8,s5,108
P015098,I17,s2,s1,35
P015098,I17,s4,s2,47
P015098,I17,s5,s3,44
P015098,I17,s6,s4,40
P015098,I17,s8,s5,51
P015098,I20,s2,s1,94
P015098,I20,s4,s2,186
P015098,I20,s5,s3,108
P015098,I20,s6,s4,86
P015098,I20,s8,s5,121
P015098,I23,s2,s1,47
P015098,I23,s4,s2,59
P015098,I23,s5,s3,38
P015098,I23,s6,s4,52
P015098,I23,s8,s5,35
P015098,J02,s2,s1,53
P015098,J02,s4,s2,30
P015098,J02,s5,s3,46
P015098,J02,s6,s4,68
P015098,J02,s8,s5,36
P015098,J05,s2,s1,32
P015098,J05,s4,s2,29
P015098,J05,s5,s3,39
P015098,J05,s6,s4,54
P015098,J05,s8,s5,35
P015098,J09,s2,s1,117
P015098,J09,s4,s2,64
P015098,J09,s5,s3,92
P015098,J09,s6,s4,137
P015098,J09,s8,s5,84
P015098,J11,s2,s1,35
P015098,J11,s4,s2,31
P015098,J11,s5,s3,32
P015098,J11,s6,s4,37
P015098,J11,s8,s5,36
P015098,J12,s2,s1,178
P015098,J12,s4,s2,54
P015098,J12,s5,s3,152
P015098,J12,s6,s4,137
P015098,J12,s8,s5,163
P015098,J13,s2,s1,42
P015098,J13,s4,s2,42
P015098,J13,s5,s3,51
P015098,J13,s6,s4,39
P015098,J13,s8,s5,33
P015098,J18,s2,s1,37
P015098,J18,s4,s2,26
P015098,J18,s5,s3,26
P015098,J18,s6,s4,23
P015098,J18,s8,s5,24
P015098,J20,s2,s1,158
P015098,J20,s4,s2,142
P015098,J20,s5,s3,126
P015098,J20,s6,s4,52
P015098,J20,s8,s5,62
P015098,J21,s2,s1,23
P015098,J21,s4,s2,41
P015098,J21,s5,s3,11
P015098,J21,s6,s4,0
P015098,J21,s8,s5,8
P015098,J22,s2,s1,1
P015098,J22,s4,s2,0
P015098,J22,s5,s3,0
P015098,J22,s6,s4,0
P015098,J22,s8,s5,0
P015098,J23,s2,s1,1
P015098,J23,s4,s2,29
P015098,J23,s5,s3,14
P015098,J23,s6,s4,15
P015098,J23,s8,s5,1
P015098,K03,s2,s1,0
P015098,K03,s4,s2,1
P015098,K03,s5,s3,4
P015098,K03,s6,s4,6
P015098,K03,s8,s5,4
P015098,K04,s2,s1,72
P015098,K04,s4,s2,93
P015098,K04,s5,s3,77
P015098,K04,s6,s4,84
P015098,K04,s8,s5,71
P015098,K06,s2,s1,65
P015098,K06,s4,s2,22
P015098,K06,s5,s3,34
P015098,K06,s6,s4,41
P015098,K06,s8,s5,29
P015098,K07,s2,s1,114
P015098,K07,s4,s2,108
P015098,K07,s5,s3,93
P015098,K07,s6,s4,141
P015098,K07,s8,s5,110
P015098,K08,s2,s1,137
P015098,K08,s4,s2,99
P015098,K08,s5,s3,141
P015098,K08,s6,s4,124
P015098,K08,s8,s5,123
P015098,K09,s2,s1,0
P015098,K09,s4,s2,35
P015098,K09,s5,s3,11
P015098,K09,s6,s4,20
P015098,K09,s8,s5,19
P015098,K12,s2,s1,22
P015098,K12,s4,s2,1
P015098,K12,s5,s3,22
P015098,K12,s6,s4,35
P015098,K12,s8,s5,0
P015098,K14,s2,s1,17
P015098,K14,s4,s2,22
P015098,K14,s5,s3,23
P015098,K14,s6,s4,19
P015098,K14,s8,s5,8
P015098,K15,s2,s1,45
P015098,K15,s4,s2,46
P015098,K15,s5,s3,32
P015098,K15,s6,s4,21
P015098,K15,s8,s5,21
P015098,K20,s2,s1,43
P015098,K20,s4,s2,47
P015098,K20,s5,s3,0
P015098,K20,s6,s4,18
P015098,K20,s8,s5,0
P015098,L04,s2,s1,179
P015098,L04,s4,s2,113
P015098,L04,s5,s3,142
P015098,L04,s6,s4,149
P015098,L04,s8,s5,112
P015098,L05,s2,s1,36
P015098,L05,s4,s2,13
P015098,L05,s5,s3,0
P015098,L05,s6,s4,27
P015098,L05,s8,s5,11
P015098,L06,s2,s1,80
P015098,L06,s4,s2,51
P015098,L06,s5,s3,46
P015098,L06,s6,s4,71
P015098,L06,s8,s5,34
P015098,L07,s2,s1,23
P015098,L07,s4,s2,27
P015098,L07,s5,s3,15
P015098,L07,s6,s4,0
P015098,L07,s8,s5,3
P015098,L13,s2,s1,143
P015098,L13,s4,s2,114
P015098,L13,s5,s3,110
P015098,L13,s6,s4,166
P015098,L13,s8,s5,132
P015098,L14,s2,s1,174
P015098,L14,s4,s2,74
P015098,L14,s5,s3,157
P015098,L14,s6,s4,139
P015098,L14,s8,s5,135
P015098,L17,s2,s1,129
P015098,L17,s4,s2,138
P015098,L17,s5,s3,85
P015098,L17,s6,s4,87
P015098,L17,s8,s5,51
P015098,L21,s2,s1,25
P015098,L21,s4,s2,26
P015098,L21,s5,s3,0
P015098,L21,s6,s4,0
P015098,L21,s8,s5,0
P015098,L23,s2,s1,1
P015098,L23,s4,s2,1
P015098,L23,s5,s3,0
P015098,L23,s6,s4,0
P015098,L23,s8,s5,0
P015098,M03,s2,s1,32
P015098,M03,s4,s2,36
P015098,M03,s5,s3,7
P015098,M03,s6,s4,37
P015098,M03,s8,s5,10
P015098,M04,s2,s1,25
P015098,M04,s4,s2,26
P015098,M04,s5,s3,1
P015098,M04,s6,s4,15
P015098,M04,s8,s5,14
P015098,M05,s2,s1,10
P015098,M05,s4,s2,0
P015098,M05,s5,s3,1
P015098,M05,s6,s4,1
P015098,M05,s8,s5,0
P015098,M09,s2,s1,123
P015098,M09,s4,s2,103
P015098,M09,s5,s3,94
P015098,M09,s6,s4,58
P015098,M09,s8,s5,53
P015098,M12,s2,s1,39
P015098,M12,s4,s2,7
P015098,M12,s5,s3,34
P015098,M12,s6,s4,33
P015098,M12,s8,s5,19
P015098,M14,s2,s1,128
P015098,M14,s4,s2,101
P015098,M14,s5,s3,129
P015098,M14,s6,s4,138
P015098,M14,s8,s5,78
P015098,M16,s2,s1,31
P015098,M16,s4,s2,26
P015098,M16,s5,s3,20
P015098,M16,s6,s4,19
P015098,M16,s8,s5,0
P015098,M17,s2,s1,57
P015098,M17,s4,s2,49
P015098,M17,s5,s3,28
P015098,M17,s6,s4,30
P015098,M17,s8,s5,25
P015098,M21,s2,s1,52
P015098,M21,s4,s2,50
P015098,M21,s5,s3,31
P015098,M21,s6,s4,8
P015098,M21,s8,s5,23
P015098,M22,s2,s1,126
P015098,M22,s4,s2,156
P015098,M22,s5,s3,119
P015098,M22,s6,s4,76
P015098,M22,s8,s5,100
P015098,N02,s2,s1,55
P015098,N02,s4,s2,30
P015098,N02,s5,s3,42
P015098,N02,s6,s4,47
P015098,N02,s8,s5,18
P015098,N07,s2,s1,0
P015098,N07,s4,s2,10
P015098,N07,s5,s3,0
P015098,N07,s6,s4,1
P015098,N07,s8,s5,19
P015098,N08,s2,s1,168
P015098,N08,s4,s2,100
P015098,N08,s5,s3,142
P015098,N08,s6,s4,98
P015098,N08,s8,s5,130
P015098,N10,s2,s1,26
P015098,N10,s4,s2,9
P015098,N10,s5,s3,11
P015098,N10,s6,s4,10
P015098,N10,s8,s5,23
P015098,N14,s2,s1,24
P015098,N14,s4,s2,38
P015098,N14,s5,s3,20
P015098,N14,s6,s4,21
P015098,N14,s8,s5,14
P015098,N16,s2,s1,57
P015098,N16,s4,s2,55
P015098,N16,s5,s3,53
P015098,N16,s6,s4,32
P015098,N16,s8,s5,34
P015098,N20,s2,s1,97
P015098,N20,s4,s2,93
P015098,N20,s5,s3,73
P015098,N20,s6,s4,58
P015098,N20,s8,s5,88
P015098,N21,s2,s1,24
P015098,N21,s4,s2,27
P015098,N21,s5,s3,21
P015098,N21,s6,s4,2
P015098,N21,s8,s5,17
P015098,N23,s2,s1,104
P015098,N23,s4,s2,152
P015098,N23,s5,s3,126
P015098,N23,s6,s4,84
P015098,N23,s8,s5,104
P015098,O03,s2,s1,33
P015098,O03,s4,s2,29
P015098,O03,s5,s3,34
P015098,O03,s6,s4,32
P015098,O03,s8,s5,30
P015098,O04,s2,s1,54
P015098,O04,s4,s2,31
P015098,O04,s5,s3,45
P015098,O04,s6,s4,43
P015098,O04,s8,s5,37
P015098,O05,s2,s1,118
P015098,O05,s4,s2,169
P015098,O05,s5,s3,120
P015098,O05,s6,s4,101
P015098,O05,s8,s5,99
P015098,O08,s2,s1,140
P015098,O08,s4,s2,103
P015098,O08,s5,s3,127
P015098,O08,s6,s4,71
P015098,O08,s8,s5,111
P015098,O09,s2,s1,42
P015098,O09,s4,s2,35
P015098,O09,s5,s3,40
P015098,O09,s6,s4,37
P015098,O09,s8,s5,31
P015098,O11,s2,s1,40
P015098,O11,s4,s2,43
P015098,O11,s5,s3,46
P015098,O11,s6,s4,24
P015098,O11,s8,s5,48
P015098,O12,s2,s1,120
P015098,O12,s4,s2,104
P015098,O12,s5,s3,107
P015098,O12,s6,s4,92
P015098,O12,s8,s5,111
P015098,O15,s2,s1,49
P015098,O15,s4,s2,47
P015098,O15,s5,s3,29
P015098,O15,s6,s4,39
P015098,O15,s8,s5,50
P015098,O17,s2,s1,0
P015098,O17,s4,s2,0
P015098,O17,s5,s3,1
P015098,O17,s6,s4,0
P015098,O17,s8,s5,1
P015098,O19,s2,s1,0
P015098,O19,s4,s2,0
P015098,O19,s5,s3,0
P015098,O19,s6,s4,0
P015098,O19,s8,s5,0
P015098,O21,s2,s1,30
P015098,O21,s4,s2,28
P015098,O21,s5,s3,7
P015098,O21,s6,s4,18
P015098,O21,s8,s5,29
P015098,O22,s2,s1,19
P015098,O22,s4,s2,42
P015098,O22,s5,s3,28
P015098,O22,s6,s4,2
P015098,O22,s8,s5,19
P015098,B19,s2,s1,101
