plate,compound,well,mean_C1,std_C1,median_C1,mad_C1,mean_C2,std_C2,median_C2,mad_C2,mean_C3,std_C3,median_C3,mad_C3,mean_C4,std_C4,median_C4,mad_C4,mean_C5,std_C5,median_C5,mad_C5,mean_C6,std_C6,median_C6,mad_C6
P015092,dmso,N05,11217.860711419753,837.5044717209669,11263.0,629.0,11211.334944744513,833.5408618951392,11255.0,626.0,11203.545758487655,827.3872856470545,11247.0,621.0,11204.347773834019,823.3281871192225,11248.0,616.0,11215.061139789095,813.1701720954875,11252.0,608.0,11216.364762388546,814.8128704314776,11252.0,610.0
P015092,dmso,N20,8973.786144504458,640.5313367191308,9045.0,472.0,8972.052810871057,633.7185033929052,9043.0,470.0,8970.59845181756,629.8790171641598,9039.0,470.0,8967.349926054527,631.0646363717384,9034.0,468.0,8965.234143818587,633.2914281333043,9032.0,467.0,8969.942702417695,635.4574851165759,9037.0,471.0
P015092,dmso,O02,10400.008700874485,555.1946404103662,10429.0,387.0,10397.62437988683,548.8960866835265,10426.0,385.0,10393.736525591563,547.5718517214622,10421.0,388.0,10391.993424939987,549.0617072827574,10417.0,388.0,10390.42585776749,552.6521909009409,10414.0,389.0,10389.878192215363,553.9031034620743,10414.0,389.0
P015092,dmso,all,11199.678086182857,1390.6146135900474,11093.0,995.0,11198.958173913436,1385.4812562011425,11091.0,992.0,11197.539648976157,1383.2174476408877,11089.0,990.0,11196.599594009458,1384.8739541059508,11087.0,989.0,11195.857683077937,1387.0694798817449,11087.0,991.0,11195.67410283328,1386.8959278601926,11086.0,991.0
P015093,CBK288327,C18,11615.791220336077,633.1631159090796,11566.0,463.0,11613.421067001029,626.6137195244467,11564.0,460.0,11613.226256387174,624.21000482195,11560.0,456.0,11612.447550411523,627.2018821328137,11559.0,456.0,11610.640453960905,630.582932914233,11558.0,458.0,11609.294879372428,631.166171238125,11558.0,458.0
P015093,CBK288327,H06,10972.532634987998,616.2777817425974,11000.0,441.0,10970.863496527778,612.258451568494,10998.0,438.0,10967.276468878601,611.4392035576209,10992.0,439.0,10969.09724314129,616.4976192481428,10993.0,442.0,10967.351907407407,619.6486778753829,10991.0,444.0,10965.542068715706,619.7924054560957,10990.0,443.0
P015093,CBK288327,K11,10372.873444315843,625.1124797296706,10404.0,467.0,10371.673917052469,620.1508744444978,10404.0,464.0,10370.43835468107,615.7696823241542,10399.0,463.0,10371.13038704561,618.3822136203718,10397.0,465.0,10368.940908136145,621.4134389860625,10395.0,465.0,10368.770493355623,621.4752769673942,10396.0,464.0
P015093,CBK288327,all,10987.065766546639,805.0255823624369,11006.0,535.0,10985.319493527091,800.7025515267051,11004.0,532.0,10983.647026648949,799.0267430845016,11002.0,533.0,10984.225060199475,801.379124575964,11002.0,535.0,10982.311089834819,803.9482836159227,11000.0,537.0,10981.202480481254,803.8580161434669,10998.0,536.0
P015093,CBK288347,B12,10834.837311771262,677.2995042286803,10900.0,454.0,10833.581990783608,675.061531003356,10898.0,453.0,10833.685713520234,673.0275112602598,10897.0,453.0,10837.032909164953,673.26373009652,10899.0,455.0,10832.409896905006,674.0910608360273,10895.0,453.0,10831.414833161865,674.4800493722848,10894.0,453.0
P015093,CBK288347,E02,9906.989840192044,554.2331639241736,9918.0,411.0,9904.516262174211,551.1585295158956,9916.0,409.0,9903.724672239368,549.3522383592369,9914.0,409.0,9902.301408950618,549.210671411282,9912.0,409.0,9901.519157321674,550.5403238687676,9911.0,409.0,9901.069168981481,551.4156428212827,9911.0,409.0
P015093,CBK288347,L14,10811.636112654322,560.5648096083723,10787.0,414.0,10809.439981052812,557.1037452899816,10784.0,414.0,10808.73839321845,552.1407490303827,10782.0,411.0,10807.679798996913,553.0378301436116,10781.0,410.0,10808.40652057613,556.0506847747174,10781.0,412.0,10806.465476294581,556.3693838268297,10779.0,412.0
P015093,CBK288347,all,10517.821088205876,739.3878757320198,10528.0,530.0,10515.846078003544,737.2756183442413,10524.0,530.0,10515.382926326018,735.0993659651127,10525.0,528.0,10515.671372370827,736.1005646882073,10524.0,529.0,10514.111858267604,737.0840244863399,10523.0,529.0,10512.98315947931,737.2242472643807,10522.0,529.0
P015093,CBK288351,B08,8798.670471450618,484.86958945407287,8800.0,326.0,8797.229585519548,482.41154421964137,8798.0,327.0,8795.841179055213,479.73594953004334,8796.0,326.0,8794.033335005144,479.0281669999567,8793.0,325.0,8792.69783590535,480.006473173014,8791.0,325.0,8791.749800582991,480.6010748854302,8790.0,325.0
P015093,CBK288351,D18,12786.558302083333,806.3699369921231,12816.0,618.0,12784.912957347393,790.9108197382762,12810.0,616.0,12784.386529320987,780.5494338982219,12804.0,615.0,12783.22816353738,785.9368998874945,12803.0,615.0,12781.917551440329,793.0400791460249,12803.0,616.0,12780.696935871056,791.6808881269466,12802.0,615.0
P015093,CBK288351,J20,8958.3945258059,607.7480939434496,9015.0,464.0,8956.837309456447,600.8003867333348,9014.0,462.0,8952.762945001714,597.7277119928203,9011.0,462.0,8948.889452160494,601.1922466191671,9009.0,463.0,8947.180748156721,603.7370211246871,9006.0,463.0,8945.656099408436,605.6881002116503,9005.0,463.0
P015093,CBK288351,all,10181.207766446616,1953.562706683828,9281.0,826.0,10179.659950774463,1950.467814194884,9279.0,826.0,10177.663551125972,1949.4872544341167,9276.0,826.0,10175.38365023434,1951.2275306958682,9273.0,825.0,10173.932045167467,1952.6163865080453,9270.0,825.0,10172.700945287494,1952.6821128304061,9269.0,826.0
P015093,CBK289978,F13,12219.802491555212,730.1372567818825,12270.0,486.0,12218.780816786693,718.8816982078608,12267.0,480.0,12217.422765474967,711.9356546681086,12262.0,476.0,12217.444051183127,715.853953223448,12259.0,478.0,12215.918058813442,722.8015796837619,12255.0,481.0,12215.243261188272,726.4190598227815,12253.0,483.0
P015093,CBK289978,G19,9702.688587234225,612.789418057355,9755.0,434.0,9701.532373199589,601.7014838113549,9755.0,429.0,9701.147176183127,591.9840974265907,9750.0,428.0,9700.0610833762,595.1781370995964,9744.0,429.0,9699.673533864883,602.8046872668926,9743.0,431.0,9698.741240140604,605.3582101103153,9742.0,431.0
P015093,CBK289978,K07,11187.461049554184,620.2306511285053,11159.0,407.0,11186.7203489369,612.4375513138264,11154.0,405.0,11186.052802983539,607.2178363014762,11149.0,406.0,11184.52474074074,610.4583422450286,11146.0,406.0,11183.994629543895,616.0905732803218,11145.0,406.0,11183.406585348079,617.830744907887,11144.0,407.0
P015093,CBK289978,all,11036.650709447873,1224.1111315169126,11056.0,957.0,11035.677846307728,1218.7980343586933,11054.0,956.0,11034.874248213877,1214.6487698758444,11051.0,956.0,11034.009958433357,1216.8174113488726,11049.0,957.0,11033.195407407407,1220.0050644473295,11049.0,956.0,11032.463695558985,1221.5324920375656,11049.0,955.0
P015093,CBK290154,B04,9427.295081490054,608.442432627011,9515.0,410.0,9426.749254115226,604.7282718638626,9514.0,408.0,9425.547685528121,601.278289228377,9511.0,406.0,9424.884249185528,602.0811966914476,9508.0,407.0,9423.75080787037,603.7695122910128,9505.0,409.0,9423.294735296638,604.5739786155697,9505.0,409.0
P015093,CBK290154,L16,11125.536149819958,719.966688455713,11175.0,511.0,11123.95612710048,713.0023793263284,11173.0,508.0,11124.595936899863,707.658135432108,11171.0,507.0,11123.89018805727,708.6625690477183,11168.0,506.0,11125.851925540124,714.9893371475291,11171.0,511.0,11121.457452760631,715.3707920807301,11165.0,509.0
P015093,CBK290154,N06,10437.447808684843,628.5205771117478,10477.0,463.0,10436.346402434841,621.7907791796422,10475.0,460.0,10433.909296039095,618.6999845535485,10470.0,455.0,10432.510176868998,621.5671960521729,10464.0,456.0,10431.267410751028,625.4393168939306,10461.0,459.0,10429.887234696502,625.5147462827101,10460.0,460.0
P015093,CBK290154,all,10330.093013331618,956.1888382826543,10300.0,688.0,10329.01726121685,951.8801308420035,10299.0,685.0,10328.017639489026,949.6152437105361,10298.0,683.0,10327.094871370598,950.618983171418,10296.0,684.0,10326.956714720507,954.256587553788,10293.0,686.0,10324.879807584592,953.4065083886888,10292.0,685.0
P015093,CBK290608,I17,11737.510156978738,892.6349761649893,11752.0,593.0,11751.143975265775,891.5119401898685,11772.0,595.0,11744.749563786008,881.9630482683883,11763.0,591.0,11736.508394075789,880.9964064994415,11747.0,589.0,11734.687190372086,885.898165474078,11742.0,591.0,11734.236449802813,886.871341670294,11742.0,593.0
P015093,CBK290608,J22,11064.681327289094,815.9964251841836,11134.0,633.0,11062.884199331276,807.2185077366661,11133.0,631.0,11061.90121707819,801.4547119623403,11127.0,630.0,11061.030358924898,803.9460262006038,11122.0,629.0,11060.45176148834,808.3005721604673,11121.0,630.0,11059.322806069958,809.5892120743791,11120.0,631.0
P015093,CBK290608,L20,8770.895822830933,901.854338955354,8855.0,642.0,8768.851983924897,893.9518168485209,8852.0,637.0,8781.384260759602,899.5558979239224,8858.0,647.0,8785.226058942044,903.1254145313641,8861.0,649.0,8779.005287722908,906.3017402054676,8852.0,652.0,8776.392590234911,906.0333051441089,8851.0,652.0
P015093,CBK290608,all,10524.362435699588,1539.946500799883,10751.0,1111.0,10527.626719507316,1540.8145816363601,10752.0,1117.0,10529.3450138746,1532.4903927130658,10750.0,1103.0,10527.588270647577,1529.7051784397179,10749.0,1096.0,10524.714746527778,1533.8510572484913,10748.0,1096.0,10523.317282035894,1534.9532946746745,10746.0,1097.0
P015093,CBK290717,D16,10171.904031935872,640.1349737909997,10112.0,432.0,10170.873888288752,631.8801950882572,10106.0,426.0,10170.3803385631,626.2264930852008,10098.0,425.0,10169.228118098423,629.7646608940597,10096.0,429.0,10168.606785150892,635.298935513343,10097.0,432.0,10168.200491640946,636.3838881623606,10098.0,432.0
P015093,CBK290717,F20,9122.291041152263,701.45221474599,9177.0,487.0,9121.612914180385,691.7759027300954,9178.0,483.0,9120.752963520234,685.9804304835314,9174.0,480.0,9119.218805941358,689.9833557999029,9169.0,481.0,9117.36686098251,694.5182706328138,9167.0,483.0,9116.881454903978,695.0402191821255,9166.0,483.0
P015093,CBK290717,G09,11725.703283693416,703.4746469989052,11746.0,474.0,11724.660354723937,696.0632377155852,11744.0,472.0,11723.936901448902,686.0776443066267,11738.0,465.0,11724.083198388204,687.7920900884185,11736.0,463.0,11723.372703918038,696.6997306671562,11734.0,467.0,11723.662727623458,700.9968479348245,11734.0,470.0
P015093,CBK290717,all,10339.966118927183,1268.5857641674704,10187.0,936.0,10339.049052397691,1263.9465744295624,10180.0,933.0,10338.356734510746,1260.163840856119,10176.0,933.0,10337.510040809328,1262.3887381159236,10177.0,935.0,10336.44878335048,1266.1280229720567,10177.0,937.0,10336.248224722794,1267.4746944218596,10177.0,937.0
P015093,CBK290852,F08,10940.717584576474,731.3613648489459,10925.0,539.0,10939.284744641633,727.8349321107368,10924.0,536.0,10937.178439729081,724.3998119221387,10918.0,533.0,10936.168954518176,725.1076403960832,10914.0,534.0,10948.863215963649,740.0595717466831,10920.0,545.0,10943.164837491426,739.8258485765357,10916.0,541.0
P015093,CBK290852,I21,10681.814371570645,785.0278964339531,10699.0,545.0,10675.007014531893,774.5110096918447,10693.0,538.0,10672.359179741085,767.7475833542561,10688.0,536.0,10671.587100394376,769.9679144858779,10685.0,538.0,10670.257012045611,774.2907085348285,10683.0,539.0,10669.56945516118,775.6093118589882,10683.0,540.0
P015093,CBK290852,O15,9999.344577803498,632.6871814268877,10013.0,469.0,9998.231336848423,627.1341263830728,10013.0,466.0,9996.538788280179,622.5713446410275,10008.0,462.0,9996.378292095336,623.6174216197758,10004.0,462.0,9995.782115483538,625.981669299144,10002.0,464.0,9994.314914994857,626.6351340119804,10001.0,464.0
P015093,CBK290852,all,10540.625511316872,821.471103984629,10526.0,579.0,10537.507698673982,815.2827844702073,10524.0,575.0,10535.358802583447,810.8311888381843,10520.0,573.0,10534.711449002629,811.836606826492,10517.0,574.0,10538.300781164266,820.4404881331722,10516.0,577.0,10535.68306921582,820.2906225368583,10515.0,577.0
P015093,CBK290877,B23,10077.422912079905,743.3551194370627,10139.0,611.0,10077.069576131687,736.9165549570561,10139.0,609.0,10075.864431412894,730.699190906262,10134.0,609.0,10075.333054140947,732.0352355276187,10130.0,608.0,10074.348442043896,735.2983986642405,10129.0,608.0,10073.383426225995,736.6412251784101,10129.0,608.0
P015093,CBK290877,E15,11355.456235510974,680.7276230940888,11438.0,480.0,11354.710529663924,668.7482655384715,11436.0,475.0,11355.380683384774,663.3863227631133,11429.0,473.0,11353.714703918038,671.2207205042342,11425.0,477.0,11355.26707608882,677.7847441633493,11426.0,480.0,11352.195964763374,674.9456930169339,11424.0,478.0
P015093,CBK290877,F10,9473.208095593278,613.6621815998789,9452.0,476.0,9472.50090890775,607.6570321941316,9451.0,475.0,9471.803800968793,602.1917889907353,9448.0,474.0,9470.736901105967,604.1312400208282,9445.0,474.0,9470.281169024349,607.6631353312827,9445.0,474.0,9469.269613683127,608.3004591395696,9444.0,473.0
P015093,CBK290877,all,10302.029081061386,1039.174212278056,10245.0,825.0,10301.427004901121,1033.824329436593,10244.0,824.0,10301.016305255487,1030.6322747026536,10242.0,825.0,10299.92821972165,1032.7720920580878,10239.0,824.0,10299.965562385689,1036.3800691095012,10239.0,824.0,10298.283001557498,1035.5026125858706,10239.0,824.0
P015093,CBK293875,I20,11003.133305041152,642.5556484104571,11013.0,421.0,11001.579688228738,627.0588574752599,11010.0,415.0,11001.128974537038,617.5815604089189,11006.0,409.0,11000.260161951303,622.4783566388455,11002.0,410.0,10999.141204561043,629.9638912960177,10998.0,413.0,10997.829922239369,631.3437233978798,10997.0,414.0
P015093,CBK293875,K10,13044.905640303497,793.8930172351031,13106.0,526.0,13044.346637131344,785.470328568518,13103.0,525.0,13044.147335219479,772.9047974333943,13099.0,518.0,13042.784023748285,774.42977330864,13097.0,517.0,13041.904352366255,783.2923243588276,13096.0,522.0,13040.997121870714,787.5942816662971,13094.0,525.0
P015093,CBK293875,M18,10462.325202246227,692.4932361508868,10534.0,514.0,10459.708158436213,683.1777438429377,10530.0,511.0,10459.201430341222,674.4469125920446,10524.0,511.0,10457.396051354595,677.898487249052,10519.0,512.0,10456.693759044925,684.1581833451794,10519.0,513.0,10455.847899262688,685.9815236102987,10518.0,514.0
P015093,CBK293875,all,11503.454715863625,1320.7363977396194,11209.0,859.0,11501.878161265433,1315.6144513042896,11203.0,854.0,11501.492580032578,1310.2398914814275,11199.0,855.0,11500.146745684728,1311.9594145246026,11197.0,857.0,11499.246438657407,1315.9646098636447,11196.0,858.0,11498.224981124256,1317.39153561525,11196.0,859.0
P015093,CBK293908,F17,10589.734684927984,708.0328804549064,10713.0,509.0,10589.333802640604,701.5153798609273,10715.0,505.0,10588.61003575103,695.2385573100402,10710.0,502.0,10587.518684113511,697.7758836021225,10702.0,504.0,10586.646172239369,702.4714917911284,10700.0,506.0,10585.099256344307,703.960594553183,10699.0,507.0
P015093,CBK293908,I15,9928.279084833675,781.930152312529,10069.0,545.0,9922.297883659123,767.9059732878166,10059.0,537.0,9909.119935999657,754.7810418756545,10041.0,529.0,9901.061515946501,757.9311328882153,10030.0,531.0,9895.328598336762,765.703817564829,10024.0,534.0,9890.882759645061,767.1139428660168,10020.0,534.0
P015093,CBK293908,M13,10605.523535965363,615.9901667423103,10563.0,412.0,10605.068582090193,606.3405211973057,10560.0,406.0,10604.507395361798,600.6229060517187,10556.0,401.0,10603.779158693416,605.3162812682594,10553.0,404.0,10603.043756001372,611.3899170649083,10553.0,408.0,10602.513455632716,612.7838700593685,10553.0,409.0
P015093,CBK293908,all,10374.51243524234,772.6534705929386,10443.0,507.0,10372.233422796638,764.4691001710403,10439.0,504.0,10367.412455704161,759.1603610714503,10429.0,501.0,10364.119786251144,763.659005571083,10423.0,502.0,10361.672842192502,770.2631660118775,10420.0,505.0,10359.498490540695,772.2437165948648,10418.0,506.0
P015093,CBK303909,C07,11552.722797196502,874.6916539712497,11538.0,678.0,11550.860082904665,871.0796955605972,11538.0,677.0,11550.851961805556,869.7058657775513,11537.0,677.0,11549.351742326817,871.611463178471,11534.0,677.0,11548.63574129801,874.1670135177843,11533.0,677.0,11547.255289008915,874.6597875283691,11533.0,677.0
P015093,CBK303909,D20,12314.750248199589,730.2671149234453,12292.0,518.0,12313.991606995885,716.6573814450396,12289.0,515.0,12313.854372299384,707.2966509847627,12283.0,512.0,12312.52173752572,713.1783421526941,12279.0,512.0,12312.5143283179,720.611339914952,12279.0,514.0,12312.04450883059,722.1280421717067,12278.0,514.0
P015093,CBK303909,I10,9274.256047239369,574.6354342770104,9314.0,408.0,9270.928491426612,564.0388756099007,9313.0,404.0,9269.585573473936,558.1287461732502,9310.0,405.0,9267.738293552811,562.6575698330913,9304.0,407.0,9266.869987654321,569.2490118915622,9303.0,409.0,9266.230964977709,570.7973155427165,9303.0,408.0
P015093,CBK303909,all,11047.243030878486,1487.0719120993042,11333.0,1216.0,11045.260060442386,1483.6982092434614,11337.0,1214.0,11044.763969192958,1481.6812957940836,11344.0,1208.0,11043.20392446845,1483.7503116517723,11340.0,1207.0,11042.673352423411,1486.5468645620444,11336.0,1208.0,11041.84358760574,1487.050748122201,11335.0,1208.0
P015093,CBK308126,B19,6947.040340406378,522.3971605590687,7000.0,407.0,6945.780043638546,518.0302365937789,6998.0,406.0,6943.804051697531,513.7787530557177,6993.0,405.0,6942.75631725823,514.1739778955633,6991.0,405.0,6942.407641975308,516.009180328095,6990.0,405.0,6940.91034795096,516.4652273803534,6988.0,405.0
P015093,CBK308126,J03,8516.456715749315,569.8684768705346,8607.0,408.0,8518.825300154322,568.0402656535416,8611.0,407.0,8515.088084276405,562.6185591961905,8606.0,404.0,8514.589603737997,560.7155530525172,8604.0,402.0,8514.009779235254,563.6209252414139,8601.0,404.0,8512.807471879287,564.5622278174848,8599.0,405.0
P015093,CBK308126,M20,10605.590851680385,644.4754159872873,10631.0,493.0,10607.184483967763,632.8289386974245,10630.0,489.0,10604.451383873457,629.4667953331128,10626.0,489.0,10604.05561321159,633.1378149421879,10624.0,488.0,10603.720495970507,637.5781142586075,10623.0,489.0,10602.34941872428,637.7205513931971,10622.0,489.0
P015093,CBK308126,all,8689.695969278693,1607.328126251732,8604.0,1356.0,8690.596609253544,1606.1026167774191,8609.0,1363.0,8687.781173282465,1604.3316881118478,8605.0,1363.0,8687.13384473594,1604.8731874737366,8603.0,1362.0,8686.712639060357,1606.0080113371491,8600.0,1361.0,8685.355746184843,1606.2255691301016,8598.0,1361.0
P015093,CBK309059,G16,9550.668366255144,628.2014178289099,9679.0,433.0,9549.13539896262,617.0650726548918,9681.0,424.0,9546.684639617626,609.9666749966866,9671.0,424.0,9544.084331061385,613.8751210956349,9660.0,431.0,9535.311748713992,618.7307573427589,9644.0,437.0,9538.154348679698,623.7534109305591,9647.0,440.0
P015093,CBK309059,H19,10257.229187671468,600.9568548488729,10246.0,445.0,10248.975518861454,583.5381577170293,10238.0,438.0,10246.397924296982,568.910471513939,10228.0,435.0,10246.122379715363,573.7446708996728,10226.0,436.0,10243.468464849107,585.2603267396028,10225.0,439.0,10242.745917095335,590.271249315173,10226.0,442.0
P015093,CBK309059,I07,9061.615392361111,476.03124587573114,9083.0,350.0,9060.113069701647,468.57071502875675,9080.0,346.0,9059.564513503086,463.08366595020726,9077.0,344.0,9059.044795996228,465.4645883340837,9074.0,345.0,9057.718906721537,470.11945438507325,9072.0,347.0,9057.016610253771,471.76330958224685,9071.0,347.0
P015093,CBK309059,all,9623.170982095908,753.8839494082083,9628.0,534.0,9619.407995841906,742.7312027699518,9627.0,529.0,9617.549025805898,735.29684826554,9623.0,525.0,9616.417168924325,738.2654330056747,9618.0,527.0,9612.166373428212,743.4672507556346,9609.0,529.0,9612.638958676269,746.4020399946648,9609.0,532.0
P015093,CBK309070,E12,11812.425809842249,593.813857703395,11812.0,413.0,11811.723101937585,574.5256174624303,11806.0,404.0,11811.448010973936,566.3320781616333,11799.0,401.0,11810.620620113168,574.8928587142875,11797.0,404.0,11809.43421034808,586.1419118577381,11797.0,409.0,11807.835696287722,588.321359452286,11795.0,409.0
P015093,CBK309070,F04,11128.91129076646,707.3492027514518,11155.0,470.0,11128.108198259602,701.6600289733528,11153.0,468.0,11127.614862782923,699.9873330832348,11151.0,467.0,11126.962419753087,701.8026203536791,11149.0,468.0,11125.993602880659,704.5332564113874,11148.0,470.0,11125.477214206105,705.6562928899174,11147.0,471.0
P015093,CBK309070,H23,10049.027546896434,704.8934910335554,10114.0,557.0,10048.427699202675,696.4610096378534,10115.0,555.0,10047.319092678326,691.0446679930327,10114.0,554.0,10046.329149605624,693.125737426862,10111.0,553.0,10045.565268904322,697.4667094963206,10108.0,553.0,10043.736973465364,698.2011430616096,10106.0,552.0
P015093,CBK309070,all,10996.788215835048,988.4000713626942,11070.0,691.0,10996.086333133288,981.1922029323024,11071.0,686.0,10995.460655478395,978.1836133602092,11071.0,683.0,10994.637396490627,980.8294226392356,11069.0,684.0,10993.66436071102,984.5934228360874,11065.0,686.0,10992.349961319731,985.5901974584931,11064.0,687.0
P015093,CBK309133,C10,10497.240647590877,512.4382740139811,10424.0,332.0,10496.567949717079,509.1826313027113,10423.0,331.0,10495.746313786009,505.5430243820303,10421.0,328.0,10495.148890646433,506.5653154852029,10420.0,328.0,10494.440388417352,509.94273972128747,10419.0,330.0,10493.523299254115,510.9691022375579,10419.0,330.0
P015093,CBK309133,H09,9047.018315886487,501.47226667257576,9078.0,347.0,9046.339958762002,494.39079819874513,9075.0,345.0,9058.085465149177,489.6238691584363,9083.0,342.0,9061.76792279664,492.3510661225637,9086.0,342.0,9061.410071630658,495.43228415084184,9085.0,343.0,9060.579554655349,495.48650532918015,9084.0,343.0
P015093,CBK309133,O21,9988.784853437928,635.8567315637987,9996.0,424.0,9989.268840920782,631.5034205255256,9995.0,424.0,9985.94044157236,627.3402604625991,9988.0,419.0,9984.972377914952,628.8930388477,9987.0,419.0,9985.12219238683,631.2263529950004,9987.0,420.0,9983.532386274006,632.1686544966741,9988.0,421.0
P015093,CBK309133,all,9844.347938971765,816.7510108286721,9884.0,572.0,9844.058916466622,813.5714022371077,9883.0,571.0,9846.590740169182,806.5198802926067,9883.0,565.0,9847.296397119342,806.2768256012342,9883.0,564.0,9846.990884144947,808.1562939965185,9883.0,565.0,9845.87841339449,808.5625764485924,9882.0,566.0
P015093,dmso,B22,10087.214376328875,578.6721617566036,10108.0,419.0,10086.498462148491,569.4448406807878,10106.0,416.0,10085.757311556927,559.8296513108579,10097.0,416.0,10085.075096664952,562.8643291600082,10094.0,416.0,10083.767584276406,569.7968579400236,10094.0,417.0,10082.884336076817,571.9340138513637,10094.0,417.0
P015093,dmso,D23,10514.39476611797,799.4820175517524,10641.0,566.0,10513.48379483882,795.956518921336,10641.0,561.0,10511.836681412895,794.4893896911105,10639.0,559.0,10510.903621013375,793.5653727875775,10637.0,563.0,10510.4181563786,793.9385365612021,10634.0,564.0,10509.263158736283,795.0821859346443,10632.0,562.0
P015093,dmso,E13,11971.540252743484,733.049677562349,12039.0,514.0,11970.885414566186,720.5130286663723,12037.0,507.0,11969.786866640947,716.6246621340496,12034.0,505.0,11969.004830204047,720.0192009167658,12032.0,507.0,11968.575921724965,724.0025362171423,12030.0,508.0,11967.36164656207,725.7411869828242,12027.0,509.0
P015093,dmso,E16,11165.692741812414,745.0010092736694,11188.0,532.0,11165.127951560356,734.8362867374776,11186.0,529.0,11164.220356610082,724.7789253584823,11184.0,525.0,11163.540501328875,726.9219428602012,11182.0,524.0,11162.656397590878,734.43346911509,11179.0,525.0,11162.244248371057,737.0179463540878,11177.0,526.0
P015093,dmso,F05,9568.042048096708,632.9056892489377,9588.0,479.0,9567.112460305212,628.4380815263795,9585.0,476.0,9566.01389236111,624.4363199918773,9583.0,477.0,9566.058987397118,625.3498370114827,9583.0,477.0,9570.684385116598,628.3666223036346,9591.0,477.0,9563.704396047668,630.0144321817727,9578.0,477.0
P015093,dmso,F18,9923.955849708505,731.4196471201242,10001.0,562.0,9923.442469693073,725.1414838259262,10000.0,559.0,9922.671329432442,720.3072324461012,9993.0,558.0,9920.55233701989,723.2420847330883,9986.0,559.0,9925.195088263032,720.790808407163,9986.0,556.0,9922.699483110426,723.7100182304938,9987.0,557.0
P015093,dmso,G03,10020.249970807614,607.588511671329,10049.0,477.0,10020.079833762004,599.4983801296402,10047.0,474.0,10019.023781764403,595.776529477733,10045.0,474.0,10017.711050668724,597.5651840242829,10043.0,474.0,10016.937030478395,601.9877400746435,10041.0,474.0,10016.067509645061,603.3343863291835,10040.0,474.0
P015093,dmso,H08,10017.162995884773,599.5250297082204,10041.0,416.0,10015.679715620714,596.1270064298892,10039.0,414.0,10015.118455246913,591.5520537947955,10035.0,415.0,10014.45473919753,592.1044582524354,10032.0,417.0,10013.548059799383,595.4751021071507,10030.0,417.0,10012.588450060013,597.3971343246807,10030.0,417.0
P015093,dmso,H21,9161.92212765775,688.7559242878606,9302.0,476.0,9161.764398705418,682.2423282525114,9305.0,471.0,9155.674255486969,674.0933544558297,9296.0,468.0,9150.666158864884,674.2491062229757,9287.0,469.0,9149.511946287723,677.5507426586304,9284.0,471.0,9148.232142403978,678.5384095946678,9284.0,471.0
P015093,dmso,I06,9940.213030006858,651.1184765342634,9953.0,449.0,9934.97111394033,640.3598951835804,9949.0,440.0,9932.698590835049,636.8572540522412,9947.0,436.0,9932.506287422839,639.7844573689938,9944.0,438.0,9932.003921596364,644.0326961026017,9942.0,441.0,9930.715790166323,644.3095114271176,9941.0,441.0
P015093,dmso,J10,9788.101510459534,521.3372690173089,9815.0,383.0,9787.679322616597,517.6496399281217,9817.0,381.0,9790.88590303498,507.99325954411654,9817.0,379.0,9787.71859036351,505.3438322644882,9808.0,378.0,9785.823865826475,511.60893297271787,9804.0,379.0,9784.764577717764,516.207685615021,9804.0,380.0
P015093,dmso,K14,12304.03669967421,924.5133642186712,12226.0,635.0,12302.010287894376,912.8131313343891,12223.0,632.0,12295.450896047669,903.1398100723577,12214.0,617.0,12285.236120584705,900.5293200252636,12205.0,601.0,12282.314186814128,907.1780997942751,12201.0,605.0,12283.10704848251,907.9173563153695,12204.0,608.0
P015093,dmso,K19,10856.639796510632,990.5651214621008,11008.0,667.0,10851.268818544238,982.0678866565517,11000.0,664.0,10848.320052083332,980.1994366052578,10995.0,661.0,10844.066634344994,985.0492523373484,10988.0,664.0,10836.895588348765,988.7886779295561,10980.0,666.0,10832.018112654321,990.0870229150252,10976.0,667.0
P015093,dmso,L02,10883.866849408436,674.6340353617095,10838.0,492.0,10878.67192922668,665.403460330059,10835.0,487.0,10877.641135845337,662.7837555073831,10832.0,487.0,10876.40117995542,663.8907290039427,10827.0,487.0,10875.593658693415,666.2112477823554,10826.0,487.0,10874.240069058642,666.6173466539449,10826.0,485.0
P015093,dmso,L17,9328.840794495885,588.6195453357005,9335.0,433.0,9327.787259559327,580.6751766220626,9332.0,432.0,9326.79205619856,577.6653594467152,9327.0,428.0,9327.066551954733,581.5782796189392,9326.0,428.0,9327.099304398149,585.291532707754,9326.0,430.0,9325.327128557956,585.1809265368789,9325.0,431.0
P015093,dmso,M04,11228.86274691358,832.7465879440706,11112.0,503.0,11222.155632887518,829.6037935368379,11103.0,502.0,11220.676019161523,827.6377132992708,11098.0,500.0,11220.942552683471,829.4348570934898,11093.0,496.0,11219.051234739369,834.4632367277214,11089.0,496.0,11218.281429998286,837.2171503979107,11090.0,498.0
P015093,dmso,M15,12029.094065329218,737.8156077749157,12079.0,495.0,12028.133906721536,724.500173758341,12079.0,490.0,12033.199334962277,717.2085629255738,12082.0,489.0,12026.522559327846,721.7792954499807,12073.0,489.0,12025.58377340535,729.5012193629702,12070.0,492.0,12024.58481082819,732.090331049706,12068.0,495.0
