plate,compound,well,mean_C1,std_C1,median_C1,mad_C1,mean_C2,std_C2,median_C2,mad_C2,mean_C3,std_C3,median_C3,mad_C3,mean_C4,std_C4,median_C4,mad_C4,mean_C5,std_C5,median_C5,mad_C5
P015091,CBK278067,all,227.41485372053296,165.84105496111374,199.0,20.0,666.1522191500915,1337.881850156184,402.0,63.0,1137.5845698381852,686.4581381397721,933.0,98.0,807.1876688957476,664.7445020592011,617.0,69.0,413.1394497869354,582.4453896855312,247.0,34.0
P015091,CBK278556G,D15,285.97544750704924,265.47542611143837,207.0,25.0,936.6023471555403,1027.4100750205964,572.0,162.0,1643.8135565510213,889.93523940147,1346.0,432.0,1178.3484771995504,910.3114650742556,804.0,213.0,678.7354148567291,745.4607712318635,379.0,139.0
P015091,CBK278556G,I16,308.7604725127648,293.4716822591166,213.0,27.0,987.9879114035589,1058.432713672761,634.0,230.0,1892.0869481833943,931.0887833039642,1762.0,639.0,1333.2432438128715,941.816016869844,1020.0,318.0,767.8697582066377,779.4160186859498,487.0,212.0
P015091,CBK278556G,O04,265.8481193796677,227.9215913051078,207.0,23.0,800.6656062338059,1028.933293525359,437.0,100.0,1481.939374142661,876.7828314866457,1002.0,191.0,1067.4775430574607,882.2052804704766,678.0,131.0,594.0727022843316,659.3132223246697,306.0,75.0
P015091,CBK278556G,all,286.86134646649396,264.24294010831306,209.0,25.0,908.418621597635,1041.359896279539,542.0,171.0,1672.6132929590256,915.243836323459,1386.0,477.0,1193.0230880232941,918.2609015818009,830.0,237.0,680.2259584492328,733.2578122474936,385.0,142.0
P015091,CBK288302,E16,310.7254246446807,292.0884099045877,213.0,28.0,944.866485458581,938.403066834577,639.0,207.0,2005.3793258935375,982.9069919606824,1875.0,704.0,1417.22805586515,993.5712065555704,1085.0,354.0,817.6518085324265,830.1456858986882,520.0,237.0
P015091,CBK288302,J14,295.2936229471498,304.3769318426661,211.0,26.0,827.9669174144566,895.2670299137524,523.0,153.0,1975.1826973070035,975.006980029267,1765.0,584.0,1364.9187746246762,943.8854562906189,1012.0,261.0,725.1511521681147,740.4079394544473,445.0,168.0
P015091,CBK288302,L15,296.1922579446731,271.0645041127604,212.0,27.0,865.4691374457019,977.8593562781057,537.0,180.0,1900.686821987883,963.1897152595054,1737.0,638.0,1298.4716295629478,904.5251364878212,981.0,290.0,734.8186720059823,756.607338598739,455.0,188.0
P015091,CBK288302,all,300.7371018455012,289.5899255207737,212.0,27.0,879.4341801062465,939.0487348881281,568.0,185.0,1960.4162817294746,974.7284278647753,1802.0,648.0,1360.2061533509248,949.27236646892,1030.0,305.0,759.2072109021744,777.811208542495,476.0,199.0
P015091,CBK289731,D11,212.41455716068435,160.33341603115517,196.0,19.0,593.905673630163,932.0499889598485,459.0,49.0,900.5118890032007,457.4925617306718,832.0,56.0,630.5454373618732,512.1034168995166,554.0,43.0,286.4555235006097,415.7087769457218,223.0,22.0
P015091,CBK289731,G18,222.8427026177412,188.23494065330317,198.0,19.0,578.417712262803,962.6019950542052,408.0,45.0,956.5370083161865,552.4548942006493,847.0,61.0,676.6051209324036,600.9494076311166,561.0,46.0,330.19054255258345,522.4972127100187,228.0,24.0
P015091,CBK289731,I22,218.29633680555557,172.66267742187563,199.0,19.0,541.8951859234492,1023.3142099035498,395.0,41.0,924.927050897348,467.1452263354756,851.0,58.0,640.7158653644642,483.39453459860755,564.0,44.0,297.9966412560966,465.7999464474388,225.0,22.0
P015091,CBK289731,all,217.85119886132702,174.17067078394078,198.0,19.0,571.4061906054717,973.6388862685152,419.0,49.0,927.3253160722451,494.7418691142395,843.0,59.0,649.288807886247,534.8617785474067,560.0,44.0,304.8809024364299,470.3949334171651,225.0,23.0
P015091,CBK289737,C15,281.7582045896205,264.2087176578336,207.0,24.0,1014.8601210991084,1676.6179844402432,592.0,157.0,1674.745871222946,966.3566503888757,1338.0,407.0,1177.3075020480871,941.605158179699,810.0,205.0,676.5959347136488,725.2509133885912,379.0,132.0
P015091,CBK289737,F19,289.94860758649594,278.02500511400945,209.0,25.0,810.876728871361,900.4909187303226,515.0,141.0,1702.2772763060127,847.0199027851038,1492.0,477.0,1163.1196289866255,810.6657226168115,863.0,227.0,692.6067564252781,721.7265947722196,416.0,158.0
P015091,CBK289737,O05,258.71238695035055,227.67495679330844,204.0,22.0,690.6253274796144,937.9585185862128,401.0,81.0,1471.3057517194407,833.1100154451544,1054.0,169.0,1014.5490786465477,770.1235105309755,696.0,113.0,558.8948083133288,627.8623148943956,299.0,64.0
P015091,CBK289737,all,276.8063997088223,257.853102368421,207.0,24.0,838.7873924833613,1232.264927070518,509.0,148.0,1616.1096330828,890.1669177780998,1179.0,304.0,1118.3254032270868,847.1804895052713,767.0,176.0,642.6991664840853,695.641713411821,343.0,107.0
P015091,CBK289739,H02,260.52993803345527,219.06797872208173,206.0,23.0,661.8746642804069,736.6382408680922,419.0,82.0,1426.1400267918382,900.688056905443,943.0,160.0,1059.516010802469,941.1684630550133,658.0,120.0,576.3855200950693,638.8515676547905,308.0,69.0
P015091,CBK289739,I11,282.46002626790886,258.4947903347754,208.0,24.0,843.708191181794,1169.305664259518,510.0,134.0,1737.17737649558,896.3805569232763,1430.0,430.0,1245.7554531273815,946.9139487192825,867.0,211.0,663.6216727156683,707.7830376462587,383.0,131.0
P015091,CBK289739,L22,275.0126472717574,249.42647249398217,208.0,24.0,807.8420000523929,945.1451648142541,460.0,108.0,1533.5139670734263,821.9988964036609,1100.0,224.0,1037.0000810185186,755.3644929904071,721.0,142.0,591.8508073035741,664.8704670199795,312.0,82.0
P015091,CBK289739,all,272.6675371910405,243.0861402941429,207.0,24.0,771.1416185048646,969.8390089273714,460.0,110.0,1565.6104567869481,883.2396159978882,1133.0,303.0,1114.0905149827897,890.5572388213058,749.0,175.0,610.6193333714373,672.1791307154831,324.0,90.0
P015091,CBK289740,B18,210.8487992731672,146.41015469542268,196.0,19.0,582.7675860434766,783.346546615822,479.0,49.0,903.8409474546563,425.07086471958854,841.0,57.0,632.3020175087639,439.9659739763096,567.0,44.0,292.2354430298354,383.6769437005912,235.0,23.0
P015091,CBK289740,H21,214.6297560394757,147.7942204104209,200.0,19.0,518.4893557098766,1098.427552076747,384.0,41.0,973.4692393975766,467.87111599261596,906.0,62.0,661.4224453208352,429.29016249612437,597.0,46.0,281.13050978318853,390.0617208105775,221.0,22.0
P015091,CBK289740,I07,216.90143523281512,167.7894163761658,197.0,19.0,534.8782701998553,962.6366354712845,381.0,43.0,1007.761071221041,578.2522366848893,904.0,63.0,710.5732622456561,619.3595471999423,600.0,47.0,323.16969931222377,509.51629189352224,230.0,23.0
P015091,CBK289740,all,214.12666351515267,154.32762777791726,197.0,19.0,545.3784039844028,957.2661447875693,411.0,56.0,961.690419357758,496.5118586730231,883.0,64.0,668.0992416917518,504.8420260740281,588.0,47.0,298.84521737508254,432.0154994432238,229.0,23.0
P015091,CBK289756,B23,214.4118182251181,120.73364510289707,196.0,19.0,568.7252612978205,739.2732834698328,418.0,50.0,1069.7119623771148,421.4227517996485,962.0,78.0,729.5760317120104,391.3981478737024,636.0,57.0,308.88255301211706,276.9521992340129,238.0,28.0
P015091,CBK289756,C10,214.82756961114922,124.45863719297452,196.0,19.0,559.4123654692501,734.534214266885,423.0,51.0,1012.2318122237464,408.74711457304016,902.0,72.0,696.6649564900549,398.6796856198852,595.0,53.0,305.4734897738531,274.1207553759643,232.0,27.0
P015091,CBK289756,N21,218.38189779092363,126.256584417965,199.0,20.0,492.32452867798355,847.1778536566034,337.0,42.0,1079.8710684823197,440.5099469635238,958.0,80.0,720.1253092611645,395.1502523837728,621.0,57.0,310.28799892356346,285.21144808642964,236.0,28.0
P015091,CBK289756,all,215.87376187573034,123.8504650562078,197.0,19.0,540.1540518150181,776.1551982361027,396.0,60.0,1053.938281027727,424.8062698880341,940.0,80.0,715.4554324877432,395.32940058624746,617.0,58.0,308.2146805698445,278.8084994744473,235.0,27.0
P015091,CBK289839,B15,281.6035149224585,255.52193704257678,207.0,24.0,950.7249591335162,1264.5630418552983,609.0,146.0,1648.6796793790961,835.7552653090979,1374.0,415.0,1185.2965366845756,861.1991869178651,839.0,202.0,662.5353484844155,688.8982475966259,388.0,130.0
P015091,CBK289839,E19,301.2733558622923,281.6477455496363,211.0,27.0,963.7071660903445,1023.9036811734037,635.0,193.0,1991.7120993608062,942.357897875018,1838.0,617.0,1443.0808927040466,1035.3272693130527,1083.0,312.0,758.5108628877076,747.9042737296411,487.0,200.0
P015091,CBK289839,M11,275.279539228014,245.48285002803865,207.0,24.0,838.2168210114693,1100.106944854264,488.0,127.0,1969.6173945473251,1002.0328798143967,1513.0,365.0,1437.117970202713,1051.5377603958545,1016.0,211.0,672.6446936204466,853.0078170778154,371.0,110.0
P015091,CBK289839,all,286.0521366709216,261.56341942625943,208.0,25.0,917.54964874511,1135.3793111329817,585.0,170.0,1870.0030577624093,942.3932845203805,1585.0,493.0,1355.1651331971118,993.7469570626155,987.0,261.0,697.8969683308566,767.4907382612055,417.0,148.0
P015091,CBK290181,B06,259.68105898014784,231.79861030217953,202.0,22.0,940.5848356767261,1111.559440405161,567.0,108.0,1518.436077174783,903.4584879375151,1041.0,153.0,1063.7787549773282,849.6941448454629,698.0,108.0,587.4271413942234,667.5504360634332,307.0,62.0
P015091,CBK290181,F05,258.4662215887441,230.48387273306923,202.0,22.0,769.3285848670172,931.8298286169079,468.0,91.0,1530.6206099251258,959.2030720265908,1021.0,162.0,1060.8325096212468,893.8304184135229,678.0,114.0,587.492128605586,656.5191149226715,308.0,63.0
P015091,CBK290181,M02,268.59107665085355,239.02756623127132,206.0,23.0,690.2646363930803,926.8820729070098,392.0,85.0,1534.4290351604177,966.6198686005631,986.0,167.0,1107.8540213239216,929.2589923654233,682.0,124.0,616.2054620818092,656.5811382018851,317.0,71.0
P015091,CBK290181,all,262.2461190732485,233.843761509999,203.0,22.0,800.0593523122745,999.2877909319201,497.0,132.0,1527.8285740867755,943.5396694952684,1020.0,166.0,1077.4884286408321,891.7814895977011,687.0,117.0,597.0415773605396,660.3763088365831,310.0,65.0
P015091,CBK290285,D16,291.5650171944063,271.44678974408197,208.0,26.0,913.9547493236549,927.6301857155682,580.0,164.0,1775.2061931060432,908.7720618283761,1550.0,505.0,1297.9303552954962,970.8634493037207,931.0,256.0,701.5306770595183,729.5679290106413,422.0,162.0
P015091,CBK290285,L19,294.8979081647234,277.7471022091602,213.0,26.0,1054.72331394795,1173.054801537026,611.0,176.0,2049.0226137640984,1006.5321679446248,1707.0,507.0,1523.741522490855,1101.7922917526057,1073.0,249.0,768.4170883106615,756.5229878796171,460.0,144.0
P015091,CBK290285,N20,269.49850103833256,237.9968302483631,207.0,24.0,750.4561027758726,905.6113015562271,415.0,95.0,1447.105867079142,774.5993971344982,1047.0,193.0,1013.6271234377382,758.7375663435264,696.0,127.0,566.4688911751257,629.2098427982368,301.0,74.0
P015091,CBK290285,all,285.3204754658208,263.21750198236373,209.0,25.0,906.3780553491591,1017.0320440216733,543.0,170.0,1757.1115579830946,934.6337785836188,1417.0,453.0,1278.4330004080298,976.8799578713729,930.0,273.0,678.8055521817686,712.1955734720545,395.0,140.0
P015091,CBK290479,D06,213.96612749580856,159.4895315242657,197.0,19.0,630.249582094955,1093.2584365580658,457.0,49.0,877.3869058165676,514.484235651411,791.0,55.0,620.5017400405807,562.6588817271734,527.0,41.0,308.90043898129096,455.32405749081823,233.0,23.0
P015091,CBK290479,E04,213.94423806393843,157.5741313668956,197.0,19.0,538.3705221669715,872.6839326814695,416.0,45.0,906.4683382868465,519.208612653942,821.0,57.0,639.6588396395366,585.1625584309863,546.0,43.0,305.6680648195778,456.3460961005969,234.0,23.0
P015091,CBK290479,K20,216.75070351794696,171.8891573489739,197.0,19.0,664.8232204027587,1119.4680031881264,483.0,45.0,1138.512329199055,522.8104740255811,1052.0,76.0,780.4197625409618,575.4674507557551,685.0,54.0,313.968878600823,456.3176902025896,237.0,24.0
P015091,CBK290479,all,214.88702302589797,163.11305910629397,197.0,19.0,611.1477748882285,1035.783491956881,453.0,51.0,974.1225244341564,531.839976140044,859.0,101.0,680.1934474070264,578.9111884839823,575.0,69.0,309.51246080056393,456.0089928787076,235.0,24.0
P015091,CBK290481,H15,218.87051478433165,172.68813805875064,197.0,19.0,570.8314336372123,1017.2679078594449,392.0,44.0,1018.4230824902835,575.871453136758,907.0,65.0,710.9856413132526,586.2297149377342,599.0,48.0,335.1700718259412,509.5225234859455,237.0,24.0
P015091,CBK290481,N04,210.40222084095413,135.55957273958248,197.0,19.0,456.10151768023167,889.1433234340664,341.0,36.0,824.5799799239826,464.52382113110326,754.0,51.0,575.3105027577732,497.35969608835234,502.0,39.0,285.8878054507697,406.33589785718635,227.0,22.0
P015091,CBK290481,O12,214.40389998666362,163.34846845028977,197.0,19.0,530.3945833809632,1011.4596879640794,390.0,41.0,893.8185731976832,494.4386992989386,815.0,57.0,624.4757536246381,530.7393841147536,541.0,43.0,302.1112818406112,471.80105354376485,230.0,23.0
P015091,CBK290481,all,214.55887853731647,158.02553059687764,197.0,19.0,519.1091782328024,975.5738591048631,374.0,44.0,912.2738785373165,519.9930800659873,820.0,73.0,636.9239658985546,542.264556716812,545.0,52.0,307.72305303910736,464.96591516848827,231.0,23.0
P015091,CBK290547,D03,240.42082225937358,184.14132632332428,200.0,21.0,765.2022665180613,887.9943902529786,493.0,84.0,1385.7866854804909,874.1239676975366,976.0,122.0,1005.2007697235558,875.6356222685484,655.0,91.0,541.9867455894681,637.1156068334416,292.0,53.0
P015091,CBK290547,I18,279.3932145204618,249.32050227267888,208.0,24.0,952.5605752029035,1130.605490815922,561.0,168.0,1656.8190155368845,896.1599448676744,1401.0,439.0,1179.2823650882106,878.8992634861389,840.0,228.0,692.3168042219174,750.9576391018218,395.0,154.0
P015091,CBK290547,O23,267.765505829904,235.70739561569198,207.0,23.0,862.0064728128334,1481.2478875875956,436.0,105.0,1526.500347484187,867.0475423629678,1142.0,213.0,1025.939036327351,761.2982565037643,738.0,134.0,577.9391149881877,644.0741399117808,291.0,74.0
P015091,CBK290547,all,262.52651420324645,225.40874834451134,204.0,23.0,859.9231048445994,1194.2160882096568,495.0,124.0,1523.0353495005209,886.1365714325361,1106.0,239.0,1070.1407237130393,843.9706903227824,723.0,146.0,604.0808882665244,682.4001322852167,305.0,81.0
P015091,CBK290573,B16,209.49865683584818,154.46306370668475,194.0,18.0,795.7863276367932,2058.3387590963816,507.0,53.0,925.7835251867093,546.6698649557148,839.0,58.0,648.2766502105243,504.7976543588254,565.0,44.0,291.38868084133514,394.75536351078176,226.0,23.0
P015091,CBK290573,J06,211.59979159522177,148.31807478242453,196.0,19.0,513.5829435061347,928.0326778429976,378.0,40.0,889.4874116702865,484.9206647864921,814.0,55.0,623.5670833571482,525.4228032971597,543.0,42.0,297.1499062881039,425.3818226833669,231.0,23.0
P015091,CBK290573,K03,211.2338257315958,146.5836760349158,197.0,19.0,487.9531884668877,955.5519102537817,362.0,37.0,896.0115334695549,531.1326987246103,817.0,55.0,632.7637679803003,596.0503169220294,545.0,42.0,302.7134116369456,448.1739140561349,236.0,23.0
P015091,CBK290573,all,210.77742472088858,149.8292175258126,196.0,19.0,599.1074865366052,1422.3729988425448,404.0,63.0,903.7608234421837,521.8067066174926,823.0,57.0,634.8691671826576,543.5922812732014,551.0,43.0,297.0839995887949,423.361736819979,231.0,23.0
P015091,CBK290613,C03,271.17422637078954,239.10243190732535,204.0,24.0,855.3881956590078,1007.0222017071003,539.0,126.0,1660.343244932175,1024.5190757481641,1082.0,254.0,1271.1546357024463,1117.0886083569847,757.0,180.0,673.392469469212,738.087642232629,342.0,99.0
P015091,CBK290613,L14,290.4184414532846,271.9621355707699,209.0,25.0,821.6340637860083,957.1304880883997,517.0,146.0,1778.9041001514631,929.0566586471089,1576.0,537.0,1265.3262271852614,934.718134262451,918.0,244.0,700.5134027063328,727.6144646471383,423.0,157.0
P015091,CBK290613,N11,263.7693817396357,233.27820629584258,204.0,23.0,779.6305958266652,962.7592066225448,459.0,97.0,1616.8611088963191,851.9186620937951,1194.0,210.0,1171.011162098956,867.1091670057826,819.0,139.0,611.3259190434004,665.7348130896673,335.0,77.0
P015091,CBK290613,all,275.12068318790324,248.95149837852702,206.0,24.0,818.8842850905604,976.3842694326034,506.0,128.0,1685.3694846599858,940.3225426933595,1218.0,326.0,1235.8306749955545,979.758915243377,827.0,196.0,661.7439304063151,712.1750146451142,353.0,105.0
P015091,CBK290753,C21,216.42157316910533,141.71278290680692,198.0,19.0,538.7105058537189,703.6998421182802,421.0,48.0,1027.1833254743942,433.0114556895558,933.0,71.0,688.5770042200122,398.24509735469957,610.0,52.0,323.7568995294163,440.752041778338,239.0,26.0
P015091,CBK290753,F18,224.53767792162017,168.35483219130037,199.0,20.0,584.50894623533,825.4503306362302,415.0,52.0,1130.2569297267946,500.3059176519244,1001.0,82.0,765.2348175297211,468.88068026093407,654.0,59.0,359.3087654559137,452.10124455424483,242.0,29.0
P015091,CBK290753,M15,224.59548134811766,167.52940120775514,199.0,20.0,541.8519065786465,947.1455307586882,365.0,45.0,1171.0872228175965,555.8457730777033,1027.0,86.0,795.2232460276634,537.2083196117736,671.0,62.0,375.8681900386755,526.9446801715185,247.0,30.0
P015091,CBK290753,all,221.85157747961438,159.72496331842643,199.0,20.0,555.0237862225651,831.6560524583128,401.0,53.0,1109.509159339595,502.5831029934633,986.0,85.0,749.6783559257989,473.67032988546356,645.0,61.0,352.9779516746685,475.3056931155996,242.0,28.0
P015091,CBK290760,I04,218.65981857757964,156.24574499770588,198.0,19.0,556.063697726147,944.1413300330411,377.0,45.0,989.6289348755906,555.5592652524695,863.0,67.0,699.1503165723594,595.4346860234997,574.0,51.0,350.69270457056854,501.45885168646436,241.0,27.0
P015091,CBK290760,K09,219.41657321673526,154.6338384724228,200.0,19.0,511.2833524329371,813.0003632337605,368.0,44.0,1009.223800130506,447.03620460944444,915.0,69.0,699.891989073693,465.517744674492,608.0,52.0,328.42875259583144,434.6745595218744,238.0,26.0
P015091,CBK290760,N14,221.3622682327389,170.33038590912352,197.0,19.0,554.9441016756211,943.6352844668858,378.0,45.0,998.9448428926612,506.0470233689463,884.0,70.0,697.9522265565463,553.5040022356256,583.0,52.0,358.40934494551135,501.9727578954172,245.0,28.0
P015091,CBK290760,all,219.8128866756846,160.56222512176862,198.0,19.0,540.763717278235,902.6118132767946,374.0,44.0,999.2658592995859,504.89708167425187,887.0,71.0,698.9981774008662,540.8690021549852,589.0,53.0,345.8436007039704,480.5775313691715,241.0,27.0
P015091,CBK290799,D20,217.840620641861,152.77155772209227,198.0,19.0,586.9202181212848,836.6377929479049,429.0,51.0,952.7993099851394,410.27580919050024,861.0,65.0,652.6406973260555,415.14382038800096,566.0,49.0,332.8186161360692,434.7496385934495,235.0,26.0
P015091,CBK290799,F04,214.42632234987045,148.19701048982455,197.0,19.0,574.3366081056622,883.7658111259091,419.0,47.0,918.9243853356958,491.72910157728785,815.0,60.0,641.1874482738912,531.8592581362418,539.0,45.0,334.41445192234414,473.32070456374646,238.0,25.0
P015091,CBK290799,K02,213.25350160989177,137.70688909940245,197.0,19.0,519.2588660741503,926.467438479756,369.0,40.0,992.6899505124981,526.0398455217096,885.0,65.0,702.6385458342859,595.9538713083072,589.0,49.0,341.7508910608139,457.6929487791422,249.0,27.0
P015091,CBK290799,all,215.17348153387442,146.37400528915325,197.0,19.0,560.1718974336991,883.5414926853698,405.0,50.0,954.8045486111112,479.43313012948846,853.0,67.0,665.4888971447442,520.421435586102,565.0,50.0,336.32798637307576,455.5465428752615,241.0,27.0
P015091,CBK290803,E22,212.76870758554335,146.49647520873856,196.0,19.0,543.140474537037,817.8345736569948,423.0,44.0,933.9665553078798,403.11901394855886,861.0,63.0,639.1347060280445,420.01606850438947,568.0,47.0,322.4543399681832,499.7351756913879,234.0,24.0
P015091,CBK290803,F17,221.867337200884,189.76291276389463,196.0,19.0,601.902079951608,996.0482320498135,415.0,48.0,1087.6439185385232,559.053294197244,965.0,75.0,759.386065410189,619.701343107564,636.0,56.0,392.1403877791114,721.1215700010277,241.0,28.0
P015091,CBK290803,L02,208.77420412761012,120.86358302752846,197.0,19.0,571.500765960791,1082.0602064476577,411.0,41.0,960.3353681079485,619.5686622235028,858.0,60.0,723.1958520995275,930.9749003778337,577.0,46.0,332.5358913704085,567.9157767451782,241.0,25.0
P015091,CBK290803,all,214.47008297134582,155.10130355740216,196.0,19.0,572.1811068164786,971.8619446277354,416.0,45.0,993.9819473181171,539.2641148802223,891.0,74.0,707.238874512587,691.5609517610417,592.0,53.0,349.043539705901,604.1844972992482,239.0,26.0
P015091,CBK290810,E05,239.4000874247447,183.70388304030817,201.0,21.0,700.0103413399253,854.1017794878857,458.0,75.0,1300.924933032312,756.510254247122,965.0,115.0,902.7086116112255,716.3164911755651,635.0,83.0,487.7684813195397,553.2113666473797,275.0,47.0
P015091,CBK290810,J17,245.47722081713917,198.1220665291448,202.0,22.0,725.0580113787913,942.2247955736472,432.0,74.0,1505.7498925706827,768.2351281024493,1185.0,153.0,1007.4210391184652,677.6694537871609,767.0,102.0,498.08899758039934,640.5283514740546,275.0,51.0
P015091,CBK290810,L07,237.17789168476605,180.3083600831738,200.0,21.0,670.1650755172611,919.8478116557052,403.0,65.0,1411.3926492007697,739.6061075723643,1104.0,127.0,960.3171517299193,667.9447295048412,724.0,88.0,485.87506982548393,555.5978993283228,280.0,46.0
P015091,CBK290810,all,240.68506664221664,187.56997875917997,201.0,21.0,698.411142745326,906.4413687757086,432.0,75.0,1406.0224916012548,759.5020432502445,1104.0,173.0,956.8156008198699,688.959627100881,718.0,110.0,490.57751624180764,584.5496377552447,277.0,48.0
P015091,CBK290816,E20,278.4519968135574,242.71187458571507,208.0,24.0,922.1380373609206,1390.7059937681759,570.0,156.0,1620.0932124485596,956.09246466773,1400.0,441.0,1098.7563775529645,890.5177172864139,808.0,203.0,661.1566909103033,677.8258925200533,401.0,145.0
P015091,CBK290816,H05,264.1016944111035,223.23300250834257,205.0,23.0,797.2759724365569,922.1444130919546,480.0,117.0,1655.5741034617436,914.468470657133,1166.0,260.0,1163.6404466258955,897.5409384751339,780.0,161.0,607.7888823635878,650.5827991110291,326.0,90.0
P015091,CBK290816,L18,263.947364850061,218.99143177255553,205.0,23.0,762.1841825036199,821.9995648245352,474.0,113.0,1585.444516008421,812.4346230956651,1191.0,270.0,1043.3678096898338,727.8938703733938,766.0,152.0,575.1679417676421,596.3201720843488,320.0,92.0
P015091,CBK290816,all,268.8336853582406,228.646783230729,206.0,23.0,827.1993974336991,1076.1400929802076,508.0,133.0,1620.3706106395748,896.8230216655219,1210.0,307.0,1101.921544622898,843.737480615988,781.0,171.0,614.7045050138445,643.447080949935,342.0,106.0
P015091,CBK290837,D18,206.23602204313366,133.9618656480159,195.0,18.0,762.1405923496799,1605.0160046326585,521.0,58.0,864.9092155826094,404.5010491414128,813.0,55.0,601.8177210267108,437.7259644093762,544.0,42.0,266.9316072006935,399.5008655907897,216.0,21.0
P015091,CBK290837,F23,209.94003484129706,152.71782335025995,196.0,19.0,905.876381553879,2538.1980826521203,489.0,57.0,1026.4207655559367,600.8198860606036,937.0,65.0,718.7795945978129,641.7481012663253,621.0,49.0,293.9240205618427,520.3521849375262,225.0,23.0
P015091,CBK290837,H17,208.73209867017223,143.996650616602,195.0,18.0,740.9737147776634,1494.7733040584183,495.0,57.0,938.8216956494817,495.99629331075363,871.0,60.0,656.7102413408779,539.6346171853621,581.0,45.0,291.7106153311233,505.62686551217234,222.0,22.0
P015091,CBK290837,all,208.30271851820098,143.7714468776918,195.0,18.0,802.9968962270741,1938.1239566082386,502.0,58.0,943.3838922626759,511.1073494758503,870.0,70.0,659.1025189884672,548.1784350267071,581.0,51.0,284.1887476978865,478.3565713402793,221.0,22.0
P015091,CBK290945,C14,229.48326643709038,196.5008461347641,198.0,20.0,842.4710976318397,1395.964676125425,529.0,64.0,1065.3102381258573,649.0947584127417,882.0,72.0,761.8921537541914,676.6005141190227,583.0,54.0,408.33323947854745,606.170951738042,249.0,30.0
P015091,CBK290945,E15,238.86799856633897,220.5663265556537,200.0,20.0,773.2169053164533,1241.1208558292558,478.0,62.0,1206.571949159808,740.8795322306248,966.0,84.0,873.2285897729005,796.3906203448909,636.0,63.0,462.79124626105016,692.2727378520016,260.0,34.0
P015091,CBK290945,H03,220.6757571254382,168.2889254570183,197.0,19.0,622.4075134316415,1024.4449178775246,409.0,47.0,1037.0738409731748,696.0075207520541,857.0,65.0,757.030357557918,770.8496880953317,573.0,49.0,391.9499155044963,572.2825611517479,256.0,29.0
P015091,CBK290945,all,229.67567404295585,196.4253749126823,198.0,20.0,746.0318387933115,1233.4110260895357,472.0,71.0,1102.9853427529467,700.2730134795047,899.0,81.0,797.38370036167,751.6373254262878,596.0,58.0,421.02480041469795,626.349997140227,255.0,31.0
P015091,CBK291020,C08,222.10966092249657,178.23217827969737,197.0,19.0,724.9169885497638,1137.2002179343463,495.0,56.0,991.0282341916247,583.0893550425385,853.0,63.0,713.7336907483615,650.6304256504274,567.0,48.0,369.240809589811,535.3881662681143,249.0,27.0
P015091,CBK291020,I10,228.94769154378145,204.81340190234476,199.0,20.0,895.8705379324798,1246.665488253909,631.0,60.0,1324.5920424430346,742.1808897923696,1133.0,92.0,957.7753625828761,898.0115841679857,743.0,66.0,423.2589928888508,637.5488932015779,270.0,31.0
P015091,CBK291020,N19,224.07904042352538,182.75795043260675,200.0,20.0,545.6530551745161,1002.3232632656943,366.0,41.0,1013.3359553850404,545.5701225835471,895.0,67.0,700.5047155540313,560.0454240814045,587.0,49.0,348.14808525281967,521.4143471218376,241.0,26.0
P015091,CBK291020,all,225.04546429660112,188.98014685279102,199.0,20.0,722.1468605522532,1142.1308670470933,506.0,115.0,1109.6520773399,647.5646757668217,936.0,119.0,790.6712562950896,726.9499775354042,621.0,81.0,380.2159625771605,568.0327180672442,253.0,30.0
P015091,CBK291055,D19,212.37326262669563,150.80561511311424,196.0,19.0,583.0619674735177,1072.39790955977,419.0,44.0,949.5722530864198,478.019772244489,870.0,60.0,659.3273599441777,496.0162002277535,576.0,45.0,303.7104944225347,462.17671019162754,226.0,23.0
P015091,CBK291055,H22,209.897418600442,134.97069336295567,197.0,19.0,484.8416864807194,912.2771800224759,365.0,38.0,899.1767232510288,446.12688071505187,841.0,58.0,616.6007884659351,436.7031989620414,558.0,43.0,275.63460919638777,390.09491471341266,220.0,21.0
P015091,CBK291055,I17,219.42663999390336,180.90318656598748,197.0,19.0,609.2615511164456,1512.00198706635,371.0,40.0,1024.8402539866256,702.3322955586611,901.0,64.0,721.8377609405959,695.3549154538906,596.0,48.0,342.4504641537113,575.5902655474714,234.0,24.0
P015091,CBK291055,all,213.89910707368034,156.77401980594829,197.0,19.0,559.0550683568943,1194.018646794136,384.0,44.0,957.8630767746913,556.4175643802434,870.0,63.0,665.9219697835696,555.5366345028206,576.0,47.0,307.2651892575446,482.81695660009,227.0,23.0
P015091,CBK303867,F08,217.75466823369152,157.90324737904,199.0,19.0,575.4010432146396,971.0751995789237,411.0,46.0,1005.6363147290809,578.2134224973379,899.0,65.0,706.5083274986664,598.1614775737586,597.0,49.0,326.8820743312757,498.4532961938493,232.0,24.0
P015091,CBK303867,L20,207.02628707990397,101.97284788907707,197.0,19.0,820.7454210009907,1224.9594027599749,609.0,54.0,1221.1175044057688,953.6400580123291,1053.0,79.0,1008.2559532655083,1684.0341699879525,713.0,58.0,341.5133658645786,569.1108280167518,239.0,24.0
