plate,compound,mean_C1,std_C1,median_C1,mad_C1,mean_C2,std_C2,median_C2,mad_C2,mean_C3,std_C3,median_C3,mad_C3,mean_C4,std_C4,median_C4,mad_C4,mean_C5,std_C5,median_C5,mad_C5,mean_C6,std_C6,median_C6,mad_C6
P015091,CBK290573,11773.721,1004.16705,11730.0,735.0,11772.833,1000.91156,11728.0,733.0,11771.991,999.5738,11727.0,732.0,11771.242,1000.5849,11727.0,731.0,11770.689,1002.10156,11727.0,731.0,11769.711,1002.8087,11726.0,731.0
P015091,CBK290613,10403.657,733.4961,10344.0,473.0,10403.13,726.51465,10343.0,470.0,10401.628,722.3909,10338.0,468.0,10400.854,725.2265,10336.0,470.0,10400.373,728.9583,10336.0,472.0,10399.789,729.89417,10335.0,473.0
P015091,CBK290753,10937.941,1167.2579,10725.0,745.0,10933.878,1162.4899,10722.0,743.0,10930.538,1156.282,10718.0,741.0,10930.711,1155.8318,10720.0,742.0,10933.623,1156.3851,10727.0,743.0,10935.469,1157.7411,10730.0,749.0
P015091,CBK290760,11964.049,1331.0615,11689.0,922.0,11963.488,1326.6545,11687.0,920.0,11965.245,1324.9133,11685.0,921.0,11963.472,1324.559,11683.0,921.0,11960.95,1325.4998,11683.0,921.0,11960.103,1326.3448,11682.0,921.0
P015091,CBK290799,11944.444,701.2288,12014.0,446.0,11950.526,689.27496,12019.0,436.0,11951.809,682.96747,12018.0,433.0,11950.511,684.66864,12015.0,434.0,11949.677,688.06726,12013.0,436.0,11949.402,687.76825,12014.0,436.0
P015091,CBK290803,10872.437,661.56256,10914.0,446.0,10873.582,658.33624,10914.0,445.0,10872.655,653.4259,10912.0,445.0,10867.371,655.1158,10908.0,446.0,10864.401,657.01056,10905.0,447.0,10863.78,656.9713,10904.0,447.0
P015091,CBK290810,10722.647,1055.8859,10958.0,740.0,10721.933,1051.6663,10960.0,734.0,10721.223,1047.1259,10962.0,728.0,10721.087,1047.9745,10960.0,728.0,10720.069,1050.8142,10956.0,731.0,10719.375,1051.6565,10953.0,733.0
P015091,CBK290816,11876.92,1058.5875,12011.0,728.0,11875.364,1050.7528,12010.0,723.0,11875.508,1046.7633,12008.0,720.0,11876.394,1045.3535,12005.0,718.0,11876.286,1050.4448,12004.0,721.0,11873.8125,1053.4996,12003.0,724.0
P015091,CBK290837,12142.728,904.81744,12101.0,663.0,12140.916,898.8006,12099.0,661.0,12138.639,892.5982,12094.0,655.0,12139.967,890.4882,12095.0,648.0,12139.195,893.35126,12096.0,648.0,12136.425,894.45905,12093.0,649.0
P015091,CBK290945,10943.255,697.95844,10923.0,478.0,10942.093,692.21185,10921.0,476.0,10941.417,686.4863,10919.0,471.0,10946.523,685.2938,10926.0,465.0,10947.606,688.5336,10927.0,468.0,10947.836,689.67316,10928.0,469.0
P015091,CBK291020,9836.742,1380.9554,9531.0,953.0,9833.075,1379.2639,9524.0,951.0,9829.535,1379.1682,9516.0,946.0,9827.305,1381.2878,9513.0,948.0,9824.878,1383.289,9511.0,951.0,9823.1,1384.3345,9511.0,953.0
P015091,CBK291055,11012.248,2449.3997,11415.0,2232.0,11015.007,2447.5999,11417.0,2228.0,11014.36,2445.9722,11414.0,2228.0,11011.75,2445.5505,11411.0,2229.0,11007.315,2446.4636,11405.0,2234.0,11003.71,2445.7378,11401.0,2236.0
P015091,CBK303867,10832.224,938.34015,10871.0,642.0,10829.603,933.1024,10869.0,640.0,10828.353,929.58374,10866.0,638.0,10826.021,930.0635,10862.0,639.0,10823.318,930.7187,10859.0,639.0,10820.838,929.4462,10857.0,639.0
P015091,CBK303885,11049.743,999.3664,11118.0,739.0,11048.636,994.44556,11119.0,737.0,11047.771,991.63403,11120.0,736.0,11047.111,993.0501,11118.0,736.0,11046.18,996.3224,11116.0,737.0,11045.47,997.1186,11115.0,737.0
P015091,CBK303971,11795.689,1418.9873,11677.0,1020.0,11795.012,1416.2051,11676.0,1019.0,11794.359,1413.9418,11677.0,1019.0,11793.404,1414.7465,11675.0,1020.0,11792.182,1415.986,11673.0,1021.0,11791.595,1415.6101,11672.0,1021.0
P015091,CBK307768,11819.668,832.2478,11816.0,589.0,11819.031,827.11115,11814.0,588.0,11818.419,821.1356,11813.0,584.0,11817.536,821.59424,11810.0,583.0,11817.279,825.61285,11810.0,585.0,11816.576,828.1463,11809.0,586.0
P015091,CBK308137,12114.495,1503.9905,12232.0,1232.0,12113.318,1500.938,12233.0,1231.0,12112.03,1497.8706,12230.0,1231.0,12117.553,1501.1274,12238.0,1236.0,12118.682,1504.545,12237.0,1238.0,12117.446,1505.2528,12235.0,1238.0
P015091,CBK308232,11378.547,1143.9385,11375.0,832.0,11376.8125,1140.8899,11373.0,831.0,11372.868,1140.502,11369.0,832.0,11371.297,1141.4128,11366.0,833.0,11370.34,1142.547,11364.0,834.0,11369.624,1143.078,11364.0,835.0
P015091,CBK308260,12224.336,2192.8838,11292.0,1048.0,12223.297,2190.6162,11289.0,1044.0,12221.455,2189.1985,11276.0,1028.0,12220.467,2190.9128,11274.0,1029.0,12219.763,2193.2292,11274.0,1036.0,12223.192,2192.5168,11286.0,1052.0
P015091,CBK308266,10205.73,1655.0781,10205.0,1552.0,10207.766,1653.0537,10212.0,1551.0,10207.418,1651.1031,10210.0,1549.0,10206.34,1651.3683,10209.0,1550.0,10204.446,1653.1791,10204.0,1550.0,10205.18,1655.2732,10205.0,1552.0
P015091,CBK308430,12280.603,2237.477,11327.0,1051.0,12279.875,2234.3916,11323.0,1046.0,12278.899,2232.802,11317.0,1041.0,12278.046,2233.4446,11316.0,1043.0,12277.254,2235.4277,11317.0,1047.0,12276.849,2235.582,11318.0,1048.0
P015091,CBK308482,10320.675,1055.7628,10094.0,725.0,10320.377,1053.1104,10093.0,723.0,10318.897,1051.7446,10089.0,721.0,10318.264,1053.7377,10088.0,723.0,10317.128,1054.517,10087.0,724.0,10316.329,1055.3223,10086.0,724.0
P015091,CBK308657,10517.5625,1908.7441,11100.0,1317.0,10513.89,1904.0107,11100.0,1305.0,10513.802,1902.2115,11103.0,1297.0,10512.063,1902.3096,11098.0,1298.0,10511.174,1903.253,11096.0,1299.0,10510.672,1903.4937,11095.0,1302.0
P015091,CBK308696,11625.087,1596.5538,11696.0,1363.0,11623.228,1592.5747,11695.0,1364.0,11621.913,1587.8789,11694.0,1365.0,11617.334,1583.5908,11691.0,1365.0,11616.029,1584.4856,11689.0,1365.0,11615.669,1584.6376,11689.0,1364.0
P015091,CBK308923,10788.249,739.5734,10803.0,545.0,10787.584,732.2158,10803.0,542.0,10784.12,724.8755,10796.0,539.0,10783.589,724.24255,10794.0,537.0,10783.678,727.1095,10793.0,537.0,10783.751,727.1441,10793.0,536.0
P015091,CBK309064,10410.969,2636.5598,10287.0,841.0,10410.273,2635.2905,10284.0,836.0,10409.29,2634.454,10282.0,834.0,10408.355,2634.204,10280.0,836.0,10407.37,2633.7175,10279.0,839.0,10406.31,2632.4033,10278.0,840.0
P015091,CBK309488,11282.184,1435.8041,11310.0,1162.0,11280.483,1431.9087,11303.0,1160.0,11279.689,1428.9413,11302.0,1159.0,11278.449,1429.1096,11301.0,1159.0,11280.788,1431.6224,11313.0,1165.0,11276.89,1430.9888,11300.0,1160.0
P015091,CBK309522,10119.217,860.3743,10118.0,598.0,10118.535,854.5346,10117.0,596.0,10117.795,848.5632,10114.0,595.0,10116.729,849.29315,10113.0,593.0,10116.44,851.67847,10114.0,594.0,10115.548,853.0347,10113.0,595.0
P015091,CBK309523,11398.627,734.49207,11464.0,530.0,11396.848,725.2006,11463.0,527.0,11400.023,718.7207,11466.0,526.0,11394.566,721.2889,11455.0,524.0,11395.025,727.80756,11454.0,526.0,11394.362,730.43066,11454.0,527.0
P015091,CBK309545,10801.733,722.48126,10837.0,531.0,10801.603,717.3096,10836.0,529.0,10800.853,712.23926,10833.0,528.0,10800.251,712.72406,10830.0,527.0,10799.696,714.56146,10828.0,527.0,10798.742,713.99927,10828.0,527.0
P015091,CBK309553,10513.785,910.4361,10578.0,606.0,10506.304,912.56024,10573.0,609.0,10501.389,913.6562,10568.0,610.0,10496.913,917.4219,10564.0,612.0,10491.997,921.75604,10561.0,616.0,10487.04,925.3543,10557.0,620.0
P015091,dmso,11817.044,1515.9597,11578.0,1188.0,11813.881,1510.2904,11575.0,1188.0,11812.849,1505.8877,11575.0,1188.0,11813.073,1505.4828,11586.0,1188.0,11810.894,1506.658,11586.0,1185.0,11808.197,1506.7047,11583.0,1184.0
P015091,plate,11124.246,1488.1613,11044.0,934.0,11123.371,1485.0674,11043.0,932.0,11122.624,1482.8893,11041.0,931.0,11121.857,1483.7217,11040.0,932.0,11120.557,1485.3351,11039.0,933.0,11119.592,1485.6041,11038.0,933.0
P015092,CBK288327,11875.294,1707.7539,11199.0,884.0,11874.328,1705.6127,11195.0,879.0,11873.793,1703.7542,11192.0,878.0,11873.005,1703.7671,11192.0,881.0,11875.54,1702.5713,11198.0,883.0,11875.61,1702.1509,11199.0,882.0
P015092,CBK288347,11621.372,1594.8502,11942.0,1275.0,11621.319,1594.7039,11942.0,1277.0,11619.213,1592.3508,11941.0,1273.0,11618.345,1592.7357,11941.0,1272.0,11618.66,1592.9216,11941.0,1272.0,11617.563,1592.2687,11942.0,1274.0
P015092,CBK288351,12410.619,1003.2032,12357.0,795.0,12407.041,994.0874,12351.0,791.0,12403.962,989.63165,12348.0,788.0,12402.09,991.653,12346.0,786.0,12400.363,993.4817,12345.0,784.0,12397.742,992.383,12343.0,783.0
P015092,CBK289978,9248.83,1121.779,9306.0,871.0,9249.605,1116.5189,9308.0,865.0,9247.077,1114.382,9303.0,863.0,9245.542,1115.0107,9300.0,865.0,9244.253,1116.3523,9298.0,866.0,9242.732,1116.9497,9298.0,866.0
P015092,CBK290154,10976.9375,1444.4133,11133.0,1134.0,10980.115,1439.9714,11145.0,1130.0,10976.729,1437.7081,11135.0,1124.0,10974.178,1439.1061,11127.0,1125.0,10973.113,1441.5475,11125.0,1127.0,10971.927,1441.7996,11124.0,1128.0
P015092,CBK290608,11058.452,1862.1501,11410.0,1529.0,11057.491,1859.0521,11421.0,1529.0,11056.693,1856.8081,11422.0,1525.0,11055.828,1857.819,11417.0,1522.0,11054.763,1859.5746,11413.0,1522.0,11053.858,1859.7325,11411.0,1522.0
P015092,CBK290717,11634.43,967.85144,11624.0,723.0,11633.012,961.30457,11621.0,719.0,11631.863,956.2769,11619.0,717.0,11626.878,957.0707,11613.0,713.0,11625.843,960.54846,11612.0,714.0,11624.95,961.8449,11611.0,714.0
P015092,CBK290852,10604.84,903.0281,10569.0,638.0,10604.036,896.75726,10568.0,636.0,10603.387,894.59106,10568.0,634.0,10602.194,897.90497,10567.0,635.0,10601.3125,899.4358,10565.0,636.0,10600.478,899.59125,10564.0,637.0
P015092,CBK290877,10608.918,790.99365,10699.0,519.0,10608.139,785.51587,10699.0,516.0,10607.376,780.04614,10697.0,511.0,10606.407,780.8211,10694.0,511.0,10605.862,784.3664,10693.0,514.0,10604.759,785.79834,10693.0,516.0
P015092,CBK293875,11408.653,1950.9167,10723.0,1186.0,11407.478,1948.7971,10721.0,1182.0,11406.354,1947.695,10718.0,1179.0,11405.493,1947.8829,10717.0,1181.0,11404.198,1949.1655,10717.0,1185.0,11403.112,1949.0577,10717.0,1186.0
P015092,CBK293908,10593.468,911.0124,10618.0,645.0,10592.077,904.4288,10616.0,642.0,10591.06,901.73926,10614.0,641.0,10589.806,903.7482,10611.0,642.0,10588.3,905.8097,10609.0,643.0,10586.855,905.74054,10608.0,643.0
P015092,CBK303909,11180.463,1061.9526,11000.0,756.0,11180.363,1058.7435,10997.0,755.0,11177.648,1053.9889,10994.0,752.0,11175.609,1055.5688,10990.0,751.0,11175.025,1057.9354,10990.0,751.0,11174.233,1057.5671,10990.0,750.0
P015092,CBK308126,10830.884,1565.0168,11287.0,1078.0,10829.707,1561.5028,11287.0,1069.0,10824.213,1556.3114,11282.0,1056.0,10823.506,1557.5802,11281.0,1057.0,10822.102,1559.0195,11279.0,1059.0,10821.211,1559.1963,11278.0,1059.0
P015092,CBK309059,10470.766,1661.9697,10685.0,1459.0,10469.833,1659.2432,10686.0,1460.0,10468.968,1657.8105,10685.0,1457.0,10467.627,1659.0945,10680.0,1455.0,10466.755,1660.6658,10678.0,1455.0,10466.26,1660.6166,10678.0,1455.0
P015092,CBK309070,10753.336,918.24493,10666.0,650.0,10752.837,914.2461,10666.0,648.0,10751.686,911.4717,10664.0,647.0,10751.223,912.9196,10663.0,648.0,10750.25,915.3002,10661.0,649.0,10749.479,916.1516,10661.0,650.0
P015092,CBK309133,12189.027,956.35724,12108.0,639.0,12188.09,952.2039,12107.0,637.0,12187.0205,948.9083,12104.0,635.0,12187.7,949.77405,12106.0,635.0,12186.769,953.1409,12103.0,638.0,12184.575,953.20636,12102.0,638.0
P015092,dmso,11662.234,1465.6101,11805.0,975.0,11661.159,1461.3691,11803.0,973.0,11660.325,1459.0554,11804.0,971.0,11659.242,1461.816,11802.0,972.0,11658.051,1464.4025,11800.0,972.0,11658.611,1463.6775,11800.0,972.0
P015092,plate,11172.954,1531.7938,11151.0,1045.0,11172.277,1528.2112,11150.0,1043.0,11170.597,1525.9331,11148.0,1040.0,11169.25,1527.0852,11146.0,1040.0,11168.421,1528.676,11146.0,1040.0,11167.622,1528.6389,11145.0,1041.0
P015093,CBK288327,10987.0625,805.02594,11006.0,535.0,10985.323,800.70337,11004.0,532.0,10983.659,799.02704,11002.0,533.0,10984.245,801.3786,11002.0,535.0,10982.291,803.94727,11000.0,537.0,10981.169,803.8578,10998.0,536.0
P015093,CBK288347,10517.838,739.3872,10528.0,530.0,10515.825,737.2756,10524.0,530.0,10515.395,735.09955,10525.0,528.0,10515.655,736.1013,10524.0,529.0,10514.113,737.0837,10523.0,529.0,10512.983,737.22345,10522.0,529.0
P015093,CBK288351,10181.188,1953.5634,9281.0,826.0,10179.6455,1950.4668,9279.0,826.0,10177.678,1949.487,9276.0,826.0,10175.397,1951.2273,9273.0,825.0,10173.928,1952.616,9270.0,825.0,10172.712,1952.6824,9269.0,826.0
P015093,CBK289978,11036.634,1224.1119,11056.0,957.0,11035.693,1218.7987,11054.0,956.0,11034.852,1214.6472,11051.0,956.0,11033.995,1216.8163,11049.0,957.0,11033.1875,1220.0055,11049.0,956.0,11032.446,1221.5319,11049.0,955.0
P015093,CBK290154,10330.073,956.18994,10300.0,688.0,10329.02,951.87933,10299.0,685.0,10328.031,949.6155,10298.0,683.0,10327.087,950.61975,10296.0,684.0,10326.928,954.25653,10293.0,686.0,10324.879,953.4068,10292.0,685.0
P015093,CBK290608,10524.391,1539.9463,10751.0,1111.0,10527.643,1540.8146,10752.0,1117.0,10529.341,1532.49,10750.0,1103.0,10527.577,1529.706,10749.0,1096.0,10524.758,1533.8516,10748.0,1096.0,10523.318,1534.9524,10746.0,1097.0
P015093,CBK290717,10339.955,1268.5869,10187.0,936.0,10339.016,1263.9487,10180.0,933.0,10338.347,1260.1636,10176.0,933.0,10337.53,1262.3881,10177.0,935.0,10336.442,1266.1284,10177.0,937.0,10336.241,1267.4769,10177.0,937.0
P015093,CBK290852,10540.63,821.4716,10526.0,579.0,10537.508,815.2822,10524.0,575.0,10535.351,810.8306,10520.0,573.0,10534.682,811.8364,10517.0,574.0,10538.311,820.4398,10516.0,577.0,10535.673,820.29083,10515.0,577.0
P015093,CBK290877,10302.022,1039.1749,10245.0,825.0,10301.44,1033.8239,10244.0,824.0,10301.017,1030.6321,10242.0,825.0,10299.953,1032.7722,10239.0,824.0,10299.97,1036.3799,10239.0,824.0,10298.289,1035.5027,10239.0,824.0
P015093,CBK293875,11503.458,1320.736,11209.0,859.0,11501.867,1315.6133,11203.0,854.0,11501.457,1310.2388,11199.0,855.0,11500.165,1311.9592,11197.0,857.0,11499.242,1315.9652,11196.0,858.0,11498.2295,1317.3904,11196.0,859.0
P015093,CBK293908,10374.514,772.65314,10443.0,507.0,10372.243,764.46796,10439.0,504.0,10367.436,759.1598,10429.0,501.0,10364.129,763.65906,10423.0,502.0,10361.691,770.26294,10420.0,505.0,10359.478,772.243,10418.0,506.0
P015093,CBK303909,11047.231,1487.0708,11333.0,1216.0,11045.248,1483.6981,11337.0,1214.0,11044.76,1481.6815,11344.0,1208.0,11043.223,1483.7515,11340.0,1207.0,11042.68,1486.5469,11336.0,1208.0,11041.8545,1487.052,11335.0,1208.0
P015093,CBK308126,8689.698,1607.328,8604.0,1356.0,8690.584,1606.1025,8609.0,1363.0,8687.7705,1604.3308,8605.0,1363.0,8687.125,1604.8735,8603.0,1362.0,8686.717,1606.0078,8600.0,1361.0,8685.354,1606.2238,8598.0,1361.0
P015093,CBK309059,9623.184,753.88477,9628.0,534.0,9619.402,742.7316,9627.0,529.0,9617.535,735.2965,9623.0,525.0,9616.408,738.26556,9618.0,527.0,9612.17,743.4677,9609.0,529.0,9612.646,746.4018,9609.0,532.0
P015093,CBK309070,10996.784,988.3981,11070.0,691.0,10996.082,981.19226,11071.0,686.0,10995.465,978.18384,11071.0,683.0,10994.643,980.8294,11069.0,684.0,10993.674,984.5926,11065.0,686.0,10992.384,985.59033,11064.0,687.0
P015093,CBK309133,9844.334,816.75116,9884.0,572.0,9844.081,813.5706,9883.0,571.0,9846.583,806.5197,9883.0,565.0,9847.315,806.27686,9883.0,564.0,9846.988,808.15656,9883.0,565.0,9845.88,808.5626,9882.0,566.0
P015093,dmso,9906.146,883.1571,9897.0,586.0,9905.053,877.52264,9896.0,583.0,9903.355,874.77637,9891.0,582.0,9901.905,876.16547,9888.0,583.0,9900.96,878.54156,9887.0,584.0,9899.78,879.3642,9887.0,585.0
P015093,plate,10352.879,1307.1135,10326.0,853.0,10351.877,1303.3818,10324.0,851.0,10350.747,1300.5018,10322.0,849.0,10349.638,1301.6859,10321.0,850.0,10348.733,1304.4374,10319.0,851.0,10347.394,1304.9722,10318.0,851.0
P015094,CBK041804,11655.085,1169.0176,11495.0,749.0,11653.383,1165.3135,11492.0,747.0,11649.387,1165.3507,11489.0,750.0,11648.412,1166.7283,11488.0,751.0,11647.774,1169.28,11488.0,752.0,11646.564,1169.9805,11486.0,752.0
P015094,CBK277926,10572.689,707.9499,10607.0,501.0,10570.793,700.77454,10605.0,497.0,10568.956,696.2994,10600.0,495.0,10566.929,696.04535,10598.0,495.0,10571.184,701.51013,10604.0,500.0,10577.153,707.16595,10609.0,504.0
P015094,CBK277950,11829.58,1051.1545,11828.0,682.0,11829.397,1044.6472,11826.0,679.0,11828.711,1038.4475,11826.0,675.0,11827.266,1038.507,11824.0,676.0,11826.392,1040.9662,11823.0,678.0,11826.171,1041.1249,11822.0,679.0
P015094,CBK277970,10306.973,1458.0266,9928.0,1039.0,10306.215,1454.0925,9924.0,1037.0,10305.351,1450.9398,9919.0,1037.0,10303.771,1452.5458,9917.0,1038.0,10303.257,1454.8427,9918.0,1039.0,10302.276,1455.7274,9919.0,1040.0
P015094,CBK278031,9936.442,1303.5896,9516.0,777.0,9935.762,1299.7684,9514.0,777.0,9935.142,1297.8356,9510.0,776.0,9934.225,1298.8806,9508.0,775.0,9933.246,1300.4583,9508.0,776.0,9932.647,1300.4442,9508.0,776.0
P015094,CBK278729,10288.184,1577.4315,10683.0,1166.0,10284.058,1574.8197,10686.0,1158.0,10281.78,1574.3826,10686.0,1153.0,10280.576,1577.6941,10682.0,1154.0,10278.1,1580.4423,10678.0,1156.0,10275.49,1583.2017,10676.0,1158.0
P015094,CBK289918H,9255.096,1051.5264,9199.0,801.0,9253.918,1047.366,9199.0,800.0,9253.003,1044.8468,9199.0,800.0,9252.154,1044.7435,9198.0,799.0,9250.971,1046.0577,9196.0,800.0,9249.885,1046.1614,9195.0,801.0
P015094,CBK289987,9606.798,903.0632,9702.0,441.0,9606.035,898.8256,9700.0,439.0,9605.629,895.9194,9698.0,437.0,9604.692,896.06995,9695.0,437.0,9604.202,896.7653,9694.0,438.0,9603.451,895.82733,9694.0,439.0
P015094,CBK290205,10465.961,975.9209,10428.0,682.0,10458.614,975.6471,10421.0,685.0,10452.228,976.99304,10414.0,686.0,10446.479,982.3827,10406.0,691.0,10440.456,988.32996,10399.0,696.0,10434.617,992.5619,10393.0,701.0
P015094,CBK290351,10670.301,1179.8451,10529.0,775.0,10666.449,1174.1528,10523.0,769.0,10663.93,1170.8794,10521.0,769.0,10661.6,1170.6305,10520.0,770.0,10659.167,1171.263,10517.0,769.0,10656.56,1170.0438,10515.0,768.0
P015094,CBK290352,9868.767,901.5352,9927.0,671.0,9867.46,897.7118,9927.0,670.0,9866.37,894.39575,9928.0,668.0,9865.789,895.6338,9926.0,667.0,9864.852,898.1363,9923.0,668.0,9863.691,899.1103,9922.0,668.0
P015094,CBK290655,9581.993,1199.4712,9592.0,680.0,9582.164,1194.9572,9593.0,679.0,9584.544,1191.1886,9598.0,678.0,9583.359,1190.913,9596.0,680.0,9581.033,1191.4655,9591.0,681.0,9578.29,1191.0652,9586.0,681.0
P015094,CBK290883,9260.3,1261.6771,9174.0,838.0,9259.106,1257.3075,9173.0,835.0,9257.63,1254.9725,9170.0,836.0,9256.0,1255.9873,9167.0,837.0,9254.6455,1257.0327,9165.0,838.0,9253.645,1257.0076,9164.0,838.0
P015094,CBK290993,11531.343,1147.1368,11473.0,728.0,11528.309,1139.2802,11470.0,725.0,11525.785,1133.7415,11467.0,723.0,11522.867,1133.3348,11464.0,723.0,11519.379,1134.3589,11463.0,724.0,11513.899,1130.0201,11460.0,722.0
P015094,CBK308108,9995.904,1479.104,10515.0,968.0,9995.098,1476.9193,10518.0,962.0,9994.478,1475.8805,10519.0,959.0,9993.464,1476.8031,10515.0,962.0,9992.607,1477.8766,10511.0,965.0,9992.549,1477.9104,10510.0,965.0
P015094,CBK308321,9858.908,1503.5205,9403.0,976.0,9858.266,1500.4747,9400.0,974.0,9857.489,1498.3641,9397.0,974.0,9856.671,1498.5908,9395.0,975.0,9855.698,1500.1493,9395.0,977.0,9854.589,1500.4503,9395.0,978.0
P015094,CBK308723,11075.642,927.61633,11180.0,570.0,11073.483,921.7027,11176.0,567.0,11071.861,919.36914,11173.0,564.0,11069.985,922.7839,11171.0,565.0,11067.535,927.55585,11169.0,568.0,11064.922,929.47363,11167.0,569.0
P015094,CBK308811,9398.196,922.7245,9448.0,569.0,9397.183,918.62976,9446.0,567.0,9396.273,915.56085,9443.0,566.0,9395.281,916.13477,9441.0,566.0,9394.21,917.5635,9439.0,567.0,9394.041,917.2507,9439.0,565.0
P015094,CBK308846,10419.19,1312.6298,10553.0,802.0,10415.627,1306.2395,10551.0,798.0,10414.548,1302.741,10550.0,794.0,10413.524,1302.9039,10549.0,794.0,10412.677,1304.0583,10548.0,796.0,10412.036,1304.5144,10547.0,797.0
P015094,CBK309255,10597.653,1406.6444,10513.0,955.0,10596.871,1403.0791,10510.0,952.0,10596.464,1400.4354,10509.0,951.0,10595.661,1400.9934,10509.0,953.0,10594.678,1402.5865,10507.0,955.0,10594.1045,1403.0905,10507.0,955.0
P015094,CBK309483,10969.65,969.36774,11065.0,643.0,10969.072,965.7395,11064.0,641.0,10968.231,962.06824,11062.0,638.0,10967.071,962.6581,11061.0,638.0,10966.064,964.7422,11060.0,639.0,10964.949,966.0723,11059.0,640.0
P015094,dmso,10945.687,1088.4385,10998.0,673.0,10943.82,1082.6643,10995.0,670.0,10941.478,1079.2417,10991.0,668.0,10939.349,1079.5923,10988.0,668.0,10937.748,1080.2003,10987.0,669.0,10936.214,1079.5342,10986.0,668.0
P015094,plate,10408.438,1381.6287,10446.0,964.0,10406.641,1377.7687,10444.0,962.0,10405.02,1375.1932,10443.0,960.0,10403.432,1375.7891,10441.0,961.0,10402.083,1377.2557,10439.0,962.0,10400.749,1377.4288,10438.0,963.0
P015095,CBK041804,10584.78,1245.9298,10697.0,1031.0,10583.579,1241.3909,10698.0,1033.0,10582.255,1239.5139,10699.0,1031.0,10580.976,1241.4288,10697.0,1030.0,10579.46,1243.413,10695.0,1029.0,10578.697,1243.4989,10693.0,1028.0
P015095,CBK277926,11557.992,1082.8756,11440.0,853.0,11557.08,1076.0338,11435.0,853.0,11556.5625,1073.004,11433.0,853.0,11555.528,1074.9353,11435.0,853.0,11554.636,1078.244,11437.0,854.0,11553.824,1079.1624,11437.0,854.0
P015095,CBK277950,11167.797,1045.342,11093.0,702.0,11166.56,1039.5405,11090.0,699.0,11165.915,1035.9253,11086.0,697.0,11164.766,1037.2731,11083.0,698.0,11163.974,1039.9509,11082.0,700.0,11162.906,1041.0352,11081.0,701.0
P015095,CBK277970,10359.421,1100.2238,10331.0,845.0,10358.798,1094.4938,10331.0,843.0,10357.907,1090.9181,10328.0,843.0,10357.721,1092.8529,10326.0,845.0,10356.315,1096.3638,10324.0,846.0,10355.546,1097.1587,10323.0,845.0
P015095,CBK278031,10767.164,1135.2201,10614.0,655.0,10766.345,1129.5988,10609.0,650.0,10765.11,1125.3527,10605.0,649.0,10764.63,1127.1913,10604.0,654.0,10763.568,1129.3026,10604.0,656.0,10762.62,1130.1681,10603.0,656.0
P015095,CBK278729,11303.401,1637.4221,10742.0,920.0,11302.303,1634.6438,10736.0,915.0,11301.713,1632.9839,10734.0,916.0,11300.444,1633.585,10735.0,919.0,11299.804,1635.3712,10735.0,920.0,11298.341,1635.3651,10734.0,920.0
P015095,CBK289918H,10998.225,1157.5476,10909.0,864.0,10996.366,1151.1069,10905.0,860.0,10994.584,1147.1455,10900.0,860.0,10993.164,1149.3066,10899.0,862.0,10991.764,1152.366,10899.0,864.0,10990.274,1152.9572,10898.0,864.0
P015095,CBK289987,11710.706,2162.27,11665.0,2096.0,11710.234,2159.9324,11663.0,2099.0,11709.459,2158.3738,11662.0,2101.0,11708.781,2159.156,11657.0,2100.0,11707.979,2160.566,11655.0,2098.0,11707.595,2161.1907,11655.0,2097.0
P015095,CBK290205,10483.787,1037.3461,10507.0,770.0,10482.582,1030.6819,10507.0,771.0,10481.74,1026.3751,10513.0,772.0,10480.664,1028.2186,10513.0,771.0,10479.779,1031.9478,10510.0,770.0,10478.784,1033.3513,10508.0,770.0
P015095,CBK290351,10016.735,829.2252,10064.0,627.0,10015.911,821.7559,10062.0,624.0,10014.865,815.30176,10057.0,621.0,10014.037,817.63416,10056.0,620.0,10013.346,823.146,10056.0,622.0,10012.375,824.74243,10056.0,622.0
P015095,CBK290352,9869.067,1129.6096,9652.0,719.0,9868.442,1124.423,9650.0,718.0,9867.622,1120.2024,9648.0,718.0,9866.636,1121.4714,9645.0,719.0,9865.938,1124.9716,9643.0,720.0,9865.323,1126.0061,9642.0,720.0
P015095,CBK290655,10975.844,905.4802,11066.0,692.0,10973.929,898.06213,11065.0,688.0,10971.96,892.5981,11060.0,686.0,10969.606,894.3253,11054.0,687.0,10967.572,897.41016,11051.0,688.0,10965.601,898.42224,11049.0,688.0
P015095,CBK290883,11239.726,1124.0281,11088.0,802.0,11239.133,1120.1205,11085.0,799.0,11238.147,1117.381,11082.0,799.0,11237.361,1119.0125,11079.0,801.0,11236.578,1121.5353,11079.0,802.0,11235.8545,1122.7402,11079.0,804.0
P015095,CBK290993,11620.784,1545.7266,11585.0,1205.0,11619.431,1542.503,11582.0,1206.0,11618.669,1539.6487,11578.0,1205.0,11617.268,1540.5574,11576.0,1205.0,11616.664,1542.3644,11577.0,1206.0,11615.521,1543.316,11576.0,1208.0
P015095,CBK308108,11031.077,889.1058,10986.0,574.0,11030.486,882.5394,10982.0,570.0,11029.78,877.3926,10975.0,566.0,11028.616,880.0256,10971.0,567.0,11027.589,884.35016,10972.0,570.0,11026.762,885.75507,10972.0,571.0
