plate,well,bf_site,fl_site,compound,grit,nuclei_count
P015084,J18,s3,s5,CBK288285,3.671800316831672,40.0
P015084,J18,s4,s6,CBK288285,3.4745578701356843,37.0
P015084,J18,s5,s8,CBK288285,3.851576420660816,40.0
P015084,B23,s1,s2,CBK291084,1.533731195526069,110.0
P015084,B23,s2,s4,CBK291084,1.641041541256505,98.0
P015084,B23,s3,s5,CBK291084,1.325166627391816,73.0
P015084,B23,s4,s6,CBK291084,1.365297687633805,60.0
P015084,B23,s5,s8,CBK291084,1.0494112809439302,115.0
P015084,N02,s1,s2,CBK291084,0.001645438790660069,88.0
P015084,N02,s3,s5,CBK291084,0.15370495174819748,101.0
P015084,N02,s4,s6,CBK291084,0.17078023531132105,108.0
P015084,O21,s1,s2,CBK291084,1.2450302777849942,61.0
P015084,O21,s2,s4,CBK291084,1.8879536132339092,129.0
P015084,O21,s3,s5,CBK291084,1.9983193236794432,62.0
P015084,O21,s4,s6,CBK291084,1.3147819300123926,49.0
P015084,O21,s5,s8,CBK291084,1.6857551409453502,87.0
P015084,D10,s1,s2,CBK290684,1.5430473975961256,80.0
P015084,D10,s2,s4,CBK290684,1.4149853448562095,75.0
P015084,D10,s3,s5,CBK290684,1.009099405244941,110.0
P015084,D10,s5,s8,CBK290684,0.4512460506268721,164.0
P015084,F03,s2,s4,CBK290684,1.4455122968505594,58.0
P015084,F03,s3,s5,CBK290684,0.3515354850721248,73.0
P015084,F03,s5,s8,CBK290684,1.2134746257017743,88.0
P015084,I21,s1,s2,CBK290684,1.4522448724957695,96.0
P015084,I21,s2,s4,CBK290684,1.5371711524888465,145.0
P015084,I21,s3,s5,CBK290684,1.2042345942449064,112.0
P015084,I21,s4,s6,CBK290684,1.6097474695747187,84.0
P015084,I21,s5,s8,CBK290684,0.011459092732426757,90.0
P015084,B03,s1,s2,CBK288349,3.68901321590721,29.0
P015084,B03,s2,s4,CBK288349,4.322954137872839,37.0
P015084,B03,s3,s5,CBK288349,4.470160644970951,41.0
P015084,B03,s4,s6,CBK288349,4.102897044559186,61.0
P015084,B03,s5,s8,CBK288349,4.515125399318468,59.0
P015084,C17,s2,s4,CBK288349,4.363490200715065,42.0
P015084,C17,s3,s5,CBK288349,3.5810622437301456,51.0
P015084,C17,s4,s6,CBK288349,3.926624757741621,41.0
P015084,C17,s5,s8,CBK288349,4.139737605123015,69.0
P015084,L22,s1,s2,CBK288349,4.301339196635014,62.0
P015084,L22,s2,s4,CBK288349,4.231193524258467,50.0
P015084,L22,s3,s5,CBK288349,4.005634617683303,55.0
P015084,L22,s4,s6,CBK288349,3.9897550417967635,41.0
P015084,L22,s5,s8,CBK288349,4.407001385258441,31.0
P015084,D18,s2,s4,CBK290766,5.480045250257867,18.0
P015084,D18,s3,s5,CBK290766,7.179612399266043,16.0
P015084,D18,s5,s8,CBK290766,2.3195589574426543,11.0
P015084,F07,s1,s2,CBK290766,7.033974145660517,12.0
P015084,F07,s3,s5,CBK290766,6.824598136295105,19.0
P015084,F07,s5,s8,CBK290766,6.6956697965954834,23.0
P015084,C10,s1,s2,CBK290772,2.262602367455149,88.0
P015084,C10,s4,s6,CBK290772,2.185749560404938,68.0
P015084,C10,s5,s8,CBK290772,2.6529859283590627,99.0
P015084,D05,s1,s2,CBK290772,2.3768571226803044,106.0
P015084,D05,s2,s4,CBK290772,2.7120418860862747,103.0
P015084,D05,s3,s5,CBK290772,2.4928118042757768,87.0
P015084,D05,s4,s6,CBK290772,2.493693403714841,126.0
P015084,D05,s5,s8,CBK290772,2.1319524231050786,101.0
P015084,L13,s1,s2,CBK290772,2.4557524758207387,147.0
P015084,L13,s2,s4,CBK290772,2.410881583902749,129.0
P015084,L13,s3,s5,CBK290772,2.597676939516034,123.0
P015084,L13,s4,s6,CBK290772,2.1149856909054305,100.0
P015084,L13,s5,s8,CBK290772,2.5070670024499817,110.0
P015084,F05,s1,s2,CBK290829,1.1014815187763287,108.0
P015084,F05,s2,s4,CBK290829,1.3401189603573531,98.0
P015084,F05,s3,s5,CBK290829,1.139143392861561,128.0
P015084,F05,s4,s6,CBK290829,1.6272829753950822,120.0
P015084,F05,s5,s8,CBK290829,0.9385444543378666,121.0
P015084,G08,s1,s2,CBK290829,1.2527033773473986,77.0
P015084,G08,s2,s4,CBK290829,0.9939297668685192,41.0
P015084,G08,s4,s6,CBK290829,1.2669453971318891,118.0
P015084,G08,s5,s8,CBK290829,1.4262037379643178,112.0
P015084,J10,s2,s4,CBK290829,0.9850153747985412,154.0
P015084,J10,s3,s5,CBK290829,0.5344068278749466,123.0
P015084,J10,s4,s6,CBK290829,1.7497566188724074,85.0
P015084,E04,s1,s2,CBK293886,2.8025779378321753,82.0
P015084,I19,s1,s2,CBK293886,3.2513925137187103,75.0
P015084,I19,s2,s4,CBK293886,3.2972074128721567,95.0
P015084,I19,s3,s5,CBK293886,3.37470752861185,86.0
P015084,I19,s5,s8,CBK293886,3.6243022092986936,131.0
P015084,N11,s1,s2,CBK293886,2.978201875509429,122.0
P015084,N11,s2,s4,CBK293886,3.267234464452392,77.0
P015084,N11,s3,s5,CBK293886,3.1947506278677595,92.0
P015084,N11,s5,s8,CBK293886,1.5905330588929838,38.0
P015084,D07,s1,s2,CBK290052,2.0677816316929234,82.0
P015084,D07,s2,s4,CBK290052,3.6287616339611732,102.0
P015084,D07,s3,s5,CBK290052,3.1430532645658387,116.0
P015084,D07,s4,s6,CBK290052,3.2698424677066247,98.0
P015084,D07,s5,s8,CBK290052,3.6244400832508914,148.0
P015084,H18,s1,s2,CBK290052,3.21093383562746,88.0
P015084,H18,s2,s4,CBK290052,3.065645725234829,134.0
P015084,H18,s3,s5,CBK290052,3.6430461266234415,110.0
P015084,H18,s4,s6,CBK290052,3.666155263220421,79.0
P015084,H18,s5,s8,CBK290052,3.0418223536949616,109.0
P015084,O02,s1,s2,CBK290052,3.042087626571943,97.0
P015084,O02,s2,s4,CBK290052,3.1047475525961663,79.0
P015084,O02,s3,s5,CBK290052,3.1644155136257814,59.0
P015084,O02,s5,s8,CBK290052,2.695830647886809,77.0
P015084,J23,s2,s4,CBK303888,3.0593148704604576,6.0
P015084,D06,s1,s2,CBK228145,0.13364993357618088,122.0
P015084,D06,s2,s4,CBK228145,0.5970732222297052,132.0
P015084,D06,s3,s5,CBK228145,0.9736808940508752,148.0
P015084,D06,s4,s6,CBK228145,0.9286325386043902,123.0
P015084,D06,s5,s8,CBK228145,0.741750889848993,139.0
P015084,J14,s1,s2,CBK228145,0.7639778961905813,130.0
P015084,J14,s2,s4,CBK228145,0.7157457926753698,161.0
P015084,J14,s3,s5,CBK228145,1.8119439177006045,151.0
P015084,J14,s4,s6,CBK228145,0.2664391175005806,122.0
P015084,J14,s5,s8,CBK228145,0.7054028913258675,165.0
P015084,L15,s1,s2,CBK228145,1.2510438995031004,140.0
P015084,L15,s2,s4,CBK228145,0.9796057285652771,129.0
P015084,L15,s3,s5,CBK228145,1.687096428636297,112.0
P015084,L15,s4,s6,CBK228145,0.9536235006275492,142.0
P015084,L15,s5,s8,CBK228145,1.2674238658452417,132.0
P015084,E08,s1,s2,CBK309653,0.9257979300532684,151.0
P015084,E08,s2,s4,CBK309653,0.14362816164855352,128.0
P015084,E08,s3,s5,CBK309653,0.9927107188771924,143.0
P015084,E08,s4,s6,CBK309653,1.2953318107488558,158.0
P015084,G12,s1,s2,CBK309653,0.8996168724898488,135.0
P015084,G12,s2,s4,CBK309653,0.7510597976762081,125.0
P015084,G12,s3,s5,CBK309653,1.5990647489380714,123.0
P015084,G12,s5,s8,CBK309653,0.32522646034279057,146.0
P015084,M11,s1,s2,CBK309653,1.3239064618379712,126.0
P015084,M11,s2,s4,CBK309653,1.0359319031640677,104.0
P015084,M11,s3,s5,CBK309653,0.9831108243282516,69.0
P015084,M11,s4,s6,CBK309653,0.9354743957805266,69.0
P015084,M11,s5,s8,CBK309653,0.3760583482294305,71.0
P015085,E17,s2,s4,CBK006628,1.8640561453690192,153.0
P015085,E17,s3,s5,CBK006628,0.5866094465263149,155.0
P015085,E17,s4,s6,CBK006628,1.6334316696471065,141.0
P015085,E17,s5,s8,CBK006628,2.119121541992346,205.0
P015085,I11,s2,s4,CBK006628,2.466482026326127,188.0
P015085,I11,s3,s5,CBK006628,1.4574117660477115,181.0
P015085,I11,s4,s6,CBK006628,2.2146487942690944,153.0
P015085,I11,s5,s8,CBK006628,2.9456433749642144,161.0
P015085,O05,s1,s2,CBK006628,0.9146364914962196,174.0
P015085,O05,s2,s4,CBK006628,1.1106845139800368,82.0
P015085,O05,s3,s5,CBK006628,1.2260767419559349,37.0
P015085,O05,s4,s6,CBK006628,2.505840953744717,113.0
P015085,O05,s5,s8,CBK006628,1.5859823249235712,99.0
P015085,F23,s1,s2,CBK018513,1.2531933407973086,116.0
P015085,F23,s2,s4,CBK018513,1.4397169831707135,179.0
P015085,F23,s3,s5,CBK018513,1.276419007582885,189.0
P015085,F23,s4,s6,CBK018513,1.4997018633861958,114.0
P015085,F23,s5,s8,CBK018513,2.1122375431128524,166.0
P015085,I07,s1,s2,CBK018513,0.7969122365007818,173.0
P015085,I07,s2,s4,CBK018513,1.6718515395099591,159.0
P015085,I07,s3,s5,CBK018513,1.7058279325690944,135.0
P015085,I07,s4,s6,CBK018513,1.6083547639393982,142.0
P015085,I07,s5,s8,CBK018513,2.1074963256191217,178.0
P015085,J15,s1,s2,CBK018513,0.8905507778544544,156.0
P015085,J15,s2,s4,CBK018513,1.669444579792828,124.0
P015085,J15,s3,s5,CBK018513,0.8930509197360297,140.0
P015085,J15,s4,s6,CBK018513,1.3308370737547095,200.0
P015085,J15,s5,s8,CBK018513,1.1942265595897337,161.0
P015085,H05,s1,s2,CBK200551,5.016736549956659,17.0
P015085,H05,s2,s4,CBK200551,4.64362283812499,22.0
P015085,H05,s4,s6,CBK200551,5.146021573560514,18.0
P015085,H05,s5,s8,CBK200551,4.660094510983633,22.0
P015085,L04,s2,s4,CBK200551,2.6359879471354284,7.0
P015085,M09,s2,s4,CBK200551,4.696315751400518,19.0
P015085,M09,s3,s5,CBK200551,4.4868355748182855,16.0
P015085,M09,s4,s6,CBK200551,4.936226900726044,22.0
P015085,B12,s1,s2,CBK201011,1.0551176434175942,61.0
P015085,B12,s2,s4,CBK201011,1.311466780889472,88.0
P015085,B12,s3,s5,CBK201011,1.0181670059518677,83.0
P015085,B12,s4,s6,CBK201011,1.2424104356063368,108.0
P015085,B12,s5,s8,CBK201011,1.0630870809502206,194.0
P015085,E13,s1,s2,CBK201011,1.5715247621542812,151.0
P015085,E13,s2,s4,CBK201011,1.3954239228419816,143.0
P015085,E13,s3,s5,CBK201011,1.352436283720918,136.0
P015085,E13,s4,s6,CBK201011,1.2450710871424562,131.0
P015085,E13,s5,s8,CBK201011,1.2412041563005864,212.0
P015085,J08,s1,s2,CBK201011,1.2565063592368388,160.0
P015085,J08,s2,s4,CBK201011,0.7076896998590692,224.0
P015085,J08,s3,s5,CBK201011,0.22956607729799555,188.0
P015085,J08,s4,s6,CBK201011,1.0863029858787772,159.0
P015085,J08,s5,s8,CBK201011,1.3152016476716015,170.0
P015085,B13,s1,s2,CBK041779,0.39328241687267823,48.0
P015085,B13,s2,s4,CBK041779,0.5017122387431878,110.0
P015085,B13,s3,s5,CBK041779,1.3325965528214987,70.0
P015085,B13,s4,s6,CBK041779,0.6518585219404929,99.0
P015085,B13,s5,s8,CBK041779,0.20455862620070986,297.0
P015085,K14,s1,s2,CBK041779,0.06541644056288569,219.0
P015085,K14,s2,s4,CBK041779,0.23822919919102944,220.0
P015085,K14,s3,s5,CBK041779,0.16098301884500266,227.0
P015085,K14,s4,s6,CBK041779,0.1792356878032969,157.0
P015085,K14,s5,s8,CBK041779,0.6123674962930239,163.0
P015085,O02,s1,s2,CBK041779,0.5109490857645171,86.0
P015085,O02,s2,s4,CBK041779,0.9576817601260113,159.0
P015085,O02,s3,s5,CBK041779,0.812695889578961,114.0
P015085,O02,s4,s6,CBK041779,0.8976259727210896,122.0
P015085,O02,s5,s8,CBK041779,1.183158306491765,102.0
P015085,B08,s1,s2,CBK200716,1.2734764458691317,95.0
P015085,B08,s2,s4,CBK200716,1.6379633502315152,102.0
P015085,B08,s3,s5,CBK200716,1.5776775071987732,107.0
P015085,B08,s5,s8,CBK200716,1.9400053662704524,172.0
P015085,E11,s1,s2,CBK200716,1.1650323107075482,89.0
P015085,E11,s2,s4,CBK200716,1.3227373271981793,161.0
P015085,E11,s3,s5,CBK200716,1.5213572885158906,133.0
P015085,E11,s4,s6,CBK200716,1.4038907782124377,144.0
P015085,E11,s5,s8,CBK200716,1.5551320764638366,168.0
P015085,N17,s1,s2,CBK200716,-0.04676764970903373,226.0
P015085,N17,s2,s4,CBK200716,0.4737218370907785,112.0
P015085,N17,s3,s5,CBK200716,0.3658228875937666,97.0
P015085,N17,s5,s8,CBK200716,0.4238775313998464,57.0
P015085,C12,s1,s2,CBK290334,1.1185612555862696,134.0
P015085,C12,s2,s4,CBK290334,0.6598488075506648,274.0
P015085,C12,s3,s5,CBK290334,1.3553503489300114,143.0
P015085,C12,s4,s6,CBK290334,0.7593919418526024,58.0
P015085,C12,s5,s8,CBK290334,1.1349433487006275,265.0
P015085,E03,s1,s2,CBK290334,0.7195472210084239,84.0
P015085,E03,s2,s4,CBK290334,0.7996027187344887,122.0
P015085,E03,s3,s5,CBK290334,0.7116050107801193,100.0
P015085,E03,s4,s6,CBK290334,0.5764584276905848,98.0
P015085,E03,s5,s8,CBK290334,0.7481784139000145,102.0
P015085,H15,s1,s2,CBK290334,1.9495081045249365,180.0
P015085,H15,s2,s4,CBK290334,1.651492741636002,156.0
P015085,H15,s3,s5,CBK290334,1.0304498695595967,249.0
P015085,H15,s4,s6,CBK290334,1.3766026105694114,201.0
P015085,H15,s5,s8,CBK290334,1.2231459171504118,194.0
P015085,K15,s1,s2,CBK290052,-0.28038899822903274,214.0
P015085,K15,s2,s4,CBK290052,0.19609523490010247,183.0
P015085,K15,s3,s5,CBK290052,0.6334360073692715,168.0
P015085,K15,s4,s6,CBK290052,-0.14909521695976066,182.0
P015085,K15,s5,s8,CBK290052,0.6829155731696216,151.0
P015085,M05,s1,s2,CBK290052,0.28357076152435484,237.0
P015085,M05,s2,s4,CBK290052,0.8400031326428364,131.0
P015085,M05,s3,s5,CBK290052,1.059397154701235,157.0
P015085,M05,s4,s6,CBK290052,0.9083469430671274,177.0
P015085,M05,s5,s8,CBK290052,0.9662757353495568,137.0
P015085,N21,s1,s2,CBK290052,0.8889041056774996,120.0
P015085,N21,s2,s4,CBK290052,1.3002145114027848,153.0
P015085,N21,s3,s5,CBK290052,0.6547650313982346,104.0
P015085,N21,s4,s6,CBK290052,0.17919373047280807,63.0
P015085,N21,s5,s8,CBK290052,0.5547774494613914,99.0
P015085,B16,s1,s2,CBK288288,0.5888633039424551,109.0
P015085,B16,s2,s4,CBK288288,1.0268512521009818,142.0
P015085,B16,s3,s5,CBK288288,0.42534037181161466,143.0
P015085,B16,s4,s6,CBK288288,0.5980690987190967,93.0
P015085,B16,s5,s8,CBK288288,-0.19582190845558906,287.0
P015085,J03,s1,s2,CBK288288,0.7085853410855042,152.0
P015085,J03,s2,s4,CBK288288,0.6596215627627854,100.0
P015085,J03,s3,s5,CBK288288,0.2941663927052107,106.0
P015085,J03,s4,s6,CBK288288,0.3352049681413235,217.0
P015085,J03,s5,s8,CBK288288,0.8534763600646209,107.0
P015085,M08,s1,s2,CBK288288,0.44796077683043656,215.0
P015085,M08,s2,s4,CBK288288,0.6159175255844312,156.0
P015085,M08,s3,s5,CBK288288,0.6369214430918473,137.0
P015085,M08,s5,s8,CBK288288,0.498905453056736,113.0
P015085,D08,s2,s4,CBK308101,3.1372913258271984,24.0
P015085,D08,s3,s5,CBK308101,2.9334121953169205,25.0
P015085,D08,s4,s6,CBK308101,3.2795018736785138,25.0
P015085,D08,s5,s8,CBK308101,3.1161256004254843,34.0
P015085,G23,s1,s2,CBK308101,2.8146608091093337,32.0
P015085,G23,s2,s4,CBK308101,2.957746366543978,50.0
P015085,G23,s3,s5,CBK308101,4.212748700449323,43.0
P015085,G23,s4,s6,CBK308101,4.397428259204569,16.0
P015085,G23,s5,s8,CBK308101,3.1461968302073635,35.0
P015085,N15,s1,s2,CBK308101,3.5988542498712555,67.0
P015085,N15,s2,s4,CBK308101,3.893553862166885,25.0
P015085,N15,s3,s5,CBK308101,3.7487639900579817,24.0
P015085,N15,s4,s6,CBK308101,3.560097003756923,22.0
P015085,N15,s5,s8,CBK308101,4.037965628618168,33.0
P015085,C11,s1,s2,CBK290801,4.7920125327226515,43.0
P015085,C11,s2,s4,CBK290801,4.2513647164094905,70.0
P015085,C11,s3,s5,CBK290801,4.25951793444399,49.0
P015085,C11,s4,s6,CBK290801,4.132563385341578,22.0
P015085,C11,s5,s8,CBK290801,4.245064024148301,88.0
P015085,G14,s2,s4,CBK290801,4.024722562702411,47.0
P015085,G14,s3,s5,CBK290801,4.335585161622884,66.0
P015085,G14,s4,s6,CBK290801,3.9767116672748486,62.0
P015085,G14,s5,s8,CBK290801,4.028666498219279,67.0
P015085,M23,s1,s2,CBK290801,3.650058879602081,44.0
P015085,M23,s2,s4,CBK290801,4.160350297011782,50.0
P015085,M23,s3,s5,CBK290801,4.199819595626439,59.0
P015085,M23,s4,s6,CBK290801,3.994980349769465,46.0
P015085,M23,s5,s8,CBK290801,3.724513323898144,38.0
P015085,E12,s2,s4,CBK288286,3.8254010952663116,55.0
P015085,E12,s3,s5,CBK288286,3.7547602804470537,65.0
P015085,E12,s5,s8,CBK288286,3.8826594850699214,73.0
P015085,G10,s1,s2,CBK288286,3.5847334083565134,37.0
P015085,G10,s2,s4,CBK288286,4.0847773312337035,49.0
P015085,G10,s3,s5,CBK288286,3.8525051663467664,51.0
P015085,G10,s4,s6,CBK288286,3.7361302846798568,38.0
P015085,G10,s5,s8,CBK288286,3.7782558923628144,52.0
P015085,K05,s2,s4,CBK288286,3.8372897386580833,56.0
P015085,K05,s3,s5,CBK288286,4.016636848045833,51.0
P015085,K05,s4,s6,CBK288286,3.8199650729240986,68.0
P015085,K05,s5,s8,CBK288286,3.778839900869471,50.0
P015085,E05,s1,s2,CBK288281,2.5818937644434463,71.0
P015085,E05,s2,s4,CBK288281,2.932139384147824,124.0
P015085,E05,s3,s5,CBK288281,2.5893432679612194,70.0
P015085,E05,s4,s6,CBK288281,2.332363157497353,112.0
P015085,E05,s5,s8,CBK288281,3.141354762249711,139.0
P015085,L11,s1,s2,CBK288281,2.5876784478367245,137.0
P015085,L11,s2,s4,CBK288281,1.7528901970091204,120.0
P015085,L11,s3,s5,CBK288281,2.7219924946388616,114.0
P015085,L11,s4,s6,CBK288281,2.5313859353134553,110.0
P015085,L11,s5,s8,CBK288281,2.562210134986881,113.0
P015085,M06,s1,s2,CBK288281,2.2801662197357797,141.0
P015085,M06,s2,s4,CBK288281,2.3349752307618816,126.0
P015085,M06,s3,s5,CBK288281,2.253958820165894,103.0
P015085,M06,s4,s6,CBK288281,2.288088389738252,108.0
P015085,M06,s5,s8,CBK288281,2.516610142062637,91.0
P015085,F22,s1,s2,CBK308652,4.924039198722231,49.0
P015085,F22,s2,s4,CBK308652,4.504711083753374,101.0
P015085,F22,s3,s5,CBK308652,4.821204585445831,62.0
P015085,F22,s4,s6,CBK308652,4.54585013008378,45.0
P015085,F22,s5,s8,CBK308652,4.943239600759152,61.0
P015085,G06,s1,s2,CBK308652,4.225797355563913,56.0
P015085,G06,s2,s4,CBK308652,4.142925638056777,67.0
P015085,G06,s3,s5,CBK308652,4.207860457955143,68.0
P015085,G06,s4,s6,CBK308652,4.256080888920568,82.0
P015085,G06,s5,s8,CBK308652,4.399243198352644,74.0
P015085,M03,s1,s2,CBK308652,4.312175336605798,65.0
P015085,M03,s2,s4,CBK308652,4.477246227724265,48.0
P015085,M03,s3,s5,CBK308652,4.472671200135442,31.0
P015085,M03,s4,s6,CBK308652,4.606643716723473,29.0
P015085,M03,s5,s8,CBK308652,4.254906337490218,38.0
P015085,D21,s1,s2,CBK308709,0.8451163794567179,93.0
P015085,D21,s2,s4,CBK308709,0.8500054828937623,199.0
P015085,D21,s4,s6,CBK308709,1.1502418751297532,136.0
P015085,D21,s5,s8,CBK308709,1.1338368750643903,178.0
P015085,H20,s1,s2,CBK308709,0.4463429921286556,131.0
P015085,H20,s2,s4,CBK308709,1.1783814202705682,221.0
P015085,H20,s3,s5,CBK308709,1.529641720370656,150.0
P015085,H20,s4,s6,CBK308709,1.1125319054777774,103.0
P015085,H20,s5,s8,CBK308709,0.9949174051581056,171.0
P015085,L06,s1,s2,CBK308709,0.3707271598946508,252.0
P015085,L06,s2,s4,CBK308709,0.26657681110501696,157.0
P015085,L06,s3,s5,CBK308709,1.4123196428012357,173.0
P015085,L06,s4,s6,CBK308709,0.8543838928621719,182.0
P015085,L06,s5,s8,CBK308709,0.8355377809187673,140.0
P015085,B22,s2,s4,CBK290770,3.0692224896191758,18.0
P015085,B22,s5,s8,CBK290770,2.5465805882043018,21.0
P015085,H02,s2,s4,CBK290770,2.9087213222643804,13.0
P015085,H02,s3,s5,CBK290770,2.514202649492133,10.0
P015085,H02,s4,s6,CBK290770,3.0273989143927804,23.0
P015085,H02,s5,s8,CBK290770,3.0460389976058586,16.0
P015085,L08,s1,s2,CBK290770,3.1677258660795657,14.0
P015085,L08,s2,s4,CBK290770,2.6745990746379675,20.0
P015085,L08,s3,s5,CBK290770,3.114364191762312,18.0
P015085,L08,s4,s6,CBK290770,2.7803167825650528,24.0
P015085,L08,s5,s8,CBK290770,1.6599072908811965,9.0
P015085,I04,s1,s2,CBK308864,3.686735556633101,41.0
P015085,I04,s2,s4,CBK308864,3.876688589318541,53.0
P015085,I04,s3,s5,CBK308864,3.8489084232521837,53.0
P015085,I04,s5,s8,CBK308864,3.889359377649584,55.0
P015085,J20,s1,s2,CBK308864,3.601671112724256,46.0
P015085,J20,s2,s4,CBK308864,3.7625122085841394,61.0
P015085,J20,s3,s5,CBK308864,3.898398152784836,59.0
P015085,J20,s4,s6,CBK308864,3.552210545088145,48.0
P015085,J20,s5,s8,CBK308864,3.768323261529745,48.0
P015085,K02,s1,s2,CBK308864,3.98476213015884,39.0
P015085,K02,s2,s4,CBK308864,3.658355565357726,51.0
P015085,K02,s3,s5,CBK308864,3.749496041884144,35.0
P015085,K02,s4,s6,CBK308864,3.8770481545565616,46.0
P015085,K02,s5,s8,CBK308864,3.907257727450648,37.0
P015085,D06,s1,s2,CBK308980,2.003756662446726,102.0
P015085,D06,s2,s4,CBK308980,2.060602791986896,155.0
P015085,D06,s3,s5,CBK308980,1.8637564542834932,151.0
P015085,D06,s4,s6,CBK308980,1.657847943011496,95.0
P015085,D06,s5,s8,CBK308980,1.4201786891470758,203.0
P015085,E04,s1,s2,CBK308980,1.7947163490448048,51.0
P015085,E04,s2,s4,CBK308980,1.7089768709247566,105.0
P015085,E04,s3,s5,CBK308980,1.852838774234895,83.0
P015085,E04,s5,s8,CBK308980,2.068574562551752,141.0
P015085,F14,s1,s2,CBK308980,1.8030919203295928,145.0
P015085,F14,s2,s4,CBK308980,2.4868601765017013,179.0
P015085,F14,s3,s5,CBK308980,1.9473029489873075,191.0
P015085,F14,s4,s6,CBK308980,2.178686005316574,136.0
P015085,F14,s5,s8,CBK308980,2.528016158896101,139.0
P015085,B14,s1,s2,CBK309086,1.435170608425451,92.0
P015085,B14,s2,s4,CBK309086,0.9879870478792231,70.0
P015085,B14,s3,s5,CBK309086,1.3365820932199377,138.0
P015085,B14,s4,s6,CBK309086,0.9866300085272895,109.0
P015085,B14,s5,s8,CBK309086,-0.4734129786145071,286.0
P015085,J18,s1,s2,CBK309086,1.6543368670075602,205.0
P015085,J18,s2,s4,CBK309086,1.0821566105822893,200.0
P015085,J18,s3,s5,CBK309086,1.4633593491616108,174.0
P015085,J18,s5,s8,CBK309086,1.294592351246588,213.0
P015085,O23,s1,s2,CBK309086,1.4189126242442334,111.0
P015085,O23,s2,s4,CBK309086,1.118822489571492,130.0
P015085,O23,s3,s5,CBK309086,1.142713363254558,89.0
P015085,O23,s4,s6,CBK309086,0.9444121666122176,80.0
P015085,O23,s5,s8,CBK309086,1.1599329437252928,81.0
P015085,E16,s1,s2,CBK200550,5.1214328752804015,27.0
P015085,E16,s2,s4,CBK200550,5.187773627976801,16.0
P015085,E16,s3,s5,CBK200550,5.017987566550707,20.0
P015085,E16,s4,s6,CBK200550,4.845454321821722,14.0
P015085,E16,s5,s8,CBK200550,4.199017304604514,28.0
P015085,G03,s1,s2,CBK200550,2.031819775390534,14.0
P015085,G03,s4,s6,CBK200550,5.0045046796429675,25.0
P015085,G03,s5,s8,CBK200550,4.5118002576956995,21.0
P015085,I23,s2,s4,CBK200550,5.50458241038216,25.0
P015085,I23,s3,s5,CBK200550,4.646889944159254,20.0
P015085,I23,s4,s6,CBK200550,4.861773927954715,17.0
P015085,I23,s5,s8,CBK200550,4.536948457291339,17.0
P015085,B19,s1,s2,CBK277972,4.161315042957582,24.0
P015085,B19,s2,s4,CBK277972,3.7148340176745087,38.0
P015085,B19,s3,s5,CBK277972,3.772919621520345,41.0
P015085,B19,s4,s6,CBK277972,3.7365475507212125,33.0
P015085,B19,s5,s8,CBK277972,4.170512135192206,98.0
P015085,F05,s1,s2,CBK277972,3.927808137257308,55.0
P015085,F05,s2,s4,CBK277972,3.71027389892227,36.0
P015085,F05,s3,s5,CBK277972,3.850236738362287,55.0
P015085,F05,s4,s6,CBK277972,4.009003187262091,43.0
P015085,F05,s5,s8,CBK277972,3.977671031034273,59.0
P015085,B20,s1,s2,CBK277955,4.385655864436337,24.0
P015085,B20,s2,s4,CBK277955,3.9113811393807993,63.0
P015085,B20,s3,s5,CBK277955,3.832620390959917,55.0
P015085,B20,s5,s8,CBK277955,4.0711660966482,98.0
P015085,D04,s1,s2,CBK277955,4.3512744011918265,34.0
P015085,D04,s2,s4,CBK277955,4.056897457902799,40.0
P015085,D04,s3,s5,CBK277955,3.9831018794310937,68.0
P015085,D04,s4,s6,CBK277955,4.288169965280994,48.0
P015085,D04,s5,s8,CBK277955,4.164850993357025,73.0
P015085,N10,s1,s2,CBK277955,4.755364707098118,94.0
P015085,N10,s2,s4,CBK277955,3.887791217482798,35.0
P015085,N10,s3,s5,CBK277955,4.0713864965150535,41.0
P015085,N10,s4,s6,CBK277955,4.27914058806421,39.0
P015085,N10,s5,s8,CBK277955,4.349395749668375,50.0
P015085,K18,s1,s2,CBK288259,3.5715755040021344,36.0
P015085,K18,s2,s4,CBK288259,3.789949963828828,77.0
P015085,K18,s3,s5,CBK288259,4.013044713107984,67.0
P015085,K18,s4,s6,CBK288259,3.5884231125631283,33.0
P015085,K18,s5,s8,CBK288259,3.9736741458635567,72.0
