plate,well,bf_site,fl_site,compound,grit,nuclei_count
P015094,G08,s5,s8,CBK278729,0.8448515352465521,140.0
P015094,H17,s1,s2,CBK278729,1.452575932749986,139.0
P015094,H17,s2,s4,CBK278729,0.6855038240860669,137.0
P015094,H17,s3,s5,CBK278729,1.0012333503783657,107.0
P015094,H17,s4,s6,CBK278729,1.1135015713973908,136.0
P015094,F06,s1,s2,CBK290205,2.067133470650556,109.0
P015094,F06,s2,s4,CBK290205,2.5612436725286307,121.0
P015094,F06,s3,s5,CBK290205,1.4317876524827842,147.0
P015094,F06,s4,s6,CBK290205,1.3799300221858035,124.0
P015094,F06,s5,s8,CBK290205,2.006002494585314,125.0
P015094,J11,s1,s2,CBK290205,1.7156960715911542,118.0
P015094,J11,s2,s4,CBK290205,1.3903796403173516,139.0
P015094,J11,s3,s5,CBK290205,1.6212358267646791,129.0
P015094,J11,s4,s6,CBK290205,0.95251666112245,131.0
P015094,J11,s5,s8,CBK290205,1.1976521828986109,116.0
P015094,O02,s1,s2,CBK290205,0.7793065691707337,104.0
P015094,O02,s2,s4,CBK290205,0.6514615162412739,93.0
P015094,O02,s3,s5,CBK290205,0.6929551344299092,99.0
P015094,O02,s4,s6,CBK290205,0.6849273402830885,72.0
P015094,O02,s5,s8,CBK290205,0.7661602818738052,57.0
P015094,B07,s1,s2,CBK289918H,0.3783766272309305,57.0
P015094,B07,s2,s4,CBK289918H,1.133436905411761,67.0
P015094,B07,s3,s5,CBK289918H,1.128597209135185,75.0
P015094,B07,s5,s8,CBK289918H,1.239232549062848,105.0
P015094,F13,s1,s2,CBK289918H,1.0681823014802692,114.0
P015094,F13,s2,s4,CBK289918H,0.8426041046381326,142.0
P015094,F13,s3,s5,CBK289918H,1.1049538765197302,98.0
P015094,F13,s4,s6,CBK289918H,1.0917758678675031,146.0
P015094,F13,s5,s8,CBK289918H,1.3019831322483872,148.0
P015094,N03,s1,s2,CBK289918H,1.907469497128906,76.0
P015094,N03,s2,s4,CBK289918H,1.302045199973782,50.0
P015094,N03,s3,s5,CBK289918H,1.6187002363176448,60.0
P015094,N03,s4,s6,CBK289918H,2.1924430400130333,124.0
P015094,N03,s5,s8,CBK289918H,1.2968287617256609,76.0
P015094,B02,s1,s2,CBK290351,2.172571472518135,24.0
P015094,B02,s2,s4,CBK290351,1.4287624799022425,48.0
P015094,B02,s3,s5,CBK290351,2.243088791769236,15.0
P015094,B02,s4,s6,CBK290351,1.9636464089443981,20.0
P015094,B02,s5,s8,CBK290351,1.913364526024012,51.0
P015094,M18,s1,s2,CBK290351,1.5865811846715652,106.0
P015094,M18,s2,s4,CBK290351,1.7826399747731672,91.0
P015094,M18,s3,s5,CBK290351,1.8311162258079456,116.0
P015094,M18,s4,s6,CBK290351,1.2534732158321,62.0
P015094,M18,s5,s8,CBK290351,1.9270099883402003,60.0
P015094,N17,s1,s2,CBK290351,1.0567982678017325,81.0
P015094,N17,s2,s4,CBK290351,1.2904756604693437,94.0
P015094,N17,s3,s5,CBK290351,1.1778004188733948,56.0
P015094,N17,s4,s6,CBK290351,0.7387138237324259,44.0
P015094,N17,s5,s8,CBK290351,1.0964621645655528,59.0
P015094,B08,s1,s2,CBK290352,2.0021107300367555,90.0
P015094,B08,s2,s4,CBK290352,1.3353811042784045,80.0
P015094,B08,s5,s8,CBK290352,2.4412249988953123,114.0
P015094,D07,s1,s2,CBK290352,0.6126072288642939,83.0
P015094,D07,s2,s4,CBK290352,1.3389330456603503,70.0
P015094,D07,s3,s5,CBK290352,1.0403327350471858,110.0
P015094,D07,s5,s8,CBK290352,0.90872616813448,101.0
P015094,I11,s2,s4,CBK290352,0.9778563470903544,129.0
P015094,I11,s3,s5,CBK290352,1.2839561410040048,121.0
P015094,I11,s4,s6,CBK290352,1.1063377224188198,81.0
P015094,I11,s5,s8,CBK290352,1.2547462048236544,77.0
P015094,C06,s1,s2,CBK308108,0.5509340480345871,73.0
P015094,C06,s3,s5,CBK308108,0.8627091182177721,98.0
P015094,C06,s4,s6,CBK308108,1.4270579279574422,91.0
P015094,C06,s5,s8,CBK308108,1.0570123815302137,101.0
P015094,D03,s1,s2,CBK308108,0.8416395869054774,66.0
P015094,D03,s2,s4,CBK308108,1.6019998423919717,70.0
P015094,D03,s3,s5,CBK308108,1.0724310130584482,133.0
P015094,D03,s4,s6,CBK308108,1.2172161409673259,137.0
P015094,D03,s5,s8,CBK308108,0.9453538678642172,150.0
P015094,G05,s1,s2,CBK308108,1.2488953695374283,111.0
P015094,G05,s2,s4,CBK308108,1.259906459778643,104.0
P015094,G05,s3,s5,CBK308108,1.0286288238342205,121.0
P015094,G14,s1,s2,CBK278031,3.47396914026379,62.0
P015094,G14,s2,s4,CBK278031,3.385631928375448,49.0
P015094,G14,s3,s5,CBK278031,3.5903351566641604,68.0
P015094,G14,s4,s6,CBK278031,3.8708573021055774,34.0
P015094,G14,s5,s8,CBK278031,3.646927680216716,57.0
P015094,H21,s1,s2,CBK278031,3.4268664013654173,27.0
P015094,H21,s2,s4,CBK278031,3.6680509615401165,68.0
P015094,H21,s3,s5,CBK278031,3.519546238178488,33.0
P015094,H21,s4,s6,CBK278031,3.722502151454605,32.0
P015094,H21,s5,s8,CBK278031,3.2069179786028807,27.0
P015094,J09,s1,s2,CBK278031,3.5683676653848875,72.0
P015094,J09,s5,s8,CBK278031,3.333508010282201,43.0
P015094,F10,s1,s2,CBK308723,0.9329710024668068,122.0
P015094,F10,s2,s4,CBK308723,1.561371253132226,129.0
P015094,F10,s3,s5,CBK308723,1.1110306983291327,145.0
P015094,F10,s4,s6,CBK308723,0.8510466471962804,84.0
P015094,K11,s1,s2,CBK308723,1.0607861642061671,118.0
P015094,K11,s3,s5,CBK308723,0.9471579243204852,94.0
P015094,K11,s4,s6,CBK308723,0.7408413215077522,69.0
P015094,M23,s1,s2,CBK308723,0.7400367250639355,76.0
P015094,M23,s2,s4,CBK308723,2.1160104907462927,121.0
P015094,M23,s3,s5,CBK308723,1.0488616043102144,62.0
P015094,M23,s4,s6,CBK308723,0.4847272494300092,52.0
P015094,M23,s5,s8,CBK308723,0.7265466895299346,59.0
P015094,F22,s1,s2,CBK308811,1.4711658734745483,91.0
P015094,F22,s2,s4,CBK308811,1.5446496204504785,121.0
P015094,F22,s3,s5,CBK308811,0.9523527858008106,74.0
P015094,F22,s4,s6,CBK308811,0.8036946822275693,49.0
P015094,F22,s5,s8,CBK308811,1.2158187382834746,120.0
P015094,K09,s1,s2,CBK308811,0.7798020754831254,140.0
P015094,K09,s2,s4,CBK308811,0.3933168714341834,103.0
P015094,K09,s3,s5,CBK308811,1.3382891236162764,131.0
P015094,K09,s4,s6,CBK308811,0.630623332802776,72.0
P015094,N07,s1,s2,CBK308811,1.568110582143596,81.0
P015094,N07,s2,s4,CBK308811,1.168704022480903,102.0
P015094,N07,s3,s5,CBK308811,1.7856657463838903,72.0
P015094,N07,s5,s8,CBK308811,1.3468552136288359,83.0
P015094,C02,s1,s2,CBK308846,1.4900318183163663,67.0
P015094,C02,s2,s4,CBK308846,0.26035375845898656,144.0
P015094,C02,s3,s5,CBK308846,1.203170534999999,125.0
P015094,C02,s4,s6,CBK308846,0.9913597578326896,122.0
P015094,C02,s5,s8,CBK308846,1.7457625756806263,126.0
P015094,L14,s1,s2,CBK308846,1.6873454997892976,148.0
P015094,L14,s2,s4,CBK308846,1.889665102664592,105.0
P015094,L14,s3,s5,CBK308846,1.7873854293329006,84.0
P015094,L14,s4,s6,CBK308846,1.3280256796146417,47.0
P015094,L14,s5,s8,CBK308846,1.563558762592293,50.0
P015094,O22,s1,s2,CBK308846,1.773192107456645,89.0
P015094,O22,s2,s4,CBK308846,1.2436506677632264,116.0
P015094,O22,s3,s5,CBK308846,1.7235869244663602,68.0
P015094,O22,s4,s6,CBK308846,1.8512158504345164,51.0
P015094,O22,s5,s8,CBK308846,1.3280839892026517,42.0
P015094,E20,s1,s2,CBK309255,0.9917222198075744,63.0
P015094,E20,s2,s4,CBK309255,1.1133948315168174,146.0
P015094,E20,s3,s5,CBK309255,0.9248261143003792,80.0
P015094,E20,s4,s6,CBK309255,1.1514378516895345,86.0
P015094,E20,s5,s8,CBK309255,1.420844891631811,124.0
P015094,J06,s1,s2,CBK309255,0.7084715278561383,130.0
P015094,J06,s2,s4,CBK309255,0.2159087490864644,83.0
P015094,J06,s3,s5,CBK309255,0.430793995780469,119.0
P015094,J06,s4,s6,CBK309255,0.8734251406908206,141.0
P015094,M08,s1,s2,CBK309255,1.0232159554898408,141.0
P015094,M08,s2,s4,CBK309255,0.5092750192456527,76.0
P015094,M08,s3,s5,CBK309255,1.7192768231351496,87.0
P015094,M08,s4,s6,CBK309255,0.9006830434722122,78.0
P015094,M08,s5,s8,CBK309255,0.9740901606909392,84.0
P015094,C03,s1,s2,CBK277926,1.3290748279272926,40.0
P015094,C03,s2,s4,CBK277926,0.6451030973962895,56.0
P015094,C03,s3,s5,CBK277926,0.8634691440011697,74.0
P015094,C03,s4,s6,CBK277926,1.3800364643280008,71.0
P015094,C03,s5,s8,CBK277926,0.4177945968185268,88.0
P015094,N19,s1,s2,CBK277926,1.8840350785471007,71.0
P015094,N19,s2,s4,CBK277926,1.5365043417833102,74.0
P015094,N19,s3,s5,CBK277926,1.6098294117177,79.0
P015094,N19,s4,s6,CBK277926,1.4312937135738704,53.0
P015094,N19,s5,s8,CBK277926,2.1826005466075302,63.0
P015094,O11,s1,s2,CBK277926,1.8896810270709905,93.0
P015094,O11,s3,s5,CBK277926,2.4235638606363947,102.0
P015094,O11,s4,s6,CBK277926,2.152958031742472,88.0
P015094,O11,s5,s8,CBK277926,1.8878189096026767,67.0
P015094,F14,s1,s2,CBK277970,1.1861646149530531,110.0
P015094,F14,s2,s4,CBK277970,1.6005226740122065,128.0
P015094,F14,s3,s5,CBK277970,2.0949128550104765,136.0
P015094,F14,s4,s6,CBK277970,1.6253123459181666,158.0
P015094,F14,s5,s8,CBK277970,1.3634171059426117,173.0
P015094,M21,s1,s2,CBK277970,1.1942077379610712,106.0
P015094,M21,s2,s4,CBK277970,1.721789559411945,97.0
P015094,M21,s3,s5,CBK277970,1.6260698074548008,82.0
P015094,M21,s4,s6,CBK277970,1.5195585346387055,71.0
P015094,M21,s5,s8,CBK277970,1.116590104543706,75.0
P015094,N18,s1,s2,CBK277970,1.8338461405085067,100.0
P015094,N18,s2,s4,CBK277970,1.7448581034773718,91.0
P015094,N18,s3,s5,CBK277970,1.5951652685384914,65.0
P015094,N18,s4,s6,CBK277970,1.3994691907827768,47.0
P015094,N18,s5,s8,CBK277970,0.749211475152255,82.0
P015094,B14,s1,s2,CBK277950,3.287278761136786,46.0
P015094,B14,s2,s4,CBK277950,3.3297860141061686,48.0
P015094,B14,s3,s5,CBK277950,3.538791751402133,51.0
P015094,B14,s5,s8,CBK277950,3.3887848475194944,47.0
P015094,I17,s1,s2,CBK277950,3.4747757900013085,60.0
P015094,I17,s2,s4,CBK277950,3.5061590650472443,69.0
P015094,I17,s3,s5,CBK277950,3.6377063256961937,80.0
P015094,I17,s4,s6,CBK277950,3.5624280169436067,64.0
P015094,I17,s5,s8,CBK277950,3.625998327910264,46.0
P015094,M13,s1,s2,CBK277950,3.5746841856463947,66.0
P015094,M13,s2,s4,CBK277950,3.6342267272030937,38.0
P015094,M13,s3,s5,CBK277950,3.4468374574706218,31.0
P015094,M13,s4,s6,CBK277950,3.506741126221664,49.0
P015094,M13,s5,s8,CBK277950,3.396839582411464,35.0
P015094,D11,s2,s4,CBK290655,3.461902389525208,76.0
P015094,D11,s3,s5,CBK290655,3.662712797252264,86.0
P015094,D11,s4,s6,CBK290655,3.776127232238269,71.0
P015094,D11,s5,s8,CBK290655,3.242123625872644,134.0
P015094,N22,s1,s2,CBK290655,3.192504435842518,49.0
P015094,N22,s2,s4,CBK290655,2.7219799088988843,47.0
P015094,N22,s3,s5,CBK290655,2.8110021057197208,35.0
P015094,N22,s4,s6,CBK290655,1.9426244268184576,22.0
P015094,N22,s5,s8,CBK290655,2.2907878723918182,22.0
P015094,O12,s1,s2,CBK290655,2.9287031400892625,69.0
P015094,O12,s2,s4,CBK290655,2.3592560167283283,55.0
P015094,O12,s4,s6,CBK290655,3.1827955699441266,40.0
P015094,O12,s5,s8,CBK290655,2.5614710047107945,47.0
P015094,D22,s1,s2,CBK290883,0.6848713715441681,76.0
P015094,D22,s2,s4,CBK290883,0.7726937190512629,80.0
P015094,D22,s3,s5,CBK290883,1.1993403421933655,59.0
P015094,D22,s4,s6,CBK290883,0.9106696959990876,58.0
P015094,D22,s5,s8,CBK290883,0.5495872990771541,126.0
P015094,E10,s2,s4,CBK290883,1.0706094976222582,102.0
P015094,E10,s4,s6,CBK290883,0.5925657229979148,73.0
P015094,E10,s5,s8,CBK290883,0.8991289565336493,105.0
P015094,J05,s1,s2,CBK290883,0.028067327979041382,126.0
P015094,J05,s2,s4,CBK290883,0.3668249240639612,106.0
P015094,J05,s3,s5,CBK290883,0.4361171417361993,110.0
P015094,J05,s4,s6,CBK290883,0.8395283690638651,141.0
P015094,J05,s5,s8,CBK290883,0.21832654528561268,75.0
P015094,F03,s1,s2,CBK290993,2.63305562751244,66.0
P015094,F03,s2,s4,CBK290993,2.631809663600009,71.0
P015094,F03,s3,s5,CBK290993,2.5240764455696683,81.0
P015094,F03,s4,s6,CBK290993,2.7114647395279623,86.0
P015094,F03,s5,s8,CBK290993,2.1719128751909595,146.0
P015094,I14,s1,s2,CBK290993,2.1016721125018822,93.0
P015094,I14,s2,s4,CBK290993,2.374847095678781,78.0
P015094,I14,s3,s5,CBK290993,2.399759712020228,100.0
P015094,I14,s4,s6,CBK290993,2.5521075250861345,86.0
P015094,I14,s5,s8,CBK290993,2.707410944420237,89.0
P015094,M10,s1,s2,CBK290993,2.1098451592287106,85.0
P015094,M10,s2,s4,CBK290993,1.96611946799218,59.0
P015094,M10,s3,s5,CBK290993,2.1139813056977466,53.0
P015094,M10,s4,s6,CBK290993,2.0968267843205965,42.0
P015094,M10,s5,s8,CBK290993,1.621306027650825,36.0
P015094,C14,s1,s2,CBK309483,3.4155330135148043,29.0
P015094,C14,s2,s4,CBK309483,3.657846407832941,41.0
P015094,C14,s3,s5,CBK309483,3.4813104494924474,46.0
P015094,C14,s4,s6,CBK309483,3.649715983849367,50.0
P015094,C14,s5,s8,CBK309483,3.6332659300579935,56.0
P015094,L05,s1,s2,CBK309483,3.710594330079502,77.0
P015094,L05,s2,s4,CBK309483,3.5792850233069813,34.0
P015094,L05,s3,s5,CBK309483,3.532155738478572,44.0
P015094,L05,s4,s6,CBK309483,3.4842700139251948,40.0
P015094,L05,s5,s8,CBK309483,3.5526153463474337,35.0
P015094,O09,s1,s2,CBK309483,3.3808867769901516,49.0
P015094,O09,s2,s4,CBK309483,3.2724122852266277,36.0
P015094,O09,s3,s5,CBK309483,3.477893512676713,28.0
P015094,O09,s4,s6,CBK309483,3.5808055825333165,35.0
P015094,B23,s1,s2,CBK308321,1.73634838052839,107.0
P015094,B23,s2,s4,CBK308321,0.6258157818118757,91.0
P015094,B23,s3,s5,CBK308321,1.1374128470399718,90.0
P015094,B23,s4,s6,CBK308321,1.0533946315100675,60.0
P015094,B23,s5,s8,CBK308321,1.7553375634010115,101.0
P015094,E06,s1,s2,CBK308321,1.4820191493318962,101.0
P015094,E06,s2,s4,CBK308321,0.750985730590042,59.0
P015094,E06,s3,s5,CBK308321,1.0920493690421502,96.0
P015094,E06,s4,s6,CBK308321,0.910935015268446,107.0
P015094,E06,s5,s8,CBK308321,0.9642854152291658,108.0
P015094,O14,s1,s2,CBK308321,0.7858077700450546,155.0
P015094,O14,s2,s4,CBK308321,1.4942451532474386,118.0
P015094,O14,s3,s5,CBK308321,1.0738308485514767,75.0
P015094,O14,s5,s8,CBK308321,0.8042216733454399,69.0
P015095,C18,s1,s2,CBK041804,1.6375091971598597,118.0
P015095,C18,s2,s4,CBK041804,1.4193377252959922,183.0
P015095,C18,s3,s5,CBK041804,0.8427974898372398,143.0
P015095,C18,s4,s6,CBK041804,0.9766856148398848,105.0
P015095,C18,s5,s8,CBK041804,0.8860631434761318,199.0
P015095,G08,s2,s4,CBK041804,1.9659569836919264,166.0
P015095,G08,s5,s8,CBK041804,0.9507932592534368,149.0
P015095,M02,s1,s2,CBK041804,0.8701334978896703,126.0
P015095,M02,s2,s4,CBK041804,0.3618722462633471,109.0
P015095,M02,s3,s5,CBK041804,1.349591174963522,145.0
P015095,M02,s4,s6,CBK041804,1.260989086442566,115.0
P015095,M02,s5,s8,CBK041804,0.9078510406463596,124.0
P015095,D04,s1,s2,CBK289987,1.0775647268467945,84.0
P015095,D04,s2,s4,CBK289987,0.6194986653286465,53.0
P015095,D04,s3,s5,CBK289987,1.325029152345393,103.0
P015095,D04,s4,s6,CBK289987,1.080928223596433,144.0
P015095,D04,s5,s8,CBK289987,0.939459119569501,125.0
P015095,H17,s1,s2,CBK289987,0.9490493537299304,179.0
P015095,H17,s2,s4,CBK289987,0.02837567856998013,254.0
P015095,H17,s3,s5,CBK289987,0.9881192026102424,192.0
P015095,H17,s4,s6,CBK289987,1.1475577129684222,143.0
P015095,H17,s5,s8,CBK289987,0.744057533237034,140.0
P015095,K03,s1,s2,CBK289987,0.2547805419153077,110.0
P015095,K03,s2,s4,CBK289987,1.11752466855234,108.0
P015095,K03,s3,s5,CBK289987,0.8561172376673192,115.0
P015095,K03,s4,s6,CBK289987,-0.09743930811944088,212.0
P015095,K03,s5,s8,CBK289987,0.9699757480627272,92.0
P015095,C12,s1,s2,CBK278729,1.6956377524248702,126.0
P015095,C12,s2,s4,CBK278729,1.8678645954920223,106.0
P015095,C12,s3,s5,CBK278729,0.7650835029048391,113.0
P015095,C12,s5,s8,CBK278729,1.0607169696904124,246.0
P015095,F03,s1,s2,CBK278729,1.5271920735618272,46.0
P015095,F03,s2,s4,CBK278729,1.2885882104951092,102.0
P015095,F03,s3,s5,CBK278729,0.8284413639532036,72.0
P015095,F03,s4,s6,CBK278729,1.6950796065804141,129.0
P015095,F03,s5,s8,CBK278729,1.8507910579526896,125.0
P015095,G02,s1,s2,CBK278729,0.9981315387981587,178.0
P015095,G02,s2,s4,CBK278729,1.1157325621667822,99.0
P015095,G02,s3,s5,CBK278729,1.638244135179961,119.0
P015095,G02,s4,s6,CBK278729,1.7783955684380888,156.0
P015095,G02,s5,s8,CBK278729,2.194637154674876,101.0
P015095,C22,s1,s2,CBK290205,0.6038383221619458,61.0
P015095,C22,s2,s4,CBK290205,0.32581782389996977,134.0
P015095,C22,s3,s5,CBK290205,0.6456043680246034,100.0
P015095,C22,s4,s6,CBK290205,0.6541999283949416,96.0
P015095,C22,s5,s8,CBK290205,0.10568430428400856,111.0
P015095,D20,s1,s2,CBK290205,0.4177343838326264,62.0
P015095,D20,s2,s4,CBK290205,0.7433716592865138,148.0
P015095,D20,s3,s5,CBK290205,0.6869234357677528,91.0
P015095,D20,s4,s6,CBK290205,0.35201946700231296,112.0
P015095,D20,s5,s8,CBK290205,0.5735080184277123,275.0
P015095,H14,s1,s2,CBK290205,1.4440975220528751,169.0
P015095,H14,s2,s4,CBK290205,0.8622034822339925,158.0
P015095,H14,s3,s5,CBK290205,0.6029124982096321,209.0
P015095,H14,s4,s6,CBK290205,0.3385417687292405,161.0
P015095,H14,s5,s8,CBK290205,0.8018060187923829,221.0
P015095,H20,s1,s2,CBK289918H,1.0297461846908793,141.0
P015095,H20,s2,s4,CBK289918H,0.7668925088091004,246.0
P015095,H20,s3,s5,CBK289918H,1.0828113237475812,120.0
P015095,H20,s4,s6,CBK289918H,1.0479378987977217,83.0
P015095,H20,s5,s8,CBK289918H,1.207564213522954,162.0
P015095,L19,s4,s6,CBK289918H,-0.9051358653172742,91.0
P015095,L19,s5,s8,CBK289918H,-0.9661614403781036,71.0
P015095,N11,s1,s2,CBK289918H,0.3089009955478035,125.0
P015095,N11,s2,s4,CBK289918H,0.8736271699426168,109.0
P015095,N11,s3,s5,CBK289918H,0.9223431741310906,132.0
P015095,N11,s4,s6,CBK289918H,0.7566747578846361,63.0
P015095,B19,s2,s4,CBK290351,1.1403465449598131,99.0
P015095,B19,s3,s5,CBK290351,0.6730638104528694,117.0
P015095,B19,s4,s6,CBK290351,1.5155899011024188,114.0
P015095,B19,s5,s8,CBK290351,0.5826750303195833,227.0
P015095,F11,s2,s4,CBK290351,1.4005986579237022,120.0
P015095,F11,s4,s6,CBK290351,1.2921665683283972,136.0
P015095,F11,s5,s8,CBK290351,0.1817768696235648,219.0
P015095,G10,s1,s2,CBK290351,1.2472430494014812,147.0
P015095,G10,s2,s4,CBK290351,1.0968297031375465,153.0
P015095,G10,s3,s5,CBK290351,1.5224492814661936,188.0
P015095,E22,s1,s2,CBK290352,1.294343032731072,118.0
P015095,E22,s2,s4,CBK290352,1.8808315804085691,196.0
P015095,E22,s3,s5,CBK290352,1.619621627907844,103.0
P015095,E22,s4,s6,CBK290352,1.3319725986662598,118.0
P015095,E22,s5,s8,CBK290352,2.1941184489977905,177.0
P015095,F13,s2,s4,CBK290352,1.0642437053060152,199.0
P015095,F13,s3,s5,CBK290352,1.4453757761917188,159.0
P015095,F13,s4,s6,CBK290352,1.5099315601329986,171.0
P015095,F13,s5,s8,CBK290352,0.952343475612056,248.0
P015095,G11,s1,s2,CBK290352,2.164474249454184,154.0
P015095,G11,s2,s4,CBK290352,1.675691572595709,199.0
P015095,G11,s3,s5,CBK290352,1.21792382953504,224.0
P015095,G11,s4,s6,CBK290352,1.0001851244400497,274.0
P015095,G11,s5,s8,CBK290352,1.4658389706121362,164.0
P015095,G17,s1,s2,CBK308108,0.96308388549338,118.0
P015095,G17,s2,s4,CBK308108,0.7317886895160041,205.0
P015095,G17,s3,s5,CBK308108,0.4525226352323018,236.0
P015095,G17,s4,s6,CBK308108,1.0930597745796606,181.0
P015095,G17,s5,s8,CBK308108,0.1379442893665218,263.0
P015095,L09,s1,s2,CBK308108,1.3234311893168578,150.0
P015095,L09,s2,s4,CBK308108,0.9641112560508714,69.0
P015095,L09,s5,s8,CBK308108,0.6781715325628939,46.0
P015095,M11,s1,s2,CBK308108,1.5367240431865543,203.0
P015095,M11,s2,s4,CBK308108,1.7256818333338828,139.0
P015095,M11,s3,s5,CBK308108,1.3144050948279724,84.0
P015095,M11,s4,s6,CBK308108,0.8966494698986112,136.0
P015095,M11,s5,s8,CBK308108,1.1138610588640712,85.0
P015095,C14,s1,s2,CBK278031,3.5805127327980344,54.0
P015095,C14,s2,s4,CBK278031,3.687088216976892,63.0
P015095,C14,s3,s5,CBK278031,3.742865372776919,78.0
P015095,C14,s4,s6,CBK278031,3.7277308087706293,54.0
P015095,C14,s5,s8,CBK278031,3.815605596077024,109.0
P015095,H15,s1,s2,CBK278031,3.62784855360565,82.0
P015095,H15,s2,s4,CBK278031,3.5950748243725115,83.0
P015095,H15,s3,s5,CBK278031,3.6255698866480786,80.0
P015095,H15,s4,s6,CBK278031,3.6302067211965054,57.0
P015095,H15,s5,s8,CBK278031,3.734836799465516,85.0
P015095,N21,s1,s2,CBK278031,3.568351726178574,66.0
P015095,N21,s2,s4,CBK278031,3.609255237717552,73.0
P015095,N21,s3,s5,CBK278031,3.4301985767249272,48.0
P015095,N21,s4,s6,CBK278031,3.365606788986888,32.0
P015095,N21,s5,s8,CBK278031,3.421281280821277,33.0
P015095,B10,s1,s2,CBK308723,1.0335595722299356,95.0
P015095,B10,s2,s4,CBK308723,1.8085546575085123,91.0
P015095,B10,s3,s5,CBK308723,1.6900851068138358,110.0
P015095,B10,s4,s6,CBK308723,0.8033341743879843,119.0
P015095,B10,s5,s8,CBK308723,1.987660623607943,124.0
P015095,K11,s2,s4,CBK308723,1.0718397842864813,183.0
P015095,K11,s3,s5,CBK308723,1.103928551376189,151.0
P015095,K11,s4,s6,CBK308723,0.9734208055126046,160.0
P015095,K11,s5,s8,CBK308723,1.2044864295896462,104.0
P015095,O13,s1,s2,CBK308723,1.2700653869604508,149.0
P015095,O13,s2,s4,CBK308723,0.726017830412966,191.0
P015095,O13,s3,s5,CBK308723,1.7405147218431123,115.0
P015095,O13,s4,s6,CBK308723,1.9280105724807703,121.0
P015095,O13,s5,s8,CBK308723,1.3838604511309347,139.0
P015095,E17,s1,s2,CBK308811,1.250519122588384,107.0
P015095,E17,s2,s4,CBK308811,1.9524217044440044,190.0
P015095,E17,s3,s5,CBK308811,1.6170130594075744,148.0
P015095,E17,s4,s6,CBK308811,2.041133804942742,184.0
P015095,E17,s5,s8,CBK308811,0.7127051978019456,290.0
P015095,I10,s1,s2,CBK308811,0.8428064561554685,220.0
P015095,I10,s2,s4,CBK308811,0.5163122572225289,145.0
P015095,I10,s3,s5,CBK308811,0.5196796288601917,186.0
P015095,I10,s5,s8,CBK308811,0.8497004680254909,91.0
P015095,J15,s1,s2,CBK308811,1.4037335115922356,215.0
P015095,J15,s2,s4,CBK308811,1.0901231452637363,115.0
P015095,J15,s3,s5,CBK308811,1.8262013801608552,183.0
P015095,J15,s4,s6,CBK308811,1.730105141362018,117.0
P015095,J15,s5,s8,CBK308811,1.4742021496449629,116.0
P015095,C23,s1,s2,CBK308846,1.9813140910968188,98.0
P015095,C23,s2,s4,CBK308846,2.0236296741807105,184.0
P015095,C23,s3,s5,CBK308846,1.7452816459580336,136.0
P015095,C23,s4,s6,CBK308846,1.6987615793231612,146.0
P015095,C23,s5,s8,CBK308846,1.5896383711736541,202.0
P015095,D10,s1,s2,CBK308846,1.0399974958552902,67.0
P015095,D10,s2,s4,CBK308846,1.4919590821962079,118.0
P015095,D10,s4,s6,CBK308846,0.9206053104697473,112.0
P015095,D10,s5,s8,CBK308846,0.9851156782802304,190.0
P015095,N13,s1,s2,CBK308846,0.8993062905498883,136.0
P015095,N13,s2,s4,CBK308846,1.0325989676481089,74.0
P015095,N13,s3,s5,CBK308846,1.7289195962080968,83.0
P015095,N13,s4,s6,CBK308846,1.3612649707514923,108.0
P015095,G03,s1,s2,CBK309255,1.2049834586502182,108.0
P015095,G03,s2,s4,CBK309255,1.1977722853917885,74.0
P015095,G03,s3,s5,CBK309255,1.012808446557396,90.0
P015095,G03,s4,s6,CBK309255,0.07515191486558144,167.0
P015095,G03,s5,s8,CBK309255,0.8076705559956543,55.0
P015095,K08,s1,s2,CBK309255,-0.1794286229866335,216.0
P015095,K08,s2,s4,CBK309255,0.5401397475120391,152.0
P015095,K08,s3,s5,CBK309255,0.0575248913885584,158.0
P015095,K08,s4,s6,CBK309255,-0.21699046904114888,261.0
P015095,K08,s5,s8,CBK309255,0.16827491723944735,135.0
P015095,M12,s2,s4,CBK309255,0.29333419635193936,115.0
P015095,M12,s3,s5,CBK309255,1.005462308979228,98.0
P015095,M12,s4,s6,CBK309255,0.1162743909832527,109.0
P015095,F12,s1,s2,CBK277926,0.8419201311554338,119.0
P015095,F12,s2,s4,CBK277926,1.8247644615742769,195.0
P015095,F12,s3,s5,CBK277926,1.3395937411257075,215.0
P015095,F12,s5,s8,CBK277926,0.4281677302661362,203.0
P015095,H03,s1,s2,CBK277926,1.3935864943498606,98.0
P015095,H03,s2,s4,CBK277926,1.1841186965955044,75.0
P015095,H03,s3,s5,CBK277926,1.359481175155198,86.0
P015095,H03,s4,s6,CBK277926,0.8494594723943343,160.0
P015095,H03,s5,s8,CBK277926,1.3316638506600318,47.0
P015095,K16,s1,s2,CBK277926,-0.14053066914891665,239.0
P015095,K16,s2,s4,CBK277926,1.569983266844196,154.0
P015095,K16,s3,s5,CBK277926,1.4016584545521529,115.0
P015095,K16,s4,s6,CBK277926,1.8802396229032168,150.0
P015095,K16,s5,s8,CBK277926,1.4904672262381815,108.0
P015095,E14,s1,s2,CBK277970,1.287642640630149,158.0
